query,phylum,class,order,family,genus
Demodex brevis,Arthropoda,Arachnida,Trombidiformes,Demodicidae,Demodex
Hygrobatidae,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,NULL
Limnesia,Arthropoda,Arachnida,Trombidiformes,Limnesiidae,Limnesia
Lebertia,Arthropoda,Arachnida,Trombidiformes,Lebertiidae,Lebertia
Hygrobates,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,Hygrobates
Arrenurus solifer,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus
Parathyas,Arthropoda,Arachnida,Trombidiformes,Hydryphantidae,Parathyas
Arrenurus longicaudatus,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus
Arrenurus planus,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus
Hydryphantidae,Arthropoda,Arachnida,Trombidiformes,Hydryphantidae,NULL
Scotinella minnetonka,Arthropoda,Arachnida,Araneae,Corinnidae,Scotinella
Phrurotimpus alarius,Arthropoda,Arachnida,Araneae,Corinnidae,Phrurotimpus
Protzia,Arthropoda,Arachnida,Trombidiformes,Hydryphantidae,Protzia
Macrochelidae,Arthropoda,Arachnida,Mesostigmata,Macrochelidae,NULL
Dinychidae,Arthropoda,Arachnida,Mesostigmata,Dinychidae,NULL
Eupalopsellidae,Arthropoda,Arachnida,Trombidiformes,Eupalopsellidae,NULL
Zygoseius,Arthropoda,Arachnida,Mesostigmata,Pachylaelapidae,Zygoseius
Tegoribates americanus,Arthropoda,Arachnida,Sarcoptiformes,Tegoribatidae,Tegoribates
Campodeidae,Arthropoda,NULL,Diplura,Campodeidae,NULL
Leiobunum ventricosum,Arthropoda,Arachnida,Opiliones,Leiobunidae,Leiobunum
Hexura picea,Arthropoda,Arachnida,Araneae,Mecicobothriidae,Hexura
Cybaeus sinuosus,Arthropoda,Arachnida,Araneae,Cybaeidae,Cybaeus
Pseudopoda prompta,Arthropoda,Arachnida,Araneae,Sparassidae,Pseudopoda
Oxyopes azhari,Arthropoda,Arachnida,Araneae,Oxyopidae,Oxyopes
Oxyopes hindostanicus,Arthropoda,Arachnida,Araneae,Oxyopidae,Oxyopes
Hypochthonius rufulus,Arthropoda,Arachnida,Sarcoptiformes,Hypochthoniidae,Hypochthonius
Typhlodromus exhilaratus,Arthropoda,Arachnida,Mesostigmata,Phytoseiidae,Typhlodromus
Goeldia,Arthropoda,Arachnida,Araneae,Titanoecidae,Goeldia
Xevioso kulufa,Arthropoda,Arachnida,Araneae,Phyxelididae,Xevioso
Xevioso colobata,Arthropoda,Arachnida,Araneae,Phyxelididae,Xevioso
Malaika longipes,Arthropoda,Arachnida,Araneae,Phyxelididae,Malaika
Phyxelida tanganensis,Arthropoda,Arachnida,Araneae,Phyxelididae,Phyxelida
Phyxelida bifoveata,Arthropoda,Arachnida,Araneae,Phyxelididae,Phyxelida
Ambohima zandry,Arthropoda,Arachnida,Araneae,Phyxelididae,Ambohima
Ambohima maizina,Arthropoda,Arachnida,Araneae,Phyxelididae,Ambohima
Ambohima zoky,Arthropoda,Arachnida,Araneae,Phyxelididae,Ambohima
Ambohima andrefana,Arthropoda,Arachnida,Araneae,Phyxelididae,Ambohima
Ambohima ranohira,Arthropoda,Arachnida,Araneae,Phyxelididae,Ambohima
Ambohima vato,Arthropoda,Arachnida,Araneae,Phyxelididae,Ambohima
Ambohima antsinanana,Arthropoda,Arachnida,Araneae,Phyxelididae,Ambohima
Ambohima sublima,Arthropoda,Arachnida,Araneae,Phyxelididae,Ambohima
Ambohima avaratra,Arthropoda,Arachnida,Araneae,Phyxelididae,Ambohima
Themacrys irrorata,Arthropoda,Arachnida,Araneae,Phyxelididae,Themacrys
Rahavavy fanivelona,Arthropoda,Arachnida,Araneae,Phyxelididae,Rahavavy
Rahavavy ida,Arthropoda,Arachnida,Araneae,Phyxelididae,Rahavavy
Rahavavy malagasyana,Arthropoda,Arachnida,Araneae,Phyxelididae,Rahavavy
Manampoka atsimo,Arthropoda,Arachnida,Araneae,Phyxelididae,Manampoka
Vytfutia,Arthropoda,Arachnida,Araneae,Phyxelididae,Vytfutia
Nephilengys cruentata,Arthropoda,Arachnida,Araneae,Nephilidae,Nephilengys
Nephilengys livida,Arthropoda,Arachnida,Araneae,Nephilidae,Nephilengys
Nephilengys papuana,Arthropoda,Arachnida,Araneae,Nephilidae,Nephilengys
Nephilengys dodo,Arthropoda,Arachnida,Araneae,Nephilidae,Nephilengys
Nephilengys borbonica,Arthropoda,Arachnida,Araneae,Nephilidae,Nephilengys
Moggridgea tingle,Arthropoda,Arachnida,Araneae,Migidae,Moggridgea
Moggridgea australis,Arthropoda,Arachnida,Araneae,Migidae,Moggridgea
Moggridgea rupicoloides,Arthropoda,Arachnida,Araneae,Migidae,Moggridgea
Moggridgea terrestris,Arthropoda,Arachnida,Araneae,Migidae,Moggridgea
Moggridgea peringueyi,Arthropoda,Arachnida,Araneae,Migidae,Moggridgea
Moggridgea intermedia,Arthropoda,Arachnida,Araneae,Migidae,Moggridgea
Moggridgea mordax,Arthropoda,Arachnida,Araneae,Migidae,Moggridgea
Ogovea cameroonensis,Arthropoda,Arachnida,Opiliones,Ogoveidae,Ogovea
Lomanius longipalpus,Arthropoda,Arachnida,Opiliones,Podoctidae,Lomanius
Santobius,Arthropoda,Arachnida,Opiliones,Podoctidae,Santobius
Zalmoxida,Arthropoda,Arachnida,Opiliones,Petrobunidae,Zalmoxida
Tithaeus kokutnus,Arthropoda,Arachnida,Opiliones,Tithaeidae,Tithaeus
Tithaeus,Arthropoda,Arachnida,Opiliones,Tithaeidae,Tithaeus
Metatithaeus rubidus,Arthropoda,Arachnida,Opiliones,Tithaeidae,Metatithaeus
Torreana spinata,Arthropoda,Arachnida,Opiliones,Agoristenidae,Torreana
Acutisoma longipes,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Acutisoma
Megapachylus grandis,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Megapachylus
Stygnopsis,Arthropoda,Arachnida,Opiliones,Stygnopsidae,Stygnopsis
Arulla,Arthropoda,Arachnida,Opiliones,Assamiidae,NULL
Lacurbs,Arthropoda,Arachnida,Opiliones,Biantidae,Lacurbs
Badessa,Arthropoda,Arachnida,Opiliones,Samoidae,Badessa
Stygnomma teapense,Arthropoda,Arachnida,Opiliones,Stygnommatidae,Stygnomma
Guasinia,Arthropoda,Arachnida,Opiliones,Guasiniidae,Guasinia
Icaleptes,Arthropoda,Arachnida,Opiliones,Icaleptidae,Icaleptes
Kimula goodnightiorum,Arthropoda,Arachnida,Opiliones,Kimulidae,Kimula
Aphonopelma anax,Arthropoda,Arachnida,Araneae,Theraphosidae,Aphonopelma
Aphonopelma hentzi,Arthropoda,Arachnida,Araneae,Theraphosidae,Aphonopelma
Aphonopelma armada,Arthropoda,Arachnida,Araneae,Theraphosidae,Aphonopelma
Aphonopelma,Arthropoda,Arachnida,Araneae,Theraphosidae,Aphonopelma
Aphonopelma moderatum,Arthropoda,Arachnida,Araneae,Theraphosidae,Aphonopelma
Aphonopelma eutylenum,Arthropoda,Arachnida,Araneae,Theraphosidae,Aphonopelma
Aphonopelma behlei,Arthropoda,Arachnida,Araneae,Theraphosidae,Aphonopelma
Aphonopelma mojave,Arthropoda,Arachnida,Araneae,Theraphosidae,Aphonopelma
Torotrogla gaudi,Arthropoda,Arachnida,Trombidiformes,Syringophilidae,Torotrogla
Torotrogla merulae,Arthropoda,Arachnida,Trombidiformes,Syringophilidae,Torotrogla
Zodarion styliferum,Arthropoda,Arachnida,Araneae,Zodariidae,Zodarion
Zodarion cesari,Arthropoda,Arachnida,Araneae,Zodariidae,Zodarion
Zodarion costablancae,Arthropoda,Arachnida,Araneae,Zodariidae,Zodarion
Hyptiotes,Arthropoda,Arachnida,Araneae,Uloboridae,Hyptiotes
Olios tener,Arthropoda,Arachnida,Araneae,Sparassidae,Olios
Chilobrachys,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys
Scotinella pugnata,Arthropoda,Arachnida,Araneae,Corinnidae,Scotinella
Usofila,Arthropoda,Arachnida,Araneae,Telemidae,Usofila
Usofila pacifica,Arthropoda,Arachnida,Araneae,Telemidae,Usofila
Oxyopes scalaris,Arthropoda,Arachnida,Araneae,Oxyopidae,Oxyopes
Titanoeca nivalis,Arthropoda,Arachnida,Araneae,Titanoecidae,Titanoeca
Cybaeidae,Arthropoda,Arachnida,Araneae,Cybaeidae,NULL
Mimetus hesperus,Arthropoda,Arachnida,Araneae,Mimetidae,Mimetus
Tarlina smithersi,Arthropoda,Arachnida,Araneae,Gradungulidae,Tarlina
Otiothops birabeni,Arthropoda,Arachnida,Araneae,Palpimanidae,Otiothops
Zearchaea,Arthropoda,Arachnida,Araneae,Mecysmaucheniidae,Zearchaea
Austrarchaea,Arthropoda,Arachnida,Araneae,Archaeidae,Austrarchaea
Austrarchaea mainae,Arthropoda,Arachnida,Araneae,Archaeidae,Austrarchaea
Austrarchaea robinsi,Arthropoda,Arachnida,Araneae,Archaeidae,Austrarchaea
Austrarchaea nodosa,Arthropoda,Arachnida,Araneae,Archaeidae,Austrarchaea
Austrarchaea alani,Arthropoda,Arachnida,Araneae,Archaeidae,Austrarchaea
Austrarchaea aleenae,Arthropoda,Arachnida,Araneae,Archaeidae,Austrarchaea
Austrarchaea christopheri,Arthropoda,Arachnida,Araneae,Archaeidae,Austrarchaea
Austrarchaea cunninghami,Arthropoda,Arachnida,Araneae,Archaeidae,Austrarchaea
Austrarchaea dianneae,Arthropoda,Arachnida,Araneae,Archaeidae,Austrarchaea
Austrarchaea harmsi,Arthropoda,Arachnida,Araneae,Archaeidae,Austrarchaea
Austrarchaea helenae,Arthropoda,Arachnida,Araneae,Archaeidae,Austrarchaea
Austrarchaea judyae,Arthropoda,Arachnida,Araneae,Archaeidae,Austrarchaea
Austrarchaea mascordi,Arthropoda,Arachnida,Araneae,Archaeidae,Austrarchaea
Austrarchaea mcguiganae,Arthropoda,Arachnida,Araneae,Archaeidae,Austrarchaea
Austrarchaea milledgei,Arthropoda,Arachnida,Araneae,Archaeidae,Austrarchaea
Austrarchaea monteithi,Arthropoda,Arachnida,Araneae,Archaeidae,Austrarchaea
Austrarchaea raveni,Arthropoda,Arachnida,Araneae,Archaeidae,Austrarchaea
Austrarchaea smithae,Arthropoda,Arachnida,Araneae,Archaeidae,Austrarchaea
Raoiella,Arthropoda,Arachnida,Trombidiformes,Tenuipalpidae,Raoiella
Larvacarus,Arthropoda,Arachnida,Trombidiformes,Tenuipalpidae,Larvacarus
Eidmannella,Arthropoda,Arachnida,Araneae,Nesticidae,Eidmannella
Mimetidae,Arthropoda,Arachnida,Araneae,Mimetidae,NULL
Nanoa enana,Arthropoda,Arachnida,Araneae,Pimoidae,Nanoa
Pimoa breuili,Arthropoda,Arachnida,Araneae,Pimoidae,Pimoa
Cyatholipidae,Arthropoda,Arachnida,Araneae,Cyatholipidae,NULL
Mideopsis roztoczensis,Arthropoda,Arachnida,Trombidiformes,Mideopsidae,Mideopsis
Hydrodroma torrenticola,Arthropoda,Arachnida,Trombidiformes,Hydrodromidae,Hydrodroma
Hygrobates norvegicus,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,Hygrobates
Teutonia cometes,Arthropoda,Arachnida,Trombidiformes,Teutoniidae,Teutonia
Teutonia,Arthropoda,Arachnida,Trombidiformes,Teutoniidae,Teutonia
Torrenticola amplexa,Arthropoda,Arachnida,Trombidiformes,Torrenticolidae,Torrenticola
Sarax,Arthropoda,Arachnida,Amblypygi,Charinidae,Sarax
Stygophrynus,Arthropoda,Arachnida,Amblypygi,Charontidae,Stygophrynus
Damon gracilis,Arthropoda,Arachnida,Amblypygi,Phrynichidae,Damon
Damon johnstonii,Arthropoda,Arachnida,Amblypygi,Phrynichidae,Damon
Phrynichus orientalis,Arthropoda,Arachnida,Amblypygi,Phrynichidae,Phrynichus
Phrynus goesii,Arthropoda,Arachnida,Amblypygi,Phrynidae,Phrynus
Heterophrynus alces,Arthropoda,Arachnida,Amblypygi,Phrynidae,Heterophrynus
Heterophrynus longicornis,Arthropoda,Arachnida,Amblypygi,Phrynidae,Heterophrynus
Atypus affinis,Arthropoda,Arachnida,Araneae,Atypidae,Atypus
Stasimopus robertsi,Arthropoda,Arachnida,Araneae,Ctenizidae,Stasimopus
Mygalomorphae,Arthropoda,Arachnida,Araneae,NULL,NULL
Aphonopelma seemanni,Arthropoda,Arachnida,Araneae,Theraphosidae,Aphonopelma
Chilobrachys huahini,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys
Cyriopagopus schioedtei,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus
Lasiodora parahybana,Arthropoda,Arachnida,Araneae,Theraphosidae,Lasiodora
Araneoidea,Arthropoda,Arachnida,Araneae,NULL,NULL
Epedanoidea,Arthropoda,Arachnida,Opiliones,NULL,NULL
Gonyleptoidea,Arthropoda,Arachnida,Opiliones,NULL,NULL
Ischyropsalis pyrenaea,Arthropoda,Arachnida,Opiliones,Ischyropsalididae,Ischyropsalis
Leiobunidae,Arthropoda,Arachnida,Opiliones,Leiobunidae,NULL
Sclerosomatidae,Arthropoda,Arachnida,Opiliones,Sclerosomatidae,NULL
Trogulus nepaeformis,Arthropoda,Arachnida,Opiliones,Trogulidae,Trogulus
Belisarius xambeui,Arthropoda,Arachnida,Scorpiones,Chactidae,Belisarius
Liocheles australasiae,Arthropoda,Arachnida,Scorpiones,Hemiscorpiidae,Liocheles
Thestylus glasioui,Arthropoda,Arachnida,Scorpiones,Bothriuridae,Thestylus
Heterometrus cyaneus,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Heterometrus
Chaerilus,Arthropoda,Arachnida,Scorpiones,Chaerilidae,Chaerilus
Chaerilus julietteae,Arthropoda,Arachnida,Scorpiones,Chaerilidae,Chaerilus
Chaerilus borneensis,Arthropoda,Arachnida,Scorpiones,Chaerilidae,Chaerilus
Daesiidae,Arthropoda,Arachnida,Solifugae,Daesiidae,NULL
Rhagodidae,Arthropoda,Arachnida,Solifugae,Rhagodidae,NULL
Ricinoides atewa,Arthropoda,Arachnida,Ricinulei,Ricinoididae,Ricinoides
Apocheiridium reddelli,Arthropoda,Arachnida,Pseudoscorpiones,Cheiridiidae,Apocheiridium
Garypinus,Arthropoda,Arachnida,Pseudoscorpiones,Garypinidae,Garypinus
Ideoroncidae,Arthropoda,Arachnida,Pseudoscorpiones,Ideoroncidae,NULL
Withiidae,Arthropoda,Arachnida,Pseudoscorpiones,Withiidae,NULL
Withius hispanus,Arthropoda,Arachnida,Pseudoscorpiones,Withiidae,Withius
Protzia squamosa,Arthropoda,Arachnida,Trombidiformes,Hydryphantidae,Protzia
Damon medius,Arthropoda,Arachnida,Amblypygi,Phrynichidae,Damon
Coremiocnemis cunicularia,Arthropoda,Arachnida,Araneae,Theraphosidae,Coremiocnemis
Ischyropsalis,Arthropoda,Arachnida,Opiliones,Ischyropsalididae,Ischyropsalis
Trogulus,Arthropoda,Arachnida,Opiliones,Trogulidae,Trogulus
Atemnidae,Arthropoda,Arachnida,Pseudoscorpiones,Atemnidae,NULL
Paratemnoides sumatranus,Arthropoda,Arachnida,Pseudoscorpiones,Atemnidae,Paratemnoides
Cheiridium museorum,Arthropoda,Arachnida,Pseudoscorpiones,Cheiridiidae,Cheiridium
Arrenurus suecicus,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus
Piona coccinea,Arthropoda,Arachnida,Trombidiformes,Pionidae,Piona
Piona dispersa,Arthropoda,Arachnida,Trombidiformes,Pionidae,Piona
Piona imminuta,Arthropoda,Arachnida,Trombidiformes,Pionidae,Piona
Piona longipalpis,Arthropoda,Arachnida,Trombidiformes,Pionidae,Piona
Piona pusilla,Arthropoda,Arachnida,Trombidiformes,Pionidae,Piona
Piona rotundoides,Arthropoda,Arachnida,Trombidiformes,Pionidae,Piona
Piona stjordalensis,Arthropoda,Arachnida,Trombidiformes,Pionidae,Piona
Atrax sutherlandi,Arthropoda,Arachnida,Araneae,Hexathelidae,Atrax
Hadronyche cerberea,Arthropoda,Arachnida,Araneae,Hexathelidae,Hadronyche
Torotrogla rubeculi,Arthropoda,Arachnida,Trombidiformes,Syringophilidae,Torotrogla
Macrotrichidae,Arthropoda,Branchiopoda,Diplostraca,Macrotrichidae,NULL
Segestria senoculata,Arthropoda,Arachnida,Araneae,Segestriidae,Segestria
Agroeca brunnea,Arthropoda,Arachnida,Araneae,Liocranidae,Agroeca
Hersilia savignyi,Arthropoda,Arachnida,Araneae,Hersiliidae,Hersilia
Oxyopes oryzae,Arthropoda,Arachnida,Araneae,Oxyopidae,Oxyopes
Oecobius putus,Arthropoda,Arachnida,Araneae,Oecobiidae,Oecobius
Mimetus puritanus,Arthropoda,Arachnida,Araneae,Mimetidae,Mimetus
Trachelas tranquillus,Arthropoda,Arachnida,Araneae,Corinnidae,Trachelas
Phrurotimpus certus,Arthropoda,Arachnida,Araneae,Corinnidae,Phrurotimpus
Scotinella madisonia,Arthropoda,Arachnida,Araneae,Corinnidae,Scotinella
Scotinella britcheri,Arthropoda,Arachnida,Araneae,Corinnidae,Scotinella
Titanoeca americana,Arthropoda,Arachnida,Araneae,Titanoecidae,Titanoeca
Arrenurus wardi,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus
Midea,Arthropoda,Arachnida,Trombidiformes,Mideidae,Midea
Microtrombidiidae,Arthropoda,Arachnida,Trombidiformes,Microtrombidiidae,NULL
Kryptonesticus dimensis,Arthropoda,Arachnida,Araneae,Nesticidae,Kryptonesticus
Conchostraca (genus gbif:10236959,Arthropoda,Branchiopoda,Diplostraca,NULL,Conchostraca
Neoleptoneta,Arthropoda,Arachnida,Araneae,Leptonetidae,Neoleptoneta
Neoleptoneta myopica,Arthropoda,Arachnida,Araneae,Leptonetidae,Tayshaneta
Neoleptoneta devia,Arthropoda,Arachnida,Araneae,Leptonetidae,Tayshaneta
Neoleptoneta concinna,Arthropoda,Arachnida,Araneae,Leptonetidae,Tayshaneta
Neoleptoneta coeca,Arthropoda,Arachnida,Araneae,Leptonetidae,Tayshaneta
Neoleptoneta microps,Arthropoda,Arachnida,Araneae,Leptonetidae,Tayshaneta
Appaleptoneta,Arthropoda,Arachnida,Araneae,Leptonetidae,Appaleptoneta
Neoleptoneta anopica,Arthropoda,Arachnida,Araneae,Leptonetidae,Tayshaneta
Neoleptoneta bullis,Arthropoda,Arachnida,Araneae,Leptonetidae,Tayshaneta
Neoleptoneta paraconcinna,Arthropoda,Arachnida,Araneae,Leptonetidae,Tayshaneta
Calileptoneta noyoana,Arthropoda,Arachnida,Araneae,Leptonetidae,Calileptoneta
Archoleptoneta,Arthropoda,Arachnida,Araneae,Leptonetidae,Archoleptoneta
Calileptoneta,Arthropoda,Arachnida,Araneae,Leptonetidae,Calileptoneta
Calileptoneta ubicki,Arthropoda,Arachnida,Araneae,Leptonetidae,Calileptoneta
Calileptoneta helferi,Arthropoda,Arachnida,Araneae,Leptonetidae,Calileptoneta
Archoleptoneta schusteri,Arthropoda,Arachnida,Araneae,Leptonetidae,Archoleptoneta
Neoleptoneta chisosea,Arthropoda,Arachnida,Araneae,Leptonetidae,Chisoneta
Neoleptoneta georgia,Arthropoda,Arachnida,Araneae,Leptonetidae,Ozarkia
Leptoneta microphthalma,Arthropoda,Arachnida,Araneae,Leptonetidae,Leptoneta
Leptoneta convexa,Arthropoda,Arachnida,Araneae,Leptonetidae,Leptoneta
Neoleptoneta capilla,Arthropoda,Arachnida,Araneae,Leptonetidae,Neoleptoneta
Neoleptoneta rainesi,Arthropoda,Arachnida,Araneae,Leptonetidae,Neoleptoneta
Neoleptoneta alabama,Arthropoda,Arachnida,Araneae,Leptonetidae,Ozarkia
Appaleptoneta fiskei,Arthropoda,Arachnida,Araneae,Leptonetidae,Appaleptoneta
Neoleptoneta serena,Arthropoda,Arachnida,Araneae,Leptonetidae,Ozarkia
Appaleptoneta credula,Arthropoda,Arachnida,Araneae,Leptonetidae,Appaleptoneta
Acanthogammarus godlewskii,Arthropoda,Malacostraca,Amphipoda,Acanthogammaridae,Acanthogammarus
Acanthogammarus gracilispinus,Arthropoda,Malacostraca,Amphipoda,Acanthogammaridae,Acanthogammarus
Calileptoneta sylva,Arthropoda,Arachnida,Araneae,Leptonetidae,Calileptoneta
Caponia,Arthropoda,Arachnida,Araneae,Caponiidae,Caponia
Afrarchaea woodae,Arthropoda,Arachnida,Araneae,Archaeidae,Afrarchaea
Leptoneta coreana,Arthropoda,Arachnida,Araneae,Leptonetidae,Falcileptoneta
Leptoneta hwanseonensis,Arthropoda,Arachnida,Araneae,Leptonetidae,Falcileptoneta
Ero japonica,Arthropoda,Arachnida,Araneae,Mimetidae,Ero
Mimetus testaceus,Arthropoda,Arachnida,Araneae,Mimetidae,Mimetus
Uroctea lesserti,Arthropoda,Arachnida,Araneae,Oecobiidae,Uroctea
Octonoba sinensis,Arthropoda,Arachnida,Araneae,Uloboridae,Octonoba
Octonoba yesoensis,Arthropoda,Arachnida,Araneae,Uloboridae,Octonoba
Philoponella prominens,Arthropoda,Arachnida,Araneae,Uloboridae,Philoponella
Nesticella quelpartensis,Arthropoda,Arachnida,Araneae,Nesticidae,Nesticella
Nesticella brevipes,Arthropoda,Arachnida,Araneae,Nesticidae,Nesticella
Oxyopes sertatus,Arthropoda,Arachnida,Araneae,Oxyopidae,Oxyopes
Oxyopes licenti,Arthropoda,Arachnida,Araneae,Oxyopidae,Oxyopes
Cybaeus mosanensis,Arthropoda,Arachnida,Araneae,Cybaeidae,Cybaeus
Dolichocybaeus whanseunensis,Arthropoda,Arachnida,Araneae,Cybaeidae,Dolichocybaeus
Nurscia albofasciata,Arthropoda,Arachnida,Araneae,Titanoecidae,Nurscia
Takeoa nishimurai,Arthropoda,Arachnida,Araneae,Zoropsidae,Takeoa
Itatsina praticola,Arthropoda,Arachnida,Araneae,Liocranidae,Itatsina
Trachelas japonicus,Arthropoda,Arachnida,Araneae,Corinnidae,Trachelas
Sinopoda koreana,Arthropoda,Arachnida,Araneae,Sparassidae,Sinopoda
Sinopoda stellatops,Arthropoda,Arachnida,Araneae,Sparassidae,Sinopoda
Chilibathynella (genus in superclass Multicrustacea,Arthropoda,Malacostraca,Bathynellacea,Parabathynellidae,Chilibathynella
Octobathynella peelensis,Arthropoda,Malacostraca,Bathynellacea,Parabathynellidae,Octobathynella
Fissiphallius chicoi,Arthropoda,Arachnida,Opiliones,Fissiphalliidae,Fissiphallius
Zalmoxis insularis,Arthropoda,Arachnida,Opiliones,Zalmoxidae,Zalmoxis
Zalmoxis kaktinsae,Arthropoda,Arachnida,Opiliones,Zalmoxidae,Zalmoxis
Zalmoxis perditus,Arthropoda,Arachnida,Opiliones,Zalmoxidae,Zalmoxis
Zalmoxis princeps,Arthropoda,Arachnida,Opiliones,Zalmoxidae,Zalmoxis
Zalmoxis mitobatipes,Arthropoda,Arachnida,Opiliones,Zalmoxidae,Zalmoxis
Zalmoxis cuspanalis,Arthropoda,Arachnida,Opiliones,Zalmoxidae,Zalmoxis
Zalmoxis robustus,Arthropoda,Arachnida,Opiliones,Zalmoxidae,Zalmoxis
Zalmoxis pygmaeus,Arthropoda,Arachnida,Opiliones,Zalmoxidae,Zalmoxis
Zalmoxis darwinensis,Arthropoda,Arachnida,Opiliones,Zalmoxidae,Zalmoxis
Zalmoxis cardwellensis,Arthropoda,Arachnida,Opiliones,Zalmoxidae,Zalmoxis
Zalmoxis falcifer,Arthropoda,Arachnida,Opiliones,Zalmoxidae,Zalmoxis
Zalmoxis furcifer,Arthropoda,Arachnida,Opiliones,Zalmoxidae,Zalmoxis
Zalmoxis dammermani,Arthropoda,Arachnida,Opiliones,Zalmoxidae,Zalmoxis
Proctophyllodes valchukae,Arthropoda,Arachnida,Sarcoptiformes,Proctophyllodidae,Proctophyllodes
Lepidocampa weberi,Arthropoda,NULL,Diplura,Campodeidae,Lepidocampa
Uroobovella,Arthropoda,Arachnida,Mesostigmata,Urodinychidae,Uroobovella
Nenteria eulaelaptis,Arthropoda,Arachnida,Mesostigmata,Nenteriidae,Nenteria
Nenteria moseri,Arthropoda,Arachnida,Mesostigmata,Nenteriidae,Nenteria
Trichouropoda alascae,Arthropoda,Arachnida,Mesostigmata,Trematuridae,Trichouropoda
Trichouropoda australis,Arthropoda,Arachnida,Mesostigmata,Trematuridae,Trichouropoda
Trichouropoda bipilis,Arthropoda,Arachnida,Mesostigmata,Trematuridae,Trichouropoda
Trichouropoda californica,Arthropoda,Arachnida,Mesostigmata,Trematuridae,Trichouropoda
Trichouropoda fallax,Arthropoda,Arachnida,Mesostigmata,Trematuridae,Trichouropoda
Trichouropoda hirsuta,Arthropoda,Arachnida,Mesostigmata,Trematuridae,Trichouropoda
Trichouropoda idahoensis,Arthropoda,Arachnida,Mesostigmata,Trematuridae,Trichouropoda
Trichouropoda moseri,Arthropoda,Arachnida,Mesostigmata,Trematuridae,Trichouropoda
Trichouropoda,Arthropoda,Arachnida,Mesostigmata,Trematuridae,Trichouropoda
Trichouropoda parisiana,Arthropoda,Arachnida,Mesostigmata,Trematuridae,Trichouropoda
Trichouropoda polytricha,Arthropoda,Arachnida,Mesostigmata,Trematuridae,Trichouropoda
Trichouropoda tegucigalpae,Arthropoda,Arachnida,Mesostigmata,Trematuridae,Trichouropoda
Uroobovella americana,Arthropoda,Arachnida,Mesostigmata,Urodinychidae,Uroobovella
Uroobovella australiensis,Arthropoda,Arachnida,Mesostigmata,Urodinychidae,Uroobovella
Uroobovella dryocoetis,Arthropoda,Arachnida,Mesostigmata,Urodinychidae,Uroobovella
Uroobovella orri,Arthropoda,Arachnida,Mesostigmata,Urodinychidae,Uroobovella
Uroobovella vinicolora,Arthropoda,Arachnida,Mesostigmata,Urodinychidae,Uroobovella
Knemidokoptes jamaicensis,Arthropoda,Arachnida,Sarcoptiformes,Knemidokoptidae,Knemidokoptes
Picobia dziabaszewskii,Arthropoda,Arachnida,Trombidiformes,Syringophilidae,Picobia
Streptocephalus dichotomus,Arthropoda,Branchiopoda,Anostraca,Streptocephalidae,Streptocephalus
Oziella sibirica,Arthropoda,Arachnida,Trombidiformes,Phytoptidae,Oziella
Phyxioschema suthepium,Arthropoda,Arachnida,Araneae,Dipluridae,Phyxioschema
Acerentulus charrieri,Arthropoda,Protura,NULL,Acerentomidae,Acerentulus
Cithaeron praedonius,Arthropoda,Arachnida,Araneae,Cithaeronidae,Cithaeron
Deinopis,Arthropoda,Arachnida,Araneae,Deinopidae,Deinopis
Eupalaestrus campestratus,Arthropoda,Arachnida,Araneae,Theraphosidae,Eupalaestrus
Gorgyrella,Arthropoda,Arachnida,Araneae,Idiopidae,Gorgyrella
Miagrammopes,Arthropoda,Arachnida,Araneae,Uloboridae,Miagrammopes
Micrommata virescens,Arthropoda,Arachnida,Araneae,Sparassidae,Micrommata
Psalmopoeus cambridgei,Arthropoda,Arachnida,Araneae,Theraphosidae,Psalmopoeus
Stegodyphus,Arthropoda,Arachnida,Araneae,Eresidae,Stegodyphus
Ethobunus foliatus,Arthropoda,Arachnida,Opiliones,Zalmoxidae,Ethobunus
Ethobunus,Arthropoda,Arachnida,Opiliones,Zalmoxidae,Ethobunus
Ethobunus brevis,Arthropoda,Arachnida,Opiliones,Zalmoxidae,Ethobunus
Ethobunus tuberculatus,Arthropoda,Arachnida,Opiliones,Zalmoxidae,Ethobunus
Zalmoxis bendis,Arthropoda,Arachnida,Opiliones,Zalmoxidae,Zalmoxis
Pachylicus,Arthropoda,Arachnida,Opiliones,Zalmoxidae,Pachylicus
Zalmoxis kotys,Arthropoda,Arachnida,Opiliones,Zalmoxidae,Zalmoxis
