"","species"
"3121","Pseudorhombus dupliciocellatus"
"3123","Coelorinchus kishinouyei"
"3124","Siniperca obscura"
"3125","Parupeneus chrysopleuron"
"3126","Branchiostegus japonicus"
"3127","Creteuchiloglanis kamengensis"
"3128","Oncorhynchus kisutch"
"3129","Plectorhinchus orientalis"
"3131","Mallotus villosus"
"3132","Polypterus mokelembembe"
"3133","Acipenser sinensis"
"3134","Channa marulius"
"3135","Sinocyclocheilus wumengshanensis"
"3136","Nocomis biguttatus"
"3138","Lophiomus setigerus"
"3139","Gerres oyena"
"3141","Toxabramis houdemeri"
"3143","Amazonsprattus scintilla"
"3144","Puntius sahyadriensis"
"3146","Girella punctata"
"3147","Sargocentron rubrum"
"3149","Nimbapanchax petersi"
"3151","Myomyrus macrops"
"3152","Sinogastromyzon szechuanensis"
"3153","Siniperca undulata"
"3154","Garra flavatra"
"3155","Macropodus erythropterus"
"3156","Glyphis gangeticus"
"3157","Hemibagrus nemurus"
"3159","Sander vitreus"
"3161","Grasseichthys gabonensis"
"3162","Gambusia affinis"
"3164","Pristipomoides multidens"
"3165","Epiplatys multifasciatus"
"3167","Devario devario"
"3168","Sphyrna mokarran"
"3170","Melanogrammus aeglefinus"
"3172","Perccottus glenii"
"3173","Datnioides undecimradiatus"
"3176","Anoplogaster cornuta"
"3177","Labeo rohita"
"3178","Sinocyclocheilus huizeensis"
"3181","Bunocephalus coracoideus"
"3183","Pseudobalistes fuscus"
"3184","Boleophthalmus boddarti"
"3185","Triplophysa dorsalis"
"3186","Bathyraja meridionalis"
"3187","Halichoeres hartzfeldii"
"3188","Schizothorax integrilabiatus"
"3190","Polyspina piosae"
"3192","Micropercops swinhonis"
"3193","Triplophysa bleekeri"
"3194","Oxyeleotris lineolata"
"3196","Doryichthys boaja"
"3197","Triplophysa pappenheimi"
"3198","Microphysogobio tafangensis"
"3200","Halaelurus buergeri"
"3201","Alepocephalus productus"
"3203","Marcusenius senegalensis"
"3205","Pterois volitans"
"3207","Salanx ariakensis"
"3209","Papyrocranus congoensis"
"3210","Sprattus antipodum"
"3211","Hiodon tergisus"
"3213","Syngnathus typhle"
"3214","diploid Xenocypris davidi x Megalobrama amblycephala"
"3215","Lamiopsis temminckii"
"3216","Lepomis cyanellus"
"3218","Paralaubuca typus"
"3220","Epalzeorhynchos frenatus"
"3221","Mustelus griseus"
"3222","Arius arius"
"3223","Takifugu poecilonotus"
"3226","Gigantactis vanhoeffeni"
"3227","Glyptothorax longinema"
"3228","Periophthalmus argentilineatus"
"3229","Bathyraja griseocauda"
"3230","Tetraodon mbu"
"3233","Psettodes erumei"
"3234","Cottus bairdii"
"3236","Acanthocobitis botia"
"3237","Nothobranchius furzeri"
"3239","Notothenia coriiceps"
"3242","Kuhlia mugil"
"3243","Takifugu ocellatus"
"3245","Platytroctes apus"
"3246","Garra qiaojiensis"
"3247","Oreochromis aureus"
"3248","Scomberomorus concolor"
"3249","Garra imberba"
"3250","Carassius auratus"
"3252","Gudusia chapra"
"3253","Epinephelus awoara"
"3254","Johnius belangerii"
"3255","Platysmacheilus longibarbatus"
"3256","Macropodus chinensis"
"3258","Genyomyrus donnyi"
"3260","Apogon semilineatus"
"3262","Leptocephalus sp. 'type II larva'"
"3263","Fundulus heteroclitus"
"3265","Meuschenia hippocrepis"
"3266","Leuciscus burdigalensis"
"3269","Anabas testudineus"
"3271","Thorichthys aureus"
"3273","Paracentropyge multifasciata"
"3275","Schedophilus velaini"
"3276","Larimichthys polyactis"
"3277","Megalobrama amblycephala x Parabramis pekinensis"
"3278","Alosa alabamae"
"3280","Aspasma minima"
"3282","Amanses scopas"
"3283","Comephorus baicalensis"
"3285","Gymnocephalus cernua"
"3287","Chirostoma humboldtianum"
"3288","Anguilla japonica"
"3289","Sicyopterus stimpsoni"
"3291","Urogymnus granulatus"
"3292","Holacanthus clarionensis"
"3293","Anguilla mossambica"
"3295","Sladenia gardineri"
"3297","Leiopotherapon unicolor"
"3298","Platysmacheilus nudiventris"
"3300","Pungu maclareni"
"3303","Zanclus cornutus"
"3304","Elops saurus"
"3305","Labeo catla"
"3306","Thunnus atlanticus"
"3307","Oryzias melastigma"
"3308","Pseudobagrus ondon"
"3310","Hemisalanx brachyrostralis"
"3311","Schizopygopsis pylzovi"
"3312","Chanodichthys dabryi"
"3313","Planiliza affinis"
"3314","Epiplatys togolensis"
"3315","Megalobrama amblycephala x Megalobrama skolkovii"
"3317","Bassozetus zenkevitchi"
"3318","Dentex tumifrons"
"3320","Pastinachus atrus"
"3321","Copadichromis trimaculatus"
"3323","Rocio octofasciata"
"3326","Heteropneustes fossilis"
"3327","Crossorhombus valderostratus"
"3328","Hemitrygon bennettii"
"3329","Odontamblyopus lacepedii"
"3330","Centropyge eibli"
"3331","Fundulopanchax filamentosus"
"3333","Horabagrus brachysoma"
"3334","Anguilla anguilla"
"3335","Sicyopterus punctissimus"
"3337","Balantiocheilos melanopterus"
"3340","Luvarus imperialis"
"3342","Pseudogastromyzon myersi"
"3343","Sphyraena japonica"
"3344","Mugilogobius myxodermus"
"3345","Cynoglossus senegalensis"
"3346","Glyphis sp. Pakistan"
"3347","Carangoides armatus"
"3348","Lythrurus lirus"
"3351","Distichodus sexfasciatus"
"3352","Ictalurus pricei"
"3353","Leuciscus waleckii"
"3354","Hemibarbus longirostris"
"3355","Siniperca chuatsi x Siniperca scherzeri"
"3357","Stolephorus commersonnii"
"3358","Epinephelus epistictus"
"3359","Schizothorax oconnori"
"3361","Pseudomonacanthus peroni"
"3362","Tachysurus argentivittatus"
"3364","Facciolella oxyrhyncha"
"3366","Citharinus congicus"
"3367","Takifugu obscurus x Takifugu rubripes"
"3368","Scarus schlegeli"
"3370","Merlangius merlangus"
"3371","Biwia zezera"
"3374","Toxotes chatareus"
"3375","Coregonus sp. 'cluncaformis'"
"3376","Acanthopagrus latus"
"3377","Glyptothorax macromaculatus"
"3379","Arothron manilensis"
"3383","Protopterus annectens"
"3385","Gyrinomimus sp. UW 113191"
"3386","Anguilla malgumora"
"3387","Sicydium salvini"
"3389","Sundasalanx sp. Chao Phraya"
"3390","Caulophryne pelagica"
"3392","Bufoceratias thele"
"3393","Xiphophorus couchianus"
"3394","Nannoperca obscura"
"3395","Chaetodontoplus mesoleucus"
"3396","Sicyopterus parvei"
"3398","Ichthyomyzon gagei"
"3399","Epinephelus merra"
"3401","Pygoplites diacanthus"
"3402","Saurida umeyoshii"
"3403","Narcetes erimelas"
"3404","Sinibotia pulchra"
"3405","Scomberomorus munroi"
"3407","Phenacogrammus interruptus"
"3409","Pellona flavipinnis"
"3410","Neosalanx tangkahkeii"
"3411","Nothobranchius thierryi"
"3412","Schistura notostigma"
"3413","Cobitis sinensis"
"3414","Sander canadensis"
"3415","Pareuchiloglanis macrotrema"
"3417","Amblyraja georgiana"
"3419","Mylochromis lateristriga"
"3420","Crossorhombus azureus"
"3421","Salvelinus kuznetzovi"
"3423","Astatotilapia calliptera"
"3424","Mugilogobius abei"
"3426","Samariscus latus"
"3428","Sabanejewia radnensis"
"3431","Fistularia petimba"
"3433","Parexocoetus brachypterus"
"3435","Hybognathus nuchalis"
"3436","Osteochilus pentalineatus"
"3437","Gastromyzon zebrinus"
"3439","Gephyrocharax atracaudatus"
"3440","Petrocephalus microphthalmus"
"3442","Clupeonella cultriventris"
"3444","Buccochromis nototaenia"
"3445","Bathyraja richardsoni"
"3447","Atherinomorus lacunosus"
"3449","Parahucho perryi"
"3451","Tetranematichthys quadrifilis"
"3452","Oreoglanis macropterus"
"3453","Sundasalanx praecox"
"3455","Cheilinus undulatus"
"3456","Siganus unimaculatus"
"3457","Acheilognathus meridianus"
"3459","Osmerus mordax"
"3461","Cichlasoma dimerus"
"3462","Etheostoma okaloosae"
"3463","Cheilopogon unicolor"
"3464","Gnathopogon polytaenia"
"3466","Anarchias sp. Ansp"
"3468","Monotaxis grandoculis"
"3470","Pteraclis aesticola"
"3472","Probarbus jullieni"
"3473","Hypselobarbus jerdoni"
"3474","Gymnothorax kidako"
"3476","Luxilus chrysocephalus"
"3477","Osteochilus nashii"
"3478","Sinibotia reevesae"
"3480","Hypoatherina tsurugae"
"3481","Thynnichthys thynnoides"
"3483","Notoraja tobitukai"
"3485","Cephaloscyllium umbratile"
"3486","Megaleporinus obtusidens"
"3487","Triplophysa sp. ZP-2016"
"3489","Zapteryx exasperata"
"3491","Richardsonius balteatus"
"3493","Halicampus grayi"
"3494","Icelus spatula"
"3495","Hippocampus ingens"
"3496","Homaloptera ocellata"
"3497","Alburnus mossulensis"
"3499","Hongeo koreana"
"3501","Jenkinsia lamprotaenia"
"3502","Psenes pellucidus"
"3505","Pentaceros japonicus"
"3506","Pangio kuhlii"
"3508","Arapaima gigas"
"3509","Puntius semifasciolatus"
"3512","Proscyllium habereri"
"3515","Parachaenichthys charcoti"
"3517","Cyathochromis obliquidens"
"3518","Acrossocheilus wenchowensis"
"3519","Schizothorax wangchiachii"
"3520","Engraulis encrasicolus"
"3521","Cheilopogon atrisignis"
"3522","Chaetodontoplus conspicillatus"
"3523","Moringua microchir"
"3524","Mastacembelus favus"
"3525","Sinocyclocheilus qujingensis"
"3527","Himantura gerrardi"
"3530","Bathyclupea megaceps"
"3532","Pristis pristis"
"3535","Hoplias intermedius"
"3536","Zebrias quagga"
"3537","Pristis clavata"
"3538","Pareuchiloglanis gracilicaudata"
"3539","Nimbapanchax leucopterygius"
"3540","Odontamblyopus rubicundus"
"3543","Cynoponticus ferox"
"3545","Salmo salar"
"3546","Leucoraja erinacea"
"3547","Coreoperca herzi"
"3548","Oreochromis sp. KM-2006"
"3549","Gadopsis marmoratus"
"3552","Dactyloptena peterseni"
"3553","Chaunax penicillatus"
"3556","Dussumieria elopsoides"
"3557","Oreonectes daqikongensis"
"3560","Anomalops katoptron"
"3561","Pungitius platygaster"
"3563","Paracheirodon axelrodi"
"3564","Okamejei hollandi"
"3565","Gasterosteus wheatlandi"
"3566","Rhodeus lighti"
"3567","Yasuhikotakia modesta"
"3569","Acrocheilus alutaceus"
"3571","Lethrinops lethrinus"
"3573","Chaenodraco wilsoni"
"3574","Dipturus kwangtungensis"
"3575","Cirrhinus microlepis"
"3576","Cottus asper"
"3577","Sicyopterus pugnans"
"3579","Pseudohomaloptera leonardi"
"3580","Stolephorus waitei"
"3582","Polyodon spathula"
"3583","Enteromius fasciolatus"
"3586","Hemiodopsis gracilis"
"3588","Platypharodon extremus"
"3589","Sebastes oblongus"
"3590","Chanodichthys mongolicus"
"3593","Gyrinocheilus pennocki"
"3595","Xenobalistes tumidipectoris"
"3596","Epinephelus moara x Hyporthodus septemfasciatus"
"3597","Salmo obtusirostris"
"3598","Coilia lindmani"
"3599","Tachysurus vachellii"
"3601","Pteronotropis hypselopterus"
"3602","Cephalopholis sonnerati"
"3604","Erimyzon oblongus"
"3605","Phoxinus oxycephalus"
"3607","Piaractus mesopotamicus"
"3609","Cabdio morar"
"3611","Nebrius ferrugineus"
"3613","Talismania bifurcata"
"3614","Rhinobatos hynnicephalus"
"3617","Spicara maena"
"3618","Homaloptera parclitella"
"3621","Pangasius larnaudii"
"3622","Hippocampus queenslandicus"
"3623","Siniperca scherzeri"
"3624","Anguilla reinhardtii"
"3625","Seriola quinqueradiata"
"3627","Protomelas annectens"
"3629","Barbus barbus"
"3632","Callanthias japonicus"
"3633","Epinephelus moara"
"3634","Glyphis garricki"
"3635","Cynoglossus puncticeps"
"3637","Neoscopelus microchir"
"3639","Protonibea diacanthus"
"3640","Chaetodontoplus poliourus"
"3641","Schizothorax chongi"
"3642","Halichoeres tenuispinis"
"3643","Lutjanus russellii"
"3645","Platydoras armatulus"
"3646","Squatina formosa"
"3648","Pungtungia herzi"
"3649","Melanotaenia lacustris"
"3650","Chanodichthys recurviceps"
"3652","Abramis brama"
"3653","Tenualosa ilisha"
"3655","Hemitilapia oxyrhynchus"
"3656","Sinibrama taeniatus"
"3658","Parachromis managuensis"
"3660","Maylandia zebra"
"3661","Nematalosa come"
"3663","Heterotis niloticus"
"3665","Barboides gracilis"
"3667","Bahaba taipingensis"
"3668","Onychostoma meridionale"
"3670","Galeocerdo cuvier"
"3672","Ijimaia dofleini"
"3674","Krobia guianensis"
"3676","Macropharyngodon negrosensis"
"3677","Clupeoides sp. Chao Phraya"
"3680","Plotosus japonicus"
"3682","Cheilodipterus quinquelineatus"
"3683","Microphysogobio amurensis"
"3684","Sebastes vulpes"
"3685","Takifugu snyderi"
"3687","Colomesus psittacus"
"3688","Hemibagrus macropterus"
"3689","Epiplatys lamottei"
"3691","Myripristis berndti"
"3692","Fundulus olivaceus"
"3694","Myaka myaka"
"3695","Etheostoma radiosum"
"3696","Cynoglossus joyneri"
"3697","Hapalogenys analis"
"3698","Parabotia fasciatus"
"3699","Poecilia sphenops"
"3700","Hippocampus trimaculatus"
"3701","Notropis imeldae"
"3704","Dermogenys pusilla"
"3706","Metynnis hypsauchen"
"3708","Pangasianodon gigas"
"3710","Gymnomuraena zebra"
"3711","Polypterus senegalus"
"3712","Stiphodon pelewensis"
"3714","Aldrichetta forsteri"
"3715","Sebastes koreanus"
"3716","Pennahia macrocephalus"
"3718","Oncorhynchus mykiss x Salmo salar"
"3719","Garra spilota"
"3721","Platichthys stellatus"
"3723","Mola mola"
"3724","Leptoderma macrophthalmum"
"3725","Tanakia latimarginata"
"3726","Plectorhinchus vittatus"
"3727","Takifugu porphyreus"
"3729","Scoliodon macrorhynchos"
"3731","Aspiorhynchus laticeps"
"3733","Carassioides acuminatus"
"3735","Myxocyprinus asiaticus"
"3736","Acrossocheilus paradoxus"
"3737","Diodon hystrix"
"3738","Cynoglossus gracilis"
"3739","Luxilus cornutus"
"3742","Acanthocepola krusensternii"
"3743","Pangasius pangasius"
"3745","Percocypris pingi"
"3746","Cheilopogon cyanopterus"
"3747","Polymixia lowei"
"3748","Cynoglossus bilineatus"
"3749","Ammodytes personatus"
"3751","Trichogaster lalius"
"3753","Cosmochilus harmandi"
"3754","Sebastes schlegelii"
"3755","Hemibagrus guttatus"
"3756","Nothobranchius foerschi"
"3758","Bostrychus sinensis"
"3760","Cirrhigaleus australis"
"3761","Centropyge flavicauda"
"3762","Abudefduf vaigiensis"
"3766","Stylephorus chordatus"
"3768","Scobinichthys granulatus"
"3769","Symphysodon aequifasciata"
"3770","Cyprinus megalophthalmus"
"3771","Megalobrama pellegrini"
"3773","Asterorhombus intermedius"
"3774","Carcharhinus falciformis"
"3775","Tor sinensis"
"3777","Diplotaxodon limnothrissa"
"3778","Siganus guttatus"
"3779","Scoliodon laticaudus"
"3780","Periophthalmus novemradiatus"
"3781","Thunnus orientalis"
"3782","Schizopygopsis stoliczkai"
"3783","Nothobranchius kafuensis"
"3784","Abbottina obtusirostris"
"3786","Pygocentrus nattereri"
"3787","Tanakia lanceolata"
"3788","Kryptopterus vitreolus"
"3789","Thryssa setirostris"
"3791","Hoplolatilus cuniculus"
"3793","Pseudanthias dispar"
"3794","Sicyopterus lividus"
"3795","Pungitius kaibarae"
"3796","Schizothorax richardsonii"
"3798","Pteragogus flagellifer"
"3799","Moxostoma congestum"
"3800","Rhinogobius brunneus"
"3802","Trachinotus ovatus"
"3804","Osphronemus goramy"
"3806","Ochetobius elongatus"
"3807","Tachysurus fulvidraco x Leiocassis longirostris"
"3808","Lagocephalus spadiceus"
"3809","Ctenopharyngodon idella x Squaliobarbus curriculus"
"3810","Dimidiochromis compressiceps"
"3811","Gyrinocheilus aymonieri"
"3812","Gymnocypris przewalskii"
"3813","Euthynnus alletteratus"
"3814","Squalus montalbani"
"3817","Leptochilichthys agassizii"
"3818","Eleotris fusca"
"3819","Micropterus dolomieu"
"3820","Acheilognathus somjinensis"
"3823","Lampris guttatus"
"3824","Dentex gibbosus"
"3825","Luciogobius elongatus"
"3827","Nimbochromis linni"
"3828","Opsariichthys bidens"
"3829","Pseudogobio esocinus"
"3832","Gymnura poecilura"
"3834","Periophthalmodon schlosseri"
"3835","Isurus oxyrinchus"
"3837","Gymnogobius petschiliensis"
"3838","Acanthurus leucosternon"
"3841","Serpenticobitis octozona"
"3843","Nemacheilus pallidus"
"3844","Gymnogobius urotaenia"
"3846","Bujurquina mariae"
"3847","Eutaeniophorus sp. 033-Miya"
"3848","Anguilla celebesensis"
"3849","Microphysogobio koreensis"
"3852","Malapterurus electricus"
"3854","Rhamphochromis esox"
"3855","Cephalopholis argus"
"3857","Paracanthurus hepatus"
"3858","Labeo chrysophekadion"
"3859","Epinephelus moara x Epinephelus lanceolatus"
"3860","Microphysogobio sp. XZ-2015"
"3861","Xenophysogobio nudicorpa"
"3863","Harriotta raleighana"
"3864","Sebastes taczanowskii"
"3866","Muraenesox bagio"
"3867","Triplophysa lixianensis"
"3868","Discogobio longibarbatus"
"3869","Pterois miles"
"3870","Tetrapturus georgii"
"3873","Melanocetus murrayi"
"3875","Neoachiropsetta milfordi"
"3876","Cyprinus carpio 'mirror' x Cyprinus carpio 'singuonensis'"
"3877","Epinephelus latifasciatus"
"3878","Potamotrygon motoro"
"3879","Plotosus lineatus"
"3881","Promethichthys prometheus"
"3882","Pseudogobius taijiangensis"
"3883","Romanogobio ciscaucasicus"
"3885","Brachymystax tumensis"
"3886","Acipenser mikadoi"
"3887","Triplophysa anterodorsalis"
"3888","Scombrops gilberti"
"3889","Toxabramis swinhonis"
"3890","Pampus echinogaster"
"3891","Cheilinus fasciatus"
"3892","Catostomus catostomus"
"3894","Seriolella porosa"
"3895","Andinoacara rivulatus"
"3896","Argyrosomus japonicus"
"3897","Pseudolaubuca sinensis"
"3898","Carcharhinus tjutjot"
"3899","Barbodes aurotaeniatus"
"3900","Nipponocypris temminckii"
"3901","Dipturus nasutus"
"3902","Onychostoma simum"
"3903","Acipenser oxyrinchus"
"3905","Scopelogadus mizolepis"
"3908","Pseudocarcharias kamoharai"
"3909","Misgurnus mizolepis"
"3911","Sufflamen fraenatum"
"3912","Epinephelus coioides"
"3914","Pterapogon kauderni"
"3916","Parapocryptes serperaster"
"3918","Phractocephalus hemioliopterus"
"3919","Metzia longinasus"
"3920","Acheilognathus barbatus"
"3922","Anodontostoma chacunda"
"3924","Gasterochisma melampus"
"3925","Retropinna semoni"
"3926","Macrhybopsis meeki"
"3927","Eleotris picta"
"3929","Diagramma picta"
"3931","Paracanthobrama guichenoti"
"3932","Sinibotia superciliaris"
"3933","Notropis telescopus"
"3934","Schismatogobius ampluvinculus"
"3935","Silurus meridionalis"
"3936","Hexanchus griseus"
"3937","Misgurnus bipartitus"
"3938","Paralichthys dentatus"
"3940","Ichthyoelephas longirostris"
"3942","Glyptosternon maculatum"
"3943","Salmo trutta"
"3944","Thymallus burejensis"
"3946","Platax orbicularis"
"3948","Bolbometopon muricatum"
"3950","Iberochondrostoma lemmingii"
"3951","Pseudobagrus emarginatus"
"3952","Acipenser dabryanus x Acipenser schrenckii"
"3954","Auxis rochei"
"3955","Lutjanus sebae"
"3957","Redigobius bikolanus"
"3958","Salanx cuvieri"
"3960","Heteroconger hassi"
"3961","Pseudotolithus elongatus"
"3963","Psettina iijimae"
"3965","Tariqilabeo burmanicus"
"3968","Lobotes surinamensis"
"3969","Mustelus manazo"
"3972","Megachasma pelagios"
"3973","Gymnocanthus intermedius"
"3975","Chilotilapia rhoadesii"
"3976","Acipenser stellatus"
"3978","Elagatis bipinnulata"
"3980","Sinobdella sinensis"
"3981","triploid Megalobrama amblycephala x Xenocypris davidi"
"3983","Lampadena atlantica"
"3984","Coregonus baicalensis"
"3985","(Cyprinus carpio 'mirror' x Cyprinus carpio 'singuonensis') x Carassius auratus red var."
"3986","Microphysogobio yaluensis"
"3987","Takifugu pardalis"
"3989","Orestias ascotanensis"
"3990","Gyrinomimus myersi"
"3991","Aluterus monoceros"
"3992","Chitala lopis"
"3993","Trachinotus carolinus"
"3995","Kichulchoia multifasciata"
"3996","Cobitis lutheri"
"3997","Squatina japonica"
"3998","Cottus perifretum"
"4000","Rhinecanthus aculeatus"
"4001","Gymnocypris potanini"
"4004","Apareiodon affinis"
"4006","Dolichopteryx minuscula"
"4007","Polynemus dubius"
"4008","Melanocetus johnsonii"
"4009","Siniperca roulei"
"4010","Crossocheilus langei"
"4013","Gymnorhamphichthys sp. NM-2010"
"4014","Sardinella gibbosa"
"4015","Sebastes minor"
"4016","Stolephorus insularis"
"4017","Rhinogobius rubromaculatus"
"4018","Takifugu alboplumbeus"
"4021","Scalicus amiscus"
"4022","Acrossocheilus parallens"
"4025","Pseudotriakis microdon"
"4026","Schizothorax pseudoaksaiensis"
"4027","Sarcocheilichthys biwaensis"
"4028","Kajikia audax"
"4029","Umbra pygmaea"
"4030","Prochilodus harttii"
"4031","Oncorhynchus clarkii"
"4033","Eudontomyzon morii"
"4035","Gobiopterus lacustris"
"4037","Chaenogobius gulosus"
"4039","Cynotilapia afra"
"4040","Jenkinsia sp. CL54"
"4041","Syngnathus schlegeli"
"4042","Epinephelus areolatus"
"4044","Chaeturichthys stigmatias"
"4045","Gadus macrocephalus"
"4047","Kottelatlimia pristes"
"4049","Xiphister atropurpureus"
"4050","Alosa sapidissima"
"4052","Harpadon microchir"
"4053","Sphyraena barracuda"
"4054","Onychostoma macrolepis"
"4055","Solenostomus cyanopterus"
"4056","Alepocephalus bairdii"
"4057","Anguilla australis"
"4059","Lepidocephalus macrochir"
"4060","Pristis pectinata"
"4061","Chiloscyllium punctatum"
"4062","Planiliza macrolepis"
"4063","Protopterus aethiopicus"
"4065","Pleuronichthys cornutus"
"4067","Akrokolioplax bicornis"
"4069","Neocyttus rhomboidalis"
"4070","Chiloscyllium plagiosum"
"4072","Ischikauia steenackeri"
"4074","Kali indica"
"4075","Lagocephalus wheeleri"
"4076","Sebastes inermis"
"4078","Aseraggodes kobensis"
"4079","Cobitis biwae"
"4080","Nannoperca australis"
"4081","Anguilla nebulosa"
"4083","Petrotilapia nigra"
"4084","Microphysogobio jeoni"
"4086","Synaphobranchus kaupii"
"4087","Hyporhamphus sajori"
"4088","Acipenser schrenckii x Huso dauricus"
"4091","Lepidosiren paradoxa"
"4092","Labiobarbus spilopleura"
"4094","Eubalichthys mosaicus"
"4095","Acrossocheilus hemispinus"
"4098","Chalceus macrolepidotus"
"4099","Thryssa hamiltonii"
"4100","Sebastes owstoni"
"4101","Decapterus macrosoma"
"4102","Aphyosemion kunzi"
"4103","Protosalanx hyalocranius"
"4105","Ariosoma shiroanago"
"4106","Tridentiger barbatus"
"4107","Rhinogobio typus"
"4110","Monopterus albus"
"4111","Labeo fimbriatus"
"4112","Channa asiatica"
"4114","Pterothrissus gissu"
"4115","Takifugu stictonotus"
"4116","Etheostoma flabellare"
"4119","Ophisurus macrorhynchos"
"4120","Pseudobagrus truncatus"
"4122","Neocyema erythrosoma"
"4123","Leptobotia rubrilabris"
"4126","Gymnarchus niloticus"
"4127","Osteochilus salsburyi"
"4129","Cromileptes altivelis"
"4131","Cociella crocodila"
"4133","Enchelynassa canina"
"4134","Euchiloglanis kishinouyei"
"4135","Chanodichthys erythropterus"
"4137","Aperioptus gracilentus"
"4138","Cheilopogon agoo"
"4140","Stephanolepis cirrhifer"
"4141","Arothron hispidus"
"4142","Gymnocypris eckloni"
"4144","Oreoleuciscus potanini"
"4145","Sundasalanx mekongensis"
"4147","Strongylura anastomella"
"4148","Aplocheilus lineatus"
"4149","Sander lucioperca"
"4150","Glyptothorax trilineatus"
"4152","Lophius americanus"
"4154","Monacanthus chinensis"
"4155","Nocomis asper"
"4156","Pseudobagrus pratti"
"4157","Tor malabaricus"
"4158","Misgurnus mohoity"
"4160","Balistes vetula"
"4161","Sprattus sprattus"
"4162","Sicyopterus longifilis"
"4164","Hypoplectrus gemma"
"4166","Hypostomus plecostomus"
"4167","Aldrovandia affinis"
"4169","Carcharodon carcharias"
"4171","Geophagus steindachneri"
"4172","Tribolodon brandtii"
"4173","Cyclocheilichthys janthochir"
"4174","Liobagrus anguillicauda"
"4175","Alosa alosa"
"4176","Macquaria australasica"
"4178","Cottiusculus nihonkaiensis"
"4179","Morone saxatilis"
"4180","Sardinella lemuru"
"4181","Halichoeres nigrescens"
"4182","Monotrete leiurus"
"4183","Paraplagusia japonica"
"4185","Ambloplites rupestris"
"4186","Perca flavescens"
"4187","Paracheirodon innesi"
"4189","Austrolebias charrua"
"4190","Notropis chalybaeus"
"4191","Pseudobagrus brevicorpus"
"4192","Macrognathus aculeatus"
"4193","Thymallus tugarinae"
"4194","Garra rufa"
"4195","Siganus canaliculatus"
"4197","Chelonodontops pleurospilus"
"4198","Hippocampus kuda"
"4200","Antigonia capros"
"4201","Spratelloides gracilis"
"4202","Rexea nakamurai"
"4203","Takifugu rubripes x Takifugu flavidus"
"4205","Paratilapia polleni"
"4207","Lophiogobius ocellicauda"
"4209","Xanthichthys auromarginatus"
"4210","Amblyraja radiata"
"4212","Pelotretis flavilatus"
"4214","Pristigenys niphonia"
"4215","Lycodes tanakae"
"4217","Alticorpus geoffreyi"
"4220","Haplophryne mollis"
"4221","Aphyosemion kouamense"
"4222","Sarotherodon melanotheron"
"4223","Carcharhinus sorrah"
"4225","Pararasbora moltrechti"
"4226","Diodon holocanthus"
"4229","Psilorhynchus pseudecheneis"
"4231","Microthrissa royauxi"
"4232","Rasbora argyrotaenia"
"4233","Sewellia lineolata"
"4236","Trichonotus setiger"
"4237","Platax teira"
"4239","Enophrys diceraus"
"4241","Opisthoproctus soleatus"
"4242","Serrivomer sector"
"4243","Gobiobotia macrocephala"
"4244","Rhodeus uyekii"
"4246","Lactoria diaphana"
"4248","Nessorhamphus ingolfianus"
"4250","Danacetichthys galathenus"
"4252","Hypentelium nigricans"
"4254","Notopterus notopterus"
"4255","Glyptothorax fokiensis"
"4256","Oncorhynchus keta"
"4257","Priacanthus macracanthus"
"4258","Amphiprion clarkii"
"4260","Cetomimus sp. AMS I34481001"
"4261","Takifugu obscurus"
"4263","Gymnodiptychus dybowskii"
"4265","Pimephales notatus"
"4266","Notropis stramineus"
"4267","Acipenser gueldenstaedtii"
"4269","Cichla ocellaris"
"4270","Cirrhinus reba"
"4273","Plesiobatis daviesi"
"4274","Engraulis mordax"
"4275","Pseudogastromyzon fasciatus"
"4276","Tor putitora"
"4277","Lophius piscatorius"
"4279","Myrichthys maculosus"
"4281","Placidochromis longimanus"
"4282","Salvelinus albus"
"4284","Trigonostigma espei"
"4285","Oreochromis mossambicus"
"4286","Ichthyomyzon fossor"
"4287","Hypsibarbus salweenensis"
"4289","Lycothrissa crocodilus"
"4290","Epalzeorhynchos bicolor"
"4291","Anarhichas lupus"
"4292","Glyptothorax cavia"
"4293","Galaxias gollumoides"
"4294","Tor douronensis"
"4295","Glyptothorax laosensis"
"4296","Trichiurus haumela"
"4297","Centropyge woodheadi"
"4300","Etmopterus pusillus"
"4302","Ethmidium maculatum"
"4304","Melichthys vidua"
"4305","Channa micropeltes"
"4306","Ptychobarbus kaznakovi"
"4307","Nibea albiflora"
"4308","Rhodeus amarus"
"4310","Meda fulgida"
"4311","Schizothorax waltoni"
"4312","Kryptolebias marmoratus"
"4313","Percina crypta"
"4315","Ptychochromoides katria"
"4317","Ophiodon elongatus"
"4318","Melanotaenia parkinsoni"
"4319","Devario laoensis"
"4320","Danio albolineatus"
"4321","Oedalechilus labiosus"
"4323","Cypselurus hiraii"
"4324","Oreochromis niloticus"
"4325","Scomber scombrus"
"4326","Oncorhynchus nerka"
"4327","Acrossocheilus barbodon"
"4329","Etrumeus teres"
"4330","Scarus ghobban"
"4331","Ariomma indicum"
"4334","Squaliolus aliae"
"4335","Pimephales promelas"
"4336","Ompok pabda"
"4337","Caranx ignobilis"
"4338","Zacco acanthogenys"
"4339","Epiplatys guineensis"
"4342","Ellopostoma mystax"
"4343","Leptobotia taeniops"
"4344","Poecilia latipinna"
