"query","species"
"Boreogadus saida","Boreogadus saida"
"Eleginus gracilis","Eleginus gracilis"
"Gadus chalcogrammus","Gadus chalcogrammus"
"Theragra chalcogramma","Gadus chalcogrammus"
"Theragra finnmarchica","Theragra finnmarchica"
"Gadus macrocephalus","Gadus macrocephalus"
"Gadus ogac","Gadus macrocephalus"
"Microgadus proximus","Microgadus proximus"
"Lota lota","Lota lota"
"Echiodon exsilium","Echiodon exsilium"
"Fierasfer dubius","Carapus dubius"
"Carapus dubius","Carapus dubius"
"Acanthonus armatus","Acanthonus armatus"
"Bassozetus levistomatus","Bassozetus levistomatus"
"Bassozetus nasus","Bassozetus nasus"
"Bassozetus zenkevitchi","Bassozetus zenkevitchi"
"Brotula clarkae","Brotula clarkae"
"Brotula ordwayi","Brotula ordwayi"
"Brotulataenia nielseni","Brotulotaenia nielseni"
"Cherublemma emmelas","Cherublemma emmelas"
"Chilara taylori","Chilara taylori"
"Dicrolene filamentosa","Dicrolene filamentosa"
"Holcomycteronus digittatus","Holcomycteronus digittatus"
"Holcomycteronus profundissimus","Holcomycteronus profundissimus"
"Lamprogrammus niger","Lamprogrammus niger"
"Lepophidium hubbsi","Lepophidium hubbsi"
"Lepophidium microlepis","Lepophidium microlepis"
"Lepophidium negropinna","Lepophidium negropinna"
"Lepophidium pardale","Lepophidium pardale"
"Lepophidium prorates","Lepophidium prorates"
"Lepophidium stigmatistium","Lepophidium stigmatistium"
"Neobythites stelliferoides","Neobythites stelliferoides"
"Ophidion galeoides","Ophidion galeoides"
"Ophidion imitator","Ophidion imitator"
"Ophidion iris","Ophidion iris"
"Ophidion scrippsae","Ophidion scrippsae"
"Otophidium indefatigabile","Otophidium indefatigabile"
"Petrotyx hopkinsi","Petrotyx hopkinsi"
"Porogadus promelas","Porogadus catena"
"Porogadus catena","Porogadus catena"
"Spectrunculus crassus","Spectrunculus crassus"
"Spectrunculus grandis","Spectrunculus grandis"
"Barathronus pacificus","Barathronus pacificus"
"Brosmophycis marginata","Brosmophycis marginata"
"Cataetyx rubrirostris","Cataetyx rubrirostris"
"Cataetyx simus","Cataetyx simus"
"Grammonus diagrammus","Grammonus diagrammus"
"Sciadonus pedicellaris","Sciadonus pedicellaris"
"Thalassobathia pelagica","Thalassobathia pelagica"
"Ogilbia nigromarginata","Ogilbia nigromarginata"
"Ogilbia nudiceps","Ogilbia nudiceps"
"Ogilbia ventralis","Ogilbia ventralis"
"Porichthys analis","Porichthys analis"
"Porichthys ephippiatus","Porichthys ephippiatus"
"Porichthys margaritatus","Porichthys margaritatus"
"Porichthys mimeticus","Porichthys mimeticus"
"Porichthys myriaster","Porichthys myriaster"
"Porichthys notatus","Porichthys notatus"
"Lophiodes caulinaris","Lophiodes caulinaris"
"Lophiodes spilurus","Lophiodes spilurus"
"Lophiomus setigerus","Lophiomus setigerus"
"Antennarius commerson","Antennarius commerson"
"Antennatus sanguineus","Antennatus sanguineus"
"Antennatus strigatus","Antennatus strigatus"
"Fowlerichthys avalonis","Fowlerichthys avalonis"
"Antennarius avalonis","Fowlerichthys avalonis"
"Chaunacops coloratus","Chaunacops coloratus"
"Dibranchus spinosus","Dibranchus spinosus"
"Dibranchus spongiosa","Dibranchus spongiosa"
"Zalieutes elater","Zalieutes elater"
"Caulophryne jordani","Caulophryne jordani"
"Caulophryne pelagica","Caulophryne pelagica"
"Caulophryne polynema","Caulophryne polynema"
"Melanocetus johnsonii","Melanocetus johnsonii"
"Himantolophus nigricornis","Himantolophus nigricornis"
"Himantolophus sagamius","Himantolophus sagamius"
"Himantolophus groenlandicus","Himantolophus groenlandicus"
"Bertella idiomorpha","Bertella idiomorpha"
"Chaenophryne draco","Chaenophryne draco"
"Chaenophryne longiceps","Chaenophryne longiceps"
"Chaenophryne melanorhabdus","Chaenophryne melanorhabdus"
"Dolopichthys longicornis","Dolopichthys longicornis"
"Dolopichthys pullatus","Dolopichthys pullatus"
"Leptacanthichthys gracilispinis","Leptacanthichthys gracilispinis"
"Microlophichthys microlophus","Microlophichthys microlophus"
"Oneirodes acanthias","Oneirodes acanthias"
"Oneirodes basili","Oneirodes basili"
"Oneirodes bulbosus","Oneirodes bulbosus"
"Oneirodes eschrichtii","Oneirodes eschrichtii"
"Oneirodes thompsoni","Oneirodes thompsoni"
"Phyllorhinichthys micractis","Phyllorhinichthys micractis"
"Thaumatichthys axeli","Thaumatichthys axeli"
"Centrophryne spinulosa","Centrophryne spinulosa"
"Ceratias holboelli","Ceratias holboelli"
"Cryptopsaras couesii","Cryptopsaras couesii"
"Gigantactis gargantua","Gigantactis gargantua"
"Gigantactis macronema","Gigantactis macronema"
"Gigantactis microdontis","Gigantactis microdontis"
"Gigantactis savagei","Gigantactis savagei"
"Gigantactis vanhoeffeni","Gigantactis vanhoeffeni"
"Borophryne apogon","Borophryne apogon"
"Linophryne coronata","Linophryne coronata"
"Linophryne racemifera","Linophryne racemifera"
"Chaenomugil proboscideus","Chaenomugil proboscideus"
"Dajaus monticola","Dajaus monticola"
"Agonostomus monticola","Dajaus monticola"
"Mugil cephalus","Mugil cephalus"
"Mugil hospes","Mugil hospes"
"Mugil setosus","Mugil setosus"
"Mugil curema","Mugil curema"
"Atherinella eriarcha","Atherinella eriarcha"
"Atherinella nepenthe","Atherinella nepenthe"
"Atherinops affinis","Atherinops affinis"
"Atherinopsis californiensis","Atherinopsis californiensis"
"Leuresthes tenuis","Leuresthes tenuis"
"Menidia audens","Menidia audens"
"Menidia beryllina","Menidia beryllina"
"Cheilopogon dorsomacula","Cheilopogon dorsomacula"
"Cheilopogon furcatus","Cheilopogon furcatus"
"Cheilopogon heterurus","Cheilopogon heterurus"
"Cheilopogon papilio","Cheilopogon papilio"
"Cheilopogon pinnatibarbatus","Cheilopogon pinnatibarbatus"
"Cypselurus californicus","Cheilopogon pinnatibarbatus"
"Cheilopogon spilonotopterus","Cheilopogon spilonotopterus"
"Cheilopogon xenopterus","Cheilopogon xenopterus"
"Cypselurus angusticeps","Cypselurus angusticeps"
"Cypselurus callopterus","Cypselurus callopterus"
"Exocoetus monocirrhus","Exocoetus monocirrhus"
"Exocoetus volitans","Exocoetus volitans"
"Fodiator rostratus","Fodiator rostratus"
"Hirundichthys albimaculatus","Hirundichthys albimaculatus"
"Hirundichthys marginatus","Hirundichthys marginatus"
"Hirundichthys rondeletii","Hirundichthys rondeletii"
"Hirundichthys speculiger","Hirundichthys speculiger"
"Parexocoetus brachypterus","Parexocoetus brachypterus"
"Prognichthys tringa","Prognichthys tringa"
"Euleptorhamphus viridis","Euleptorhamphus viridis"
"Euleptorhamphus longirostris","Euleptorhamphus viridis"
"Hemiramphus saltator","Hemiramphus saltator"
"Hyporhamphus gilli","Hyporhamphus gilli"
"Hyporhamphus naos","Hyporhamphus naos"
"Hyporhamphus rosae","Hyporhamphus rosae"
"Oxyporhamphus micropterus","Oxyporhamphus micropterus"
"Ablennes hians","Ablennes hians"
"Platybelone argalus","Platybelone argalus"
"Strongylura exilis","Strongylura exilis"
"Tylosurus crocodilus","Tylosurus crocodilus"
"Tylosurus pacificus","Tylosurus pacificus"
"Tylosurus acus","Tylosurus acus"
"Cololabis saira","Cololabis saira"
"Fundulus parvipinnis","Fundulus parvipinnis"
"Fundulus parvipinnis","Alloophorus robustus"
"Lucania goodei","Lucania goodei"
"Lucania parva","Lucania parva"
"Gambusia affinis","Gambusia affinis"
"Poecilia latipinna","Poecilia latipinna"
"Melamphaes acanthomus","Melamphaes acanthomus"
"Melamphaes janae","Melamphaes janae"
"Melamphaes laeviceps","Melamphaes laeviceps"
"Melamphaes longivelis","Melamphaes longivelis"
"Melamphaes lugubris","Melamphaes lugubris"
"Melamphaes macrocephalus","Melamphaes macrocephalus"
"Melamphaes parvus","Melamphaes parvus"
"Melamphaes spinifer","Melamphaes spinifer"
"Melamphaes suborbitalis","Melamphaes suborbitalis"
"Poromitra crassiceps","Poromitra crassiceps"
"Poromitra rugosa","Poromitra rugosa"
"Poromitra curilensis","Poromitra curilensis"
"Poromitra jucunda","Poromitra jucunda"
"Poromitra megalops","Poromitra megalops"
"Poromitra macrophthalma","Poromitra macrophthalma"
"Poromitra oscitans","Poromitra oscitans"
"Scopeloberyx opisthopterus","Scopeloberyx opisthopterus"
"Scopeloberyx robustus","Scopeloberyx robustus"
"Scopelogadus bispinosus","Scopelogadus bispinosus"
"Scopelogadus mizolepis","Scopelogadus mizolepis"
"Cetichthys parini","Cetichthys parini"
"Cetostoma regani","Cetostoma regani"
"Ditropichthys storeri","Ditropichthys storeri"
"Parataeniophorus brevis","Parataeniophorus brevis"
"Rondeletia loricata","Rondeletia loricata"
"Barbourisia rufa","Barbourisia rufa"
"Eutaeniophorus festivus","Eutaeniophorus festivus"
"Anoplogaster cornuta","Anoplogaster cornuta"
"Diretmoides pauciradiatus","Diretmoides pauciradiatus"
"Diretmus argenteus","Diretmus argenteus"
"Phthanophaneron harveyi","Phthanophaneron harveyi"
"Myripristis berndti","Myripristis berndti"
"Myripristis leiognathus","Myripristis leiognathus"
"Sargocentron suborbitale","Sargocentron suborbitale"
"Sargocentron suborbitalis","Sargocentron suborbitale"
"Allocyttus folletti","Allocyttus folletti"
"Allocyttus verrucosus","Allocyttus verrucosus"
"Zenopsis nebulosa","Zenopsis nebulosa"
"Zenopsis filamentosa","Zenopsis filamentosa"
"Aulorhynchus flavidus","Aulorhynchus flavidus"
"Gasterosteus aculeatus","Gasterosteus aculeatus"
"Pungitius pungitius","Pungitius pungitius"
"Cosmocampus arctus","Cosmocampus arctus"
"Doryrhamphus excisus","Doryrhamphus excisus"
"Hippocampus ingens","Hippocampus ingens"
"Syngnathus auliscus","Syngnathus auliscus"
"Syngnathus californiensis","Syngnathus californiensis"
"Syngnathus euchrous","Syngnathus euchrous"
"Syngnathus exilis","Syngnathus exilis"
"Syngnathus insulae","Syngnathus insulae"
"Syngnathus leptorhynchus","Syngnathus leptorhynchus"
"Aulostomus chinensis","Aulostomus chinensis"
"Fistularia commersonii","Fistularia commersonii"
"Fistularia corneta","Fistularia corneta"
"Macroramphosus scolopax","Macroramphosus scolopax"
"Macroramphosus gracilis","Macroramphosus gracilis"
"Adelosebastes latens","Adelosebastes latens"
"Pontinus furcirhinus","Pontinus furcirhinus"
"Pontinus sierra","Pontinus sierra"
"Pontinus vaughani","Pontinus vaughani"
"Scorpaena afuerae","Scorpaena afuerae"
"Scorpaena guttata","Scorpaena guttata"
"Scorpaena histrio","Scorpaena histrio"
"Scorpaena mystes","Scorpaena mystes"
"Scorpaena russula","Scorpaena russula"
"Scorpaena sonorae","Scorpaena sonorae"
"Scorpaenodes xyris","Scorpaenodes xyris"
"Sebastes aleutianus","Sebastes aleutianus"
"Sebastes alutus","Sebastes alutus"
"Sebastes atrovirens","Sebastes atrovirens"
"Sebastes auriculatus","Sebastes auriculatus"
"Sebastes aurora","Sebastes aurora"
"Sebastes babcocki","Sebastes babcocki"
"Sebastes rubrivinctus","Sebastes rubrivinctus"
"Sebastes baramenuke","Sebastes baramenuke"
"Sebastes borealis","Sebastes borealis"
"Sebastes brevispinis","Sebastes brevispinis"
"Sebastes carnatus","Sebastes carnatus"
"Sebastes caurinus","Sebastes caurinus"
"Sebastes chlorostictus","Sebastes chlorostictus"
"Sebastes chrysomelas","Sebastes chrysomelas"
"Sebastes ciliatus","Sebastes ciliatus"
"Sebastes constellatus","Sebastes constellatus"
"Sebastes crameri","Sebastes crameri"
"Sebastes dallii","Sebastes dallii"
"Sebastes diaconus","Sebastes diaconus"
"Sebastes mystinus","Sebastes mystinus"
"Sebastes diploproa","Sebastes diploproa"
"Sebastes elongatus","Sebastes elongatus"
"Sebastes emphaeus","Sebastes emphaeus"
"Sebastes ensifer","Sebastes ensifer"
"Sebastes entomelas","Sebastes entomelas"
"Sebastes eos","Sebastes eos"
"Sebastes flavidus","Sebastes flavidus"
"Sebastes gilli","Sebastes gilli"
"Sebastes glaucus","Sebastes glaucus"
"Sebastes goodei","Sebastes goodei"
"Sebastes helvomaculatus","Sebastes helvomaculatus"
"Sebastes hopkinsi","Sebastes hopkinsi"
"Sebastes jordani","Sebastes jordani"
"Sebastes lentiginosus","Sebastes lentiginosus"
"Sebastes levis","Sebastes levis"
"Sebastes macdonaldi","Sebastes macdonaldi"
"Sebastes maliger","Sebastes maliger"
"Sebastes melanops","Sebastes melanops"
"Sebastes melanosema","Sebastes melanosema"
"Sebastes melanostictus","Sebastes melanostictus"
"Sebastes melanostomus","Sebastes melanostomus"
"Sebastes miniatus","Sebastes miniatus"
"Sebastes moseri","Sebastes moseri"
"Sebastes nebulosus","Sebastes nebulosus"
"Sebastes nigrocinctus","Sebastes nigrocinctus"
"Sebastes notius","Sebastes notius"
"Sebastes ovalis","Sebastes ovalis"
"Sebastes paucispinis","Sebastes paucispinis"
"Sebastes phillipsi","Sebastes phillipsi"
"Sebastes pinniger","Sebastes pinniger"
"Sebastes polyspinis","Sebastes polyspinis"
"Sebastes proriger","Sebastes proriger"
"Sebastes rastrelliger","Sebastes rastrelliger"
"Sebastes reedi","Sebastes reedi"
"Sebastes rosaceus","Sebastes rosaceus"
"Sebastes rosenblatti","Sebastes rosenblatti"
"Sebastes ruberrimus","Sebastes ruberrimus"
"Sebastes rufinanus","Sebastes rufinanus"
"Sebastes rufus","Sebastes rufus"
"Sebastes saxicola","Sebastes saxicola"
"Sebastes semicinctus","Sebastes semicinctus"
"Sebastes serranoides","Sebastes serranoides"
"Sebastes serriceps","Sebastes serriceps"
"Sebastes simulator","Sebastes simulator"
"Sebastes umbrosus","Sebastes umbrosus"
"Sebastes variabilis","Sebastes variabilis"
"Sebastes variegatus","Sebastes variegatus"
"Sebastes wilsoni","Sebastes wilsoni"
"Sebastes zacentrus","Sebastes zacentrus"
"Sebastolobus alascanus","Sebastolobus alascanus"
"Sebastolobus altivelis","Sebastolobus altivelis"
"Sebastolobus macrochir","Sebastolobus macrochir"
"Bellator gymnostethus","Bellator gymnostethus"
"Bellator loxias","Bellator loxias"
"Bellator xenisma","Bellator xenisma"
"Prionotus albirostris","Prionotus albirostris"
"Prionotus birostratus","Prionotus birostratus"
"Prionotus horrens","Prionotus horrens"
"Prionotus ruscarius","Prionotus ruscarius"
"Prionotus stephanophrys","Prionotus stephanophrys"
"Prionotus quiescens","Prionotus stephanophrys"
"Anoplopoma fimbria","Anoplopoma fimbria"
"Erilepis zonifer","Erilepis zonifer"
"Oxylebius pictus","Oxylebius pictus"
"Zaniolepis frenata","Zaniolepis frenata"
"Zaniolepis latipinnis","Zaniolepis latipinnis"
"Hexagrammos decagrammus","Hexagrammos decagrammus"
"Hexagrammos lagocephalus","Hexagrammos lagocephalus"
"Hexagrammos superciliosus","Hexagrammos lagocephalus"
"Hexagrammos octogrammus","Hexagrammos octogrammus"
"Pleurogrammus azonus","Pleurogrammus azonus"
"Hexagrammos stelleri","Hexagrammos stelleri"
"Ophiodon elongatus","Ophiodon elongatus"
"Pleurogrammus monopterygius","Pleurogrammus monopterygius"
"Jordania zonope","Jordania zonope"
"Paricelinus hopliticus","Paricelinus hopliticus"
"Scorpaenichthys marmoratus","Scorpaenichthys marmoratus"
"Rhamphocottus richardsonii","Rhamphocottus richardsonii"
"Cottus aleuticus","Cottus aleuticus"
"Cottus asper","Cottus asper"
"Leptocottus armatus","Leptocottus armatus"
"Archistes biseriatus","Archistes biseriatus"
"Archistes plumarius","Archistes plumarius"
"Artediellichthys nigripinnis","Artediellichthys nigripinnis"
"Artediellus atlanticus","Artediellus atlanticus"
"Artediellus camchaticus","Artediellus camchaticus"
"Artediellus gomojunovi","Artediellus gomojunovi"
"Artediellus miacanthus","Artediellus miacanthus"
"Artediellus ochotensis","Artediellus ochotensis"
"Artediellus pacificus","Artediellus pacificus"
"Artediellus scaber","Artediellus scaber"
"Artedius corallinus","Artedius corallinus"
"Artedius fenestralis","Artedius fenestralis"
"Artedius harringtoni","Artedius harringtoni"
"Artedius lateralis","Artedius lateralis"
"Artedius notospilotus","Artedius notospilotus"
"Ascelichthys rhodorus","Ascelichthys rhodorus"
"Asemichthys taylori","Asemichthys taylori"
"Bolinia euryptera","Bolinia euryptera"
"Chitonotus pugetensis","Chitonotus pugetensis"
"Clinocottus acuticeps","Clinocottus acuticeps"
"Clinocottus analis","Clinocottus analis"
"Clinocottus embryum","Clinocottus embryum"
"Clinocottus globiceps","Clinocottus globiceps"
"Clinocottus recalvus","Clinocottus recalvus"
"Cottunculus microps","Cottunculus microps"
"Cottunculus sadko","Cottunculus sadko"
"Dasycottus setiger","Dasycottus setiger"
"Enophrys bison","Enophrys bison"
"Enophrys diceraus","Enophrys diceraus"
"Enophrys lucasi","Enophrys lucasi"
"Enophrys taurina","Enophrys taurina"
"Eurymen gyrinus","Eurymen gyrinus"
"Gymnocanthus detrisus","Gymnocanthus detrisus"
"Gymnocanthus galeatus","Gymnocanthus galeatus"
"Gymnocanthus pistilliger","Gymnocanthus pistilliger"
"Gymnocanthus tricuspis","Gymnocanthus tricuspis"
"Icelinus borealis","Icelinus borealis"
"Icelinus burchami","Icelinus burchami"
"Icelinus cavifrons","Icelinus cavifrons"
"Icelinus filamentosus","Icelinus filamentosus"
"Icelinus fimbriatus","Icelinus fimbriatus"
"Icelinus limbaughi","Icelinus limbaughi"
"Icelinus oculatus","Icelinus oculatus"
"Icelinus quadriseriatus","Icelinus quadriseriatus"
"Icelinus tenuis","Icelinus tenuis"
"Icelus bicornis","Icelus bicornis"
"Icelus canaliculatus","Icelus canaliculatus"
"Icelus euryops","Icelus euryops"
"Icelus spatula","Icelus spatula"
"Icelus spiniger","Icelus spiniger"
"Icelus uncinalis","Icelus uncinalis"
"Leiocottus hirundo","Leiocottus hirundo"
"Malacocottus kincaidi","Malacocottus kincaidi"
"Malacocottus zonurus","Malacocottus zonurus"
"Malacocottus aleuticus","Malacocottus aleuticus"
"Megalocottus platycephalus","Megalocottus platycephalus"
"Microcottus sellaris","Microcottus sellaris"
"Myoxocephalus jaok","Myoxocephalus jaok"
"Myoxocephalus niger","Myoxocephalus niger"
"Myoxocephalus polyacanthocephalus","Myoxocephalus polyacanthocephalus"
"Myoxocephalus ensiger","Myoxocephalus polyacanthocephalus"
"Myoxocephalus quadricornis","Myoxocephalus quadricornis"
"Myoxocephalus scorpioides","Myoxocephalus scorpioides"
"Myoxocephalus scorpius","Myoxocephalus scorpius"
"Boreocottus axillaris","Myoxocephalus scorpioides"
"Myoxocephalus verrucosus","Myoxocephalus scorpius"
"Myoxocephalus stelleri","Myoxocephalus stelleri"
"Oligocottus maculosus","Oligocottus maculosus"
"Oligocottus rimensis","Oligocottus rimensis"
"Oligocottus rubellio","Oligocottus rubellio"
"Oligocottus snyderi","Oligocottus snyderi"
"Orthonopias triacis","Orthonopias triacis"
"Phallocottus obtusus","Phallocottus obtusus"
"Porocottus mednius","Porocottus mednius"
"Porocottus quadrifilis","Porocottus quadrifilis"
"Psychrolutes paradoxus","Psychrolutes paradoxus"
"Psychrolutes phrictus","Psychrolutes phrictus"
"Psychrolutes sigalutes","Psychrolutes sigalutes"
"Radulinus asprellus","Radulinus asprellus"
"Radulinus boleoides","Radulinus boleoides"
"Radulinus vinculus","Radulinus vinculus"
"Rastrinus scutiger","Rastrinus scutiger"
"Stlegicottus xenogrammus","Rastrinus scutiger"
"Ruscarius creaseri","Ruscarius creaseri"
"Artedius creaseri","Ruscarius creaseri"
"Ruscarius meanyi","Ruscarius meanyi"
"Sigmistes caulias","Sigmistes caulias"
"Sigmistes smithi","Sigmistes smithi"
"Stelgistrum beringianum","Stelgistrum beringianum"
"Stelgistrum concinnum","Stelgistrum concinnum"
