"","species","ednafish","mifishlist","npfish","hakaiseinefish"
"1223","Hemiscyllium ocellatum",0,1,0,0
"1224","Hemitilapia oxyrhynchus",0,1,0,0
"1225","Hemitriakis japanica",0,1,0,0
"1226","Hemitrygon bennettii",0,1,0,0
"1227","Henicorhynchus lineatus",0,1,0,0
"1228","Henicorhynchus siamensis",0,1,0,0
"1229","Heniochus diphreutes",0,1,0,0
"1230","Hepsetus odoe",0,1,0,0
"1231","Heptranchias perlo",0,1,0,0
"1232","Herichthys cyanoguttatus",0,1,0,0
"1233","Herwigia kreffti",0,1,0,0
"1234","Herzensteinia microcephalus",0,1,0,0
"1235","Heteroconger hassi",0,1,0,0
"1236","Heterodontus francisci",0,1,1,0
"1237","Heterodontus zebra",0,1,0,0
"1238","Heteromycteris japonicus",0,1,0,0
"1239","Heteropneustes fossilis",0,1,0,0
"1240","Heterotilapia buttikoferi",0,1,0,0
"1241","Heterotis niloticus",0,1,0,0
"1242","Hexanchus griseus",0,1,1,0
"1243","Hexanchus nakamurai",0,1,0,0
"1244","Himantolophus albinares",0,1,0,0
"1245","Himantolophus groenlandicus",0,1,0,0
"1246","Himantura dalyensis",0,1,0,0
"1247","Himantura gerrardi",0,1,0,0
"1248","Himantura microphthalma",0,1,0,0
"1249","Himantura uarnak",0,1,0,0
"1250","Hime japonica",0,1,0,0
"1251","Hiodon alosoides",0,1,0,0
"1252","Hiodon tergisus",0,1,0,0
"1253","Hippocampus abdominalis",0,1,0,0
"1254","Hippocampus barbouri",0,1,0,0
"1255","Hippocampus camelopardalis",0,1,0,0
"1256","Hippocampus capensis",0,1,0,0
"1257","Hippocampus comes",0,1,0,0
"1258","Hippocampus erectus",0,1,1,0
"1259","Hippocampus hippocampus",0,1,0,0
"1260","Hippocampus histrix",0,1,0,0
"1261","Hippocampus ingens",0,1,0,0
"1262","Hippocampus jayakari",0,1,0,0
"1263","Hippocampus kelloggi",0,1,0,0
"1264","Hippocampus kuda",0,1,0,0
"1265","Hippocampus mohnikei",0,1,0,0
"1266","Hippocampus queenslandicus",0,1,0,0
"1267","Hippocampus reidi",0,1,0,0
"1268","Hippocampus sindonis",0,1,0,0
"1269","Hippocampus spinosissimus",0,1,0,0
"1270","Hippocampus trimaculatus",0,1,0,0
"1271","Hippoglossus stenolepis",0,1,1,0
"1272","Hirundichthys rondeletii",0,1,0,0
"1273","Histiopterus typus",0,1,0,0
"1274","Holacanthus africanus",0,1,0,0
"1275","Holacanthus ciliaris",0,1,0,0
"1276","Holacanthus clarionensis",0,1,0,0
"1277","Holacanthus passer",0,1,0,0
"1278","Holacanthus tricolor",0,1,0,0
"1279","Homaloptera confuzona",0,1,0,0
"1280","Homaloptera ocellata",0,1,0,0
"1281","Homaloptera ogilviei",0,1,0,0
"1282","Homaloptera parclitella",0,1,0,0
"1283","Homalopteroides smithi",0,1,0,0
"1284","Homalosoma hainanensis",0,1,0,0
"1285","Homatula berezowskii",0,1,0,0
"1286","Homatula potanini",0,1,0,0
"1287","Homatula variegata",0,1,0,0
"1288","Hongeo koreana",0,1,0,0
"1289","Hoplias intermedius",0,1,0,0
"1290","Hoplichthys gilberti",0,1,0,0
"1291","Hoplolatilus cuniculus",0,1,0,0
"1292","Hoplostethus japonicus",0,1,0,0
"1293","Hoplunnis punctata",0,1,0,0
"1294","Horabagrus brachysoma",0,1,0,0
"1295","Horadandia atukorali",0,1,0,0
"1296","Howella brodiei",0,1,1,0
"1297","Hucho bleekeri",0,1,0,0
"1298","Hucho hucho",0,1,0,0
"1299","Hucho taimen",0,1,0,0
"1300","Huigobio chenhsienensis",0,1,0,0
"1301","Huso dauricus",0,1,0,0
"1302","Huso dauricus x Acipenser schrenckii",0,1,0,0
"1303","Huso huso",0,1,0,0
"1304","Hybognathus nuchalis",0,1,0,0
"1305","Hybopsis lineapunctata",0,1,0,0
"1306","Hydrolagus lemures",0,1,0,0
"1307","Hydrolycus scomberoides",0,1,0,0
"1308","Hypentelium nigricans",0,1,0,0
"1309","Hyperlophus vittatus",0,1,0,0
"1310","Hyperoglyphe japonica",0,1,0,0
"1311","Hypoatherina tsurugae",0,1,0,0
"1312","Hypomesus nipponensis",0,1,0,0
"1313","Hypomesus olidus",0,1,0,0
"1314","Hypophthalmichthys molitrix",0,1,0,0
"1315","Hypophthalmichthys nobilis",0,1,0,0
"1316","Hypophthalmichthys nobilis x Hypophthalmichthys molitrix",0,1,0,0
"1317","Hypoplectrus gemma",0,1,0,0
"1318","Hypoptopoma incognitum",0,1,0,0
"1319","Hypoptychus dybowskii",0,1,0,0
"1320","Hyporhamphus dussumieri",0,1,0,0
"1321","Hyporhamphus intermedius",0,1,0,0
"1322","Hyporhamphus limbatus",0,1,0,0
"1323","Hyporhamphus quoyi",0,1,0,0
"1324","Hyporhamphus sajori",0,1,0,0
"1325","Hyporthodus octofasciatus",0,1,0,0
"1326","Hyporthodus septemfasciatus",0,1,0,0
"1327","Hypostomus francisci",0,1,0,0
"1328","Hypostomus plecostomus",0,1,0,0
"1329","Hypselecara temporalis",0,1,0,0
"1330","Hypseleotris klunzingeri",0,1,0,0
"1331","Hypselobarbus jerdoni",0,1,0,0
"1332","Hypselobarbus pulchellus",0,1,0,0
"1333","Hypselobarbus thomassi",0,1,0,0
"1334","Hypsibarbus salweenensis",0,1,0,0
"1335","Hypsibarbus vernayi",0,1,0,0
"1336","Iberochondrostoma lemmingii",0,1,0,0
"1337","Icelus spatula",0,1,1,0
"1338","Icelus toyamensis",0,1,0,0
"1339","Ichthyborus sp. NM-2010",0,1,0,0
"1340","Ichthyoelephas longirostris",0,1,0,0
"1341","Ichthyomyzon fossor",0,1,0,0
"1342","Ichthyomyzon gagei",0,1,0,0
"1343","Ichthyomyzon unicuspis",0,1,0,0
"1344","Ictalurus cf. pricei USON-01115-1",0,1,0,0
"1345","Ictalurus cf. pricei USON-01120-1",0,1,0,0
"1346","Ictalurus furcatus",0,1,0,0
"1347","Ictalurus pricei",0,1,0,0
"1348","Ictalurus punctatus",0,1,0,0
"1349","Ictiobus bubalus",0,1,0,0
"1350","Ictiobus cyprinellus",0,1,0,0
"1351","Ijimaia dofleini",0,1,0,0
"1352","Iksookimia koreensis",0,1,0,0
"1353","Iksookimia longicorpa",0,1,0,0
"1354","Iksookimia yongdokensis",0,1,0,0
"1355","Ilisha africana",0,1,0,0
"1356","Ilisha elongata",0,1,0,0
"1357","Ilyophis brunneus",0,1,0,0
"1358","Incisilabeo behri",0,1,0,0
"1359","Indostomus paradoxus",0,1,0,0
"1360","Iriatherina werneri",0,1,0,0
"1361","Ischikauia steenackeri",0,1,0,0
"1362","Iso hawaiiensis",0,1,0,0
"1363","Istiompax indica",0,1,0,0
"1364","Istiophorus albicans",0,1,0,0
"1365","Istiophorus platypterus",0,1,0,0
"1366","Isurus oxyrinchus",0,1,1,0
"1367","Isurus paucus",0,1,0,0
"1368","Jaydia lineata",0,1,0,0
"1369","Jenkinsia lamprotaenia",0,1,0,0
"1370","Jenkinsia sp. CL54",0,1,0,0
"1371","Jinshaia abbreviata",0,1,0,0
"1372","Jinshaia sinensis",0,1,0,0
"1373","Johnius belangerii",0,1,0,0
"1374","Johnius borneensis",0,1,0,0
"1375","Johnius carouna",0,1,0,0
"1376","Johnius grypotus",0,1,0,0
"1377","Jordanella floridae",0,1,0,0
"1378","Kajikia albida",0,1,0,0
"1379","Kajikia audax",0,1,1,0
"1380","Kali indica",0,1,1,0
"1381","Kareius bicoloratus",0,1,0,0
"1382","Katsuwonus pelamis",0,1,1,0
"1383","Kaupichthys hyoproroides",0,1,0,0
"1384","Kentrocapros aculeatus",0,1,0,0
"1385","Kichulchoia multifasciata",0,1,0,0
"1386","Kneria sp. SL-2004",0,1,0,0
"1387","Konia dikume",0,1,0,0
"1388","Konosirus punctatus",0,1,0,0
"1389","Koreocobitis naktongensis",0,1,0,0
"1390","Koreocobitis rotundicaudata",0,1,0,0
"1391","Kottelatlimia pristes",0,1,0,0
"1392","Kraemeria cunicularia",0,1,0,0
"1393","Krobia guianensis",0,1,0,0
"1394","Kryptolebias hermaphroditus",0,1,0,0
"1395","Kryptolebias marmoratus",0,1,0,0
"1396","Kryptopterus bicirrhis",0,1,0,0
"1397","Kryptopterus vitreolus",0,1,0,0
"1398","Kuhlia mugil",0,1,0,0
"1399","Kurtus gulliveri",0,1,0,0
"1400","Kyphosus cinerascens",0,1,0,0
"1401","Labeo altivelis",0,1,0,0
"1402","Labeo angra",0,1,0,0
"1403","Labeo bata",0,1,0,0
"1404","Labeo batesii",0,1,0,0
"1405","Labeo boggut",0,1,0,0
"1406","Labeo calbasu",0,1,0,0
"1407","Labeo catla",0,1,0,0
"1408","Labeo chrysophekadion",0,1,0,0
"1409","Labeo coubie",0,1,0,0
"1410","Labeo cyclorhynchus",0,1,0,0
"1411","Labeo cylindricus",0,1,0,0
"1412","Labeo dussumieri",0,1,0,0
"1413","Labeo fimbriatus",0,1,0,0
"1414","Labeo gonius",0,1,0,0
"1415","Labeo lineatus",0,1,0,0
"1416","Labeo nasus",0,1,0,0
"1417","Labeo pangusia",0,1,0,0
"1418","Labeo pierrei",0,1,0,0
"1419","Labeo rohita",0,1,0,0
"1420","Labeo senegalensis",0,1,0,0
"1421","Labeobarbus intermedius",0,1,0,0
"1422","Labichthys carinatus",0,1,0,0
"1423","Labiobarbus leptocheilus",0,1,0,0
"1424","Labiobarbus lineatus",0,1,0,0
"1425","Labiobarbus ocellatus",0,1,0,0
"1426","Labiobarbus spilopleura",0,1,0,0
"1427","Labracinus cyclophthalmus",0,1,0,0
"1428","Labracoglossa argenteiventris",0,1,0,0
"1429","Lactarius lactarius",0,1,0,0
"1430","Lactoria diaphana",0,1,0,0
"1431","Ladislavia taczanowskii",0,1,0,0
"1432","Laeops lanceolata",0,1,0,0
"1433","Lagocephalus inermis",0,1,0,0
"1434","Lagocephalus laevigatus",0,1,0,0
"1435","Lagocephalus lagocephalus",0,1,0,0
"1436","Lagocephalus lunaris",0,1,0,0
"1437","Lagocephalus sceleratus",0,1,0,0
"1438","Lagocephalus spadiceus",0,1,0,0
"1439","Lagocephalus suezensis",0,1,0,0
"1440","Lagocephalus wheeleri",0,1,0,0
"1441","Lamiopsis temminckii",0,1,0,0
"1442","Lamiopsis tephrodes",0,1,0,0
"1443","Lamna ditropis",0,1,1,0
"1444","Lamna nasus",0,1,0,0
"1445","Lampadena atlantica",0,1,0,0
"1446","Lampetra aepyptera",0,1,0,0
"1447","Lampetra appendix",0,1,0,0
"1448","Lampetra fluviatilis",0,1,0,0
"1449","Lampris guttatus",0,1,1,0
"1450","Lamprogrammus niger",0,1,1,0
"1451","Larimichthys crocea",0,1,0,0
"1452","Larimichthys polyactis",0,1,0,0
"1453","Lateolabrax japonicus",0,1,0,0
"1454","Lateolabrax latus",0,1,0,0
"1455","Lateolabrax maculatus",0,1,0,0
"1456","Lates calcarifer",0,1,0,0
"1457","Lates japonicus",0,1,0,0
"1458","Lates niloticus",0,1,0,0
"1459","Latimeria chalumnae",0,1,0,0
"1460","Latimeria menadoensis",0,1,0,0
"1461","Lavinia exilicauda",0,1,0,0
"1462","Lebiasina astrigata",0,1,0,0
"1463","Lefua costata",0,1,0,0
"1464","Lefua echigonia",0,1,0,0
"1465","Lefua nikkonis",0,1,0,0
"1466","Leiocassis longirostris",0,1,0,0
"1467","Leiocassis longirostris x Tachysurus fulvidraco",0,1,0,0
"1468","Leiodon cutcutia",0,1,0,0
"1469","Leiopotherapon unicolor",0,1,0,0
"1470","Lepidoblepharon ophthalmolepis",0,1,0,0
"1471","Lepidocephalichthys guntea",0,1,0,0
"1472","Lepidocephalichthys micropogon",0,1,0,0
"1473","Lepidocephalus macrochir",0,1,0,0
"1474","Lepidosiren paradoxa",0,1,0,0
"1475","Lepidotrigla kanagashira",0,1,0,0
"1476","Lepidotrigla microptera",0,1,0,0
"1477","Lepisosteus oculatus",0,1,0,0
"1478","Lepisosteus osseus",0,1,0,0
"1479","Lepisosteus platyrhincus",0,1,0,0
"1480","Lepomis auritus",0,1,0,0
"1481","Lepomis cyanellus",0,1,0,0
"1482","Lepomis gibbosus",0,1,1,0
"1483","Lepomis macrochirus",0,1,1,0
"1484","Lepomis punctatus",0,1,0,0
"1485","Leptobarbus hoevenii",0,1,0,0
"1486","Leptobotia elongata",0,1,0,0
"1487","Leptobotia mantschurica",0,1,0,0
"1488","Leptobotia microphthalma",0,1,0,0
"1489","Leptobotia pellegrini",0,1,0,0
"1490","Leptobotia rubrilabris",0,1,0,0
"1491","Leptobotia taeniops",0,1,0,0
"1492","Leptocephalus sp. 'type II larva'",0,1,0,0
"1493","Leptochilichthys agassizii",0,1,1,0
"1494","Leptoderma lubricum",0,1,0,0
"1495","Leptoderma macrophthalmum",0,1,0,0
"1496","Leptoderma retropinna",0,1,0,0
"1497","Lepturichthys fimbriata",0,1,0,0
"1498","Lethenteron camtschaticum",0,1,1,0
"1499","Lethenteron reissneri",0,1,0,0
"1500","Lethrinops lethrinus",0,1,0,0
"1501","Lethrinus laticaudis",0,1,0,0
"1502","Lethrinus obsoletus",0,1,0,0
"1503","Leucaspius delineatus",0,1,0,0
"1504","Leuciscus baicalensis",0,1,0,0
"1505","Leuciscus burdigalensis",0,1,0,0
"1506","Leuciscus oxyrrhis",0,1,0,0
"1507","Leuciscus waleckii",0,1,0,0
"1508","Leucoraja circularis",0,1,0,0
"1509","Leucoraja erinacea",0,1,1,0
"1510","Leucoraja naevus",0,1,0,0
"1511","Leuresthes tenuis",0,1,0,0
"1512","Liachirus melanospilos",0,1,0,0
"1513","Limanda aspera",0,1,1,0
"1514","Liobagrus andersoni",0,1,0,0
"1515","Liobagrus anguillicauda",0,1,0,0
"1516","Liobagrus kingi",0,1,0,0
"1517","Liobagrus marginatoides",0,1,0,0
"1518","Liobagrus marginatus",0,1,0,0
"1519","Liobagrus mediadiposalis",0,1,0,0
"1520","Liobagrus nigricauda",0,1,0,0
"1521","Liobagrus obesus",0,1,0,0
"1522","Liobagrus styani",0,1,0,0
"1523","Lipolagus ochotensis",0,1,1,0
"1524","Liza carinata",0,1,0,0
"1525","Lobocheilos melanotaenia",0,1,0,0
"1526","Lobotes surinamensis",0,1,0,0
"1527","Lophiodes caulinaris",0,1,0,0
"1528","Lophiogobius ocellicauda",0,1,0,0
"1529","Lophiomus setigerus",0,1,0,0
"1530","Lophiosilurus alexandri",0,1,0,0
"1531","Lophius americanus",0,1,0,0
"1532","Lophius litulon",0,1,0,0
"1533","Lophius piscatorius",0,1,0,0
"1534","Lophonectes gallus",0,1,0,0
"1535","Lota lota",0,1,1,0
"1536","Lovettia sealii",0,1,0,0
"1537","Loxodon macrorhinus",0,1,0,0
"1538","Luciobarbus capito",0,1,0,0
"1539","Luciobarbus sclateri",0,1,0,0
"1540","Luciocyprinus striolatus",0,1,0,0
"1541","Luciogobius elongatus",0,1,0,0
"1542","Luciogobius grandis",0,1,0,0
"1543","Luciogobius pallidus",0,1,0,0
"1544","Luciogobius platycephalus",0,1,0,0
"1545","Luciosoma bleekeri",0,1,0,0
"1546","Lutjanus argentimaculatus",0,1,0,0
"1547","Lutjanus bengalensis",0,1,0,0
"1548","Lutjanus carponotatus",0,1,0,0
"1549","Lutjanus erythropterus",0,1,0,0
"1550","Lutjanus fulviflamma",0,1,0,0
"1551","Lutjanus johnii",0,1,0,0
"1552","Lutjanus kasmira",0,1,0,0
"1553","Lutjanus malabaricus",0,1,0,0
"1554","Lutjanus peru",0,1,0,0
"1555","Lutjanus rivulatus",0,1,0,0
"1556","Lutjanus russellii",0,1,0,0
"1557","Lutjanus sebae",0,1,0,0
"1558","Lutjanus vitta",0,1,0,0
"1559","Luvarus imperialis",0,1,1,0
"1560","Luxilus chrysocephalus",0,1,0,0
"1561","Luxilus cornutus",0,1,0,0
"1562","Lycengraulis grossidens",0,1,0,0
"1563","Lycodes tanakae",0,1,0,0
"1564","Lycodes ygreknotatus",0,1,0,0
"1565","Lycothrissa crocodilus",0,1,0,0
"1566","Lythrurus ardens",0,1,0,0
"1567","Lythrurus fumeus",0,1,0,0
"1568","Lythrurus lirus",0,1,0,0
"1569","Lythrurus umbratilis",0,1,0,0
"1570","Maccullochella ikei",0,1,0,0
"1571","Maccullochella macquariensis",0,1,0,0
"1572","Maccullochella mariensis",0,1,0,0
"1573","Maccullochella peelii",0,1,0,0
"1574","Macquaria ambigua",0,1,0,0
"1575","Macquaria australasica",0,1,0,0
"1576","Macrhybopsis hyostoma",0,1,0,0
"1577","Macrhybopsis meeki",0,1,0,0
"1578","Macrhybopsis storeriana",0,1,0,0
"1579","Macrochirichthys macrochirus",0,1,0,0
"1580","Macrognathus aculeatus",0,1,0,0
"1581","Macrognathus pancalus",0,1,0,0
"1582","Macropharyngodon negrosensis",0,1,0,0
"1583","Macropodus chinensis",0,1,0,0
"1584","Macropodus erythropterus",0,1,0,0
"1585","Macropodus ocellatus",0,1,0,0
"1586","Macropodus opercularis",0,1,0,0
"1587","Macroramphosus scolopax",0,1,0,0
"1588","Macrorhamphosodes uradoi",0,1,0,0
"1589","Makaira mazara",0,1,0,0
"1590","Makaira nigricans",0,1,1,0
"1591","Malapterurus electricus",0,1,0,0
"1592","Mallotus villosus",0,1,1,0
"1593","Marcusenius senegalensis",0,1,0,0
"1594","Marilyna darwinii",0,1,0,0
"1595","Mastacembelus armatus",0,1,0,0
"1596","Mastacembelus erythrotaenia",0,1,0,0
"1597","Mastacembelus favus",0,1,0,0
"1598","Masturus lanceolatus",0,1,0,0
"1599","Maulisia mauli",0,1,0,0
"1600","Maylandia zebra",0,1,0,0
"1601","Meda fulgida",0,1,0,0
"1602","Megachasma pelagios",0,1,0,0
"1603","Megalaspis cordyla",0,1,0,0
"1604","Megaleporinus elongatus",0,1,0,0
"1605","Megaleporinus obtusidens",0,1,0,0
"1606","Megaleporinus piavussu",0,1,0,0
"1607","Megalobrama amblycephala",0,1,0,0
"1608","Megalobrama amblycephala x (Megalobrama amblycephala x Megalobrama terminalis)",0,1,0,0
"1609","Megalobrama amblycephala x (Megalobrama amblycephala x Parabramis pekinensis)",0,1,0,0
"1610","Megalobrama amblycephala x Ancherythroculter nigrocauda",0,1,0,0
"1611","Megalobrama amblycephala x Megalobrama hoffmanni",0,1,0,0
"1612","Megalobrama amblycephala x Megalobrama pellegrini",0,1,0,0
"1613","Megalobrama amblycephala x Megalobrama skolkovii",0,1,0,0
"1614","Megalobrama amblycephala x Parabramis pekinensis",0,1,0,0
"1615","Megalobrama pellegrini",0,1,0,0
"1616","Megalobrama skolkovii",0,1,0,0
"1617","Megalobrama skolokovii x Megalobrama amblycephala",0,1,0,0
"1618","Megalobrama terminalis",0,1,0,0
"1619","Megalobrama terminalis x Megalobrama amblycephala",0,1,0,0
"1620","Megalops atlanticus",0,1,0,0
"1621","Megalops cyprinoides",0,1,0,0
"1622","Melanocetus johnsonii",0,1,1,0
"1623","Melanocetus murrayi",0,1,0,0
"1624","Melanogrammus aeglefinus",0,1,0,0
"1625","Melanotaenia australis",0,1,0,0
"1626","Melanotaenia boesemani",0,1,0,0
"1627","Melanotaenia lacustris",0,1,0,0
"1628","Melanotaenia parkinsoni",0,1,0,0
"1629","Melanotaenia praecox",0,1,0,0
"1630","Melanotaenia splendida",0,1,0,0
"1631","Melichthys vidua",0,1,0,0
"1632","Mene maculata",0,1,0,0
"1633","Menidia menidia",0,1,0,0
"1634","Merlangius merlangus",0,1,0,0
"1635","Merluccius merluccius",0,1,0,0
"1636","Mesocottus haitej",0,1,0,0
"1637","Mesonoemacheilus triangularis",0,1,0,0
"1638","Metahomaloptera omeiensis",0,1,0,0
"1639","Metynnis hypsauchen",0,1,0,0
"1640","Metzia formosae",0,1,0,0
"1641","Metzia lineata",0,1,0,0
"1642","Metzia longinasus",0,1,0,0
"1643","Metzia mesembrinum",0,1,0,0
"1644","Meuschenia hippocrepis",0,1,0,0
"1645","Micralestes sp. NM-2010",0,1,0,0
"1646","Microcanthus strigatus",0,1,0,0
"1647","Microdevario kubotai",0,1,0,0
"1648","Microdevario nana",0,1,0,0
"1649","Micromesistius poutassou",0,1,0,0
"1650","Micronemacheilus cruciatus",0,1,0,0
"1651","Micropercops swinhonis",0,1,0,0
"1652","Microphysogobio alticorpus",0,1,0,0
"1653","Microphysogobio amurensis",0,1,0,0
"1654","Microphysogobio brevirostris",0,1,0,0
"1655","Microphysogobio fukiensis",0,1,0,0
"1656","Microphysogobio jeoni",0,1,0,0
"1657","Microphysogobio kiatingensis",0,1,0,0
"1658","Microphysogobio koreensis",0,1,0,0
"1659","Microphysogobio liaohensis",0,1,0,0
"1660","Microphysogobio longidorsalis",0,1,0,0
"1661","Microphysogobio rapidus",0,1,0,0
"1662","Microphysogobio sp. XZ-2015",0,1,0,0
"1663","Microphysogobio tafangensis",0,1,0,0
"1664","Microphysogobio yaluensis",0,1,0,0
"1665","Micropterus dolomieu",0,1,0,0
"1666","Micropterus floridanus",0,1,0,0
"1667","Micropterus salmoides",0,1,1,0
"1668","Microthrissa congica",0,1,0,0
"1669","Microthrissa royauxi",0,1,0,0
"1670","Miichthys miiuy",0,1,0,0
"1671","Mikrogeophagus ramirezi",0,1,0,0
"1672","Minimugil cascasia",0,1,0,0
"1673","Minytrema melanops",0,1,0,0
"1674","Misgurnus anguillicaudatus",0,1,0,0
"1675","Misgurnus anguillicaudatus x Misgurnus bipartitus",0,1,0,0
"1676","Misgurnus anguillicaudatus x Paramisgurnus dabryanus",0,1,0,0
"1677","Misgurnus bipartitus",0,1,0,0
"1678","Misgurnus mizolepis",0,1,0,0
"1679","Misgurnus mohoity",0,1,0,0
"1680","Misgurnus nikolskyi",0,1,0,0
"1681","Mitsukurina owstoni",0,1,0,0
"1682","Mobula eregoodootenkee",0,1,0,0
"1683","Mobula japanica",0,1,0,0
"1684","Mobula tarapacana",0,1,0,0
"1685","Mobula thurstoni",0,1,0,0
"1686","Mogurnda adspersa",0,1,0,0
"1687","Mola mola",0,1,1,0
"1688","Monacanthus chinensis",0,1,0,0
"1689","Monacoa grimaldii",0,1,0,0
"1690","Monocentris japonicus",0,1,0,0
"1691","Monodactylus argenteus",0,1,0,0
"1692","Monopterus albus",0,1,0,0
"1693","Monotaxis grandoculis",0,1,0,0
"1694","Monotrete cochinchinensis",0,1,0,0
"1695","Monotrete leiurus",0,1,0,0
"1696","Moolgarda cunnesius",0,1,0,0
"1697","Moringua edwardsi",0,1,0,0
"1698","Moringua microchir",0,1,0,0
"1699","Morone americana",0,1,0,0
"1700","Morone saxatilis",0,1,1,0
"1701","Moxostoma congestum",0,1,0,0
"1702","Moxostoma poecilurum",0,1,0,0
"1703","Mugil cephalus",0,1,0,0
"1704","Mugil curema",0,1,0,0
"1705","Mugilogobius abei",0,1,0,0
"1706","Mugilogobius chulae",0,1,0,0
"1707","Mugilogobius myxodermus",0,1,0,0
"1708","Mulloidichthys vanicolensis",0,1,0,0
"1709","Muraenesox bagio",0,1,0,0
"1710","Mustelus griseus",0,1,0,0
"1711","Mustelus manazo",0,1,0,0
"1712","Mustelus mustelus",0,1,0,0
"1713","Myaka myaka",0,1,0,0
"1714","Myctophum affine",0,1,0,0
"1715","Myleus cf. schomburgkii XL-2018",0,1,0,0
"1716","Myleus sp. NM-2010",0,1,0,0
"1717","Mylocheilus caurinus",0,1,1,0
"1718","Mylochromis lateristriga",0,1,0,0
"1719","Mylopharyngodon piceus",0,1,0,0
"1720","Myloplus rubripinnis",0,1,0,0
"1721","Myomyrus macrops",0,1,0,0
"1722","Myoxocephalus scorpius",0,1,1,0
"1723","Myrichthys maculosus",0,1,0,0
"1724","Myripristis berndti",0,1,0,0
"1725","Myroconger compressus",0,1,0,0
"1726","Mystacoleucus marginatus",0,1,0,0
"1727","Mystus cavasius",0,1,0,0
"1728","Mystus rhegma",0,1,0,0
"1729","Mystus vittatus",0,1,0,0
"1730","Myxine glutinosa",0,1,0,0
"1731","Myxocyprinus asiaticus",0,1,0,0
"1732","Nannacara anomala",0,1,0,0
"1733","Nannoperca australis",0,1,0,0
"1734","Nannoperca obscura",0,1,0,0
"1735","Nannoperca variegata",0,1,0,0
"1736","Nansenia ardesiaca",0,1,0,0
"1737","Narcetes erimelas",0,1,0,0
"1738","Narcetes stomias",0,1,1,0
"1739","Narcine bancroftii",0,1,0,0
"1740","Narcine brasiliensis",0,1,0,0
"1741","Narcine entemedor",0,1,0,0
"1742","Naso lopezi",0,1,0,0
"1743","natural gynogenetic Carassius auratus red var.",0,1,0,0
"1744","Nebrius ferrugineus",0,1,0,0
"1745","Nelusetta ayraudi",0,1,0,0
"1746","Nemacheilus pallidus",0,1,0,0
"1747","Nemachilichthys rueppelli",0,1,0,0
"1748","Nematalosa come",0,1,0,0
"1749","Nematalosa erebi",0,1,0,0
"1750","Nematalosa japonica",0,1,0,0
"1751","Nematalosa nasus",0,1,0,0
"1752","Nemateleotris decora",0,1,0,0
"1753","Nemichthys scolopaceus",0,1,1,0
"1754","Nemipterus bathybius",0,1,0,0
"1755","Nemipterus japonicus",0,1,0,0
"1756","Nemipterus virgatus",0,1,0,0
"1757","Neoachiropsetta milfordi",0,1,0,0
"1758","Neoceratias spinifer",0,1,0,0
"1759","Neoceratodus forsteri",0,1,0,0
"1760","Neocyema erythrosoma",0,1,0,0
"1761","Neocyttus rhomboidalis",0,1,0,0
"1762","Neohomaloptera johorensis",0,1,0,0
"1763","Neolamprologus brichardi",0,1,0,0
"1764","Neolissochilus hexagonolepis",0,1,0,0
"1765","Neolissochilus stracheyi",0,1,0,0
"1766","Neosalanx taihuensis",0,1,0,0
"1767","Neosalanx tangkahkeii",0,1,0,0
"1768","Neoscopelus macrolepidotus",0,1,1,0
"1769","Neoscopelus microchir",0,1,0,0
"1770","Neosynchiropus moyeri",0,1,0,0
"1771","Neotrygon kuhlii",0,1,0,0
"1772","Nesiarchus nasutus",0,1,0,0
"1773","Nessorhamphus ingolfianus",0,1,0,0
"1774","Nettastoma parviceps",0,1,0,0
"1775","Netuma thalassina",0,1,0,0
"1776","Nibea albiflora",0,1,0,0
"1777","Nibea coibor",0,1,0,0
"1778","Nibea miichthioides",0,1,0,0
"1779","Nibea mitsukurii",0,1,0,0
"1780","Nicholsicypris normalis",0,1,0,0
"1781","Nimbapanchax leucopterygius",0,1,0,0
"1782","Nimbapanchax petersi",0,1,0,0
"1783","Nimbochromis linni",0,1,0,0
"1784","Nipponocypris koreanus",0,1,0,0
"1785","Nipponocypris sieboldii",0,1,0,0
"1786","Nipponocypris temminckii",0,1,0,0
"1787","Niwaella delicata",0,1,0,0
"1788","Nocomis asper",0,1,0,0
"1789","Nocomis biguttatus",0,1,0,0
"1790","Nocomis micropogon",0,1,0,0
"1791","Normichthys operosus",0,1,0,0
"1792","Notacanthus chemnitzii",0,1,1,0
"1793","Notemigonus crysoleucas",0,1,0,0
"1794","Nothobranchius foerschi",0,1,0,0
"1795","Nothobranchius furzeri",0,1,0,0
"1796","Nothobranchius kafuensis",0,1,0,0
"1797","Nothobranchius kuhntae",0,1,0,0
"1798","Nothobranchius ocellatus",0,1,0,0
"1799","Nothobranchius thierryi",0,1,0,0
"1800","Nothobranchius virgatus",0,1,0,0
"1801","Nothobranchius vosseleri",0,1,0,0
"1802","Notopterus notopterus",0,1,0,0
"1803","Notoraja tobitukai",0,1,0,0
"1804","Notorynchus cepedianus",0,1,1,0
"1805","Notothenia coriiceps",0,1,0,0
"1806","Notropis atherinoides",0,1,0,0
"1807","Notropis bifrenatus",0,1,0,0
"1808","Notropis chalybaeus",0,1,0,0
"1809","Notropis chrosomus",0,1,0,0
"1810","Notropis heterolepis",0,1,0,0
"1811","Notropis hudsonius",0,1,0,0
"1812","Notropis imeldae",0,1,0,0
"1813","Notropis stramineus",0,1,0,0
