Sample ID,Field ID,Museum ID,Institution Storing,Project Code,Process ID,Sample ID,Field ID,BIN,Catalog Num,tufA Seq. Length,PSBA Seq. Length,COI-5P Seq. Length,COI-5P Trace Count,ITS Seq. Length,28S Seq. Length,rbcL Seq. Length,18S Seq. Length,Image Count,Barcode Compliant,Collection Date,Identification,Institution,Notes,Phylum,Class,Order,Family,Subfamily,Genus,Species,Identifier,Identifier Email,Identification Method,Taxonomy Notes,Collectors,Collection Date,Country/Ocean,State/Province,Region,Sector,Exact Site,Lat,Lon,Elev,Depth,Elevation Precision,Depth Precision,GPS Source,Coordinate Accuracy,Event Time,Collection Date Accuracy,Habitat,Sampling Protocol,Collection Notes,Site Code,Collection Event ID
BHAK-11718,MAW0443,BHAK-11718,Hakai Institute,BHAK,BHAK2093-19,BHAK-11718,MAW0443,BOLD:AAJ6192,BHAK-11718,0[n],0[n],655[0n],2,0[n],0[n],0[n],0[n],4,Yes,15-Jan-2019,Crepidula,Hakai Institute,,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,,Crepidula,,Matt Whalen,matt.whalen@hakai.org,morphology,,Matt Whalen,15-Jan-2019,Canada,British Columbia,Central Coast,Calvert Island,North Beach,51.6675,-128.14,,6,,,,,,,"rocky reef, Nereocystis luetkeana forest",artifical settlement device,brush; bottom; outside,,
BHAK107,BHAK107,Mollusca-511294,Florida Museum of Natural History,BHAK,BHAK618-18,BHAK107,BHAK107,BOLD:AAJ6192,Mollusca-511294,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,22-Jul-2017,Crepidula,Florida Museum of Natural History,,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,,Crepidula,,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Gustav Paulay,22-Jul-2017,Canada,British Columbia,Central Coast,Calvert Island,North Beach,51.6647,-128.135,,,,,,,morning,,boulder field,hand collected,low intertidal,IHAK02,
BHAK2013,BHAK2013,Mollusca-511614,Florida Museum of Natural History,BHAK,BHAK397-17,BHAK2013,BHAK2013,BOLD:AAF2329,Mollusca-511614,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,01-Aug-2017,Crepipatella dorsata,Florida Museum of Natural History,,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,,Crepipatella,Crepipatella dorsata,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Gustav Paulay,01-Aug-2017,Canada,British Columbia,Central Coast,Triquet Island,,51.806,-128.258,,8,,,IPAD (collector),,,,Boulder Field,hand collected by SCUBA,Triquet Island Macro site,IHAK31,
BHAK2011,BHAK2011,Mollusca-511613,Florida Museum of Natural History,BHAK,BHAK396-17,BHAK2011,BHAK2011,BOLD:AAF2329,Mollusca-511613,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,01-Aug-2017,Crepipatella dorsata,Florida Museum of Natural History,,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,,Crepipatella,Crepipatella dorsata,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Gustav Paulay,01-Aug-2017,Canada,British Columbia,Central Coast,Triquet Island,,51.806,-128.258,,8,,,IPAD (collector),,,,Boulder Field,hand collected by SCUBA,Triquet Island Macro site,IHAK31,
BHAK-10988,BHAK-10988,BHAK-10988,Hakai Institute,QHAK,QHAK195-20,BHAK-10988,BHAK-10988,BOLD:AAF2329,BHAK-10988,0[n],0[n],565[0n],,0[n],0[n],0[n],0[n],1,No,08-Jun-2020,Crepipatella lingulata,Hakai Institute,,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,,Crepipatella,Crepipatella lingulata,Bryn Fedje,,,,Hakai Institute,08-Jun-2020,Canada,British Columbia,Discovery Islands,Quadra Island,Hyacinthe Bay,50.117,-125.223,,,,,,,,,Planktonic,Plankton Net,,QU38,
BHAK1614,BHAK1614,Mollusca-511568,Florida Museum of Natural History,BHAK,BHAK257-17,BHAK1614,BHAK1614,BOLD:ABA6567,Mollusca-511568,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,30-Jul-2017,Trichotropis cancellata,Florida Museum of Natural History,,Mollusca,Gastropoda,Littorinimorpha,Capulidae,,Trichotropis,Trichotropis cancellata,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Derek VanMaanen,30-Jul-2017,Canada,British Columbia,Central Coast,Hakai Pass,Meay Channel,51.7436,-128.071,,10,,5,iPad (Collector),,,,rock scarp/wall,hand collected by SCUBA,"urchin barren, biotic habitat=coralline algae",IHAK22,
BHAK3020,BHAK3020,Mollusca-521638,Florida Museum of Natural History,BHAK,BHAK454-17,BHAK3020,BHAK3020,BOLD:ACM2773,Mollusca-521638,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,05-Aug-2017,Amamibalcis comoxensis,Florida Museum of Natural History,,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,,Amamibalcis,Amamibalcis comoxensis,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Hakai Institute,05-Aug-2017,Canada,British Columbia,Central Coast,Hecate Island,Kelpie Point,51.734,-127.997,,5,,,iPad (collector),,,,Rock Outcrop,"Hand collecting, SCUBA","Kelpie Point ARMS, biotic habitat = Coraline algae",XHAK09,
BHAK-11907,MAW0028,BHAK-11907,Hakai Institute,BHAK,BHAK2042-19,BHAK-11907,MAW0028,,BHAK-11907,0[n],0[n],391[1n],2,0[n],0[n],0[n],0[n],17,No,24-May-2018,Balcis,Hakai Institute,,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,,Balcis,,Matt Whalen,matt.whalen@hakai.org,morphology,,Matt Whalen,24-May-2018,Canada,British Columbia,Central Coast,Choked Pass,Transect E3,51.6749,-128.124,,7,,2.5,,,,,seagrass bed,artifical settlement device,scrubby; edge,,
BHAK3213,BHAK3213,BHAK3213,Florida Museum of Natural History,BHAK,BHAK434-17,BHAK3213,BHAK3213,BOLD:ACM2773,BHAK3213,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,07-Aug-2017,Melanella columbiana,Florida Museum of Natural History,on Cucumaria miniata at 5m,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,,Melanella,Melanella columbiana,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Gustav Paulay,07-Aug-2017,Canada,British Columbia,Central Coast,Rattenbury Island,Rattenbury Pinnacle,51.691,-128.08,,13,,8,iPad (collector),,,,subtidal pinnacle,"Hand collecting, SCUBA",,IHAK60,
BHAK1012,BHAK1012,Mollusca-511483,Florida Museum of Natural History,BHAK,BHAK245-17,BHAK1012,BHAK1012,BOLD:ACM2773,Mollusca-511483,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,29-Jul-2017,Melanella columbiana,Florida Museum of Natural History,On BHAK1011,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,,Melanella,Melanella columbiana,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,"Daisuke Ueno, Amanda Bemis",29-Jul-2017,Canada,British Columbia,Central Coast,Calvert Island,West Beach,51.6527,-128.142,,5,,,iPad (Collector),,,,sandy beach,Hand collecting by snorkelling,"South end of West Beach, biotic habitat = benthic macroalgae",IHAK17C,
BHAK-06480,BHAK-6480,,Hakai Institute,BHAK,BHAK2669-20,BHAK-06480,BHAK-6480,BOLD:AEE3449,,0[n],0[n],561[0n],2,0[n],0[n],0[n],0[n],2,Yes,24-Jun-2018,Melanella micans,Hakai Institute,,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,,Melanella,Melanella micans,Sarah Steinerstauch,,,,Hakai Institute,24-Jun-2018,Canada,British Columbia,Central Coast,Calvert Island,Meiofauna Station 21,51.652,-127.967,,20,,,,,,,,Niskin,,,EHAK28
BHAK3437,BHAK3437,BHAK3437,Florida Museum of Natural History,BHAK,BHAK422-17,BHAK3437,BHAK3437,BOLD:ADL0197,BHAK3437,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,07-Aug-2017,Melanella,Florida Museum of Natural History,ex Apostichopus californicus,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,,Melanella,,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Aaron Galloway,07-Aug-2017,Canada,British Columbia,Central Coast,Rattenbury Island,,51.701,-128.074,,8,,4,iPad (collector),,,,Rock Substrate,"Hand collecting, SCUBA",Rattenbury ARMS site,IHAK62,
BHAK2369,BHAK2369,Mollusca-521596,Florida Museum of Natural History,BHAK,BHAK360-17,BHAK2369,BHAK2369,BOLD:ADL0197,Mollusca-521596,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,03-Aug-2017,Eulimidae,Florida Museum of Natural History,,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,,,,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Gustav Paulay,03-Aug-2017,Canada,British Columbia,Central Coast,Choked Pass,Starfish Island,51.68,-128.127,,18,,,IPAD (collector),,,,rocky outcrop,hand collected by SCUBA,biotic habitat=benthic macroalgae,IHAK42,
BHAK-11585,MAW0281,BHAK-11585,Hakai Institute,BHAK,BHAK2069-19,BHAK-11585,MAW0281,BOLD:ADM2056,BHAK-11585,0[n],0[n],655[0n],2,0[n],0[n],0[n],0[n],2,Yes,15-Oct-2018,Lacuna variegata,Hakai Institute,,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Lacuninae,Lacuna,Lacuna variegata,Matt Whalen,matt.whalen@hakai.org,morphology,,Matt Whalen,15-Oct-2018,Canada,British Columbia,Central Coast,Calvert Island,West Beach,51.6574,-128.149,,,,,,,,,rocky intertidal,artifical settlement device,plate 3; low intertidal,,
BHAK-11584,MAW0280,BHAK-11584,Hakai Institute,BHAK,BHAK2068-19,BHAK-11584,MAW0280,BOLD:ADM2056,BHAK-11584,0[n],0[n],655[0n],2,0[n],0[n],0[n],0[n],2,Yes,15-Oct-2018,Lacuna variegata,Hakai Institute,,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Lacuninae,Lacuna,Lacuna variegata,Matt Whalen,matt.whalen@hakai.org,morphology,,Matt Whalen,15-Oct-2018,Canada,British Columbia,Central Coast,Calvert Island,West Beach,51.6574,-128.149,,,,,,,,,rocky intertidal,artifical settlement device,plate 3; low intertidal,,
BHAK-11790,MAW0215,BHAK-11790,Hakai Institute,BHAK,BHAK2060-19,BHAK-11790,MAW0215,BOLD:AAZ5774,BHAK-11790,0[n],0[n],655[0n],2,0[n],0[n],0[n],0[n],2,Yes,12-Aug-2018,Lacuna vincta,Hakai Institute,,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Lacuninae,Lacuna,Lacuna vincta,Matt Whalen,matt.whalen@hakai.org,morphology,,Matt Whalen,12-Aug-2018,Canada,British Columbia,Central Coast,Calvert Island,Fifth Beach,51.6398,-128.155,,,,,,,,,rocky intertidal,artifical settlement device,,,
BHAK2652,BHAK2652,Mollusca-521695,Florida Museum of Natural History,BHAK,BHAK347-17,BHAK2652,BHAK2652,BOLD:AAZ5774,Mollusca-521695,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,04-Aug-2017,Lacuna vincta,Florida Museum of Natural History,on Zostera,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Lacuninae,Lacuna,Lacuna vincta,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Derek VanMaanen,04-Aug-2017,Canada,British Columbia,Central Coast,Choked Pass,North Pigu Island,51.676,-128.122,,6,,,iPad (collector),,,,seagrass bed,"Hand collecting, SCUBA",,IHAK46a,
BHAK2694,BHAK2694,Mollusca-521698,Florida Museum of Natural History,BHAK,BHAK343-17,BHAK2694,BHAK2694,BOLD:AAZ5774,Mollusca-521698,0[n],0[n],648[0n],2,0[n],0[n],0[n],0[n],3,Yes,04-Aug-2017,Lacuna,Florida Museum of Natural History,,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Lacuninae,Lacuna,,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Hakai Institute,04-Aug-2017,Canada,British Columbia,Central Coast,Calvert Island,West Beach,51.649,-128.151,,5,,,iPad (collector),,,,Rock Outcrop,Hand Collecting/Scuba,"Westbeach ARMS, biotic habitat = benthic macroalgae",XHAK08,
BHAK2037,BHAK2037,Mollusca-521636,Florida Museum of Natural History,BHAK,BHAK394-17,BHAK2037,BHAK2037,BOLD:AAZ5774,Mollusca-521636,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,01-Aug-2017,Lacuna,Florida Museum of Natural History,,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Lacuninae,Lacuna,,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Gustav Paulay,01-Aug-2017,Canada,British Columbia,Central Coast,Triquet Island,,51.806,-128.258,,8,,,IPAD (collector),,,,Boulder Field,hand collected by SCUBA,Triquet Island Macro site,IHAK31A,
BHAK-11936,MAW0060,BHAK-11936,Hakai Institute,BHAK,BHAK2048-19,BHAK-11936,MAW0060,BOLD:ADL0564,BHAK-11936,0[n],0[n],655[0n],2,0[n],0[n],0[n],0[n],4,Yes,27-May-2018,Lacuna,Hakai Institute,,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Lacuninae,Lacuna,,Matt Whalen,matt.whalen@hakai.org,morphology,,Matt Whalen,27-May-2018,Canada,British Columbia,Central Coast,Calvert Island,West Beach,51.6489,-128.151,,4,,,,,,,"rocky reef, Macrocystis pyrifera forest",artifical settlement device,brush; top; inside,,
BHAK-11776,MAW0433,BHAK-11776,Florida Museum of Natural History,BHAK,BHAK2091-19,BHAK-11776,MAW0433,BOLD:ADM2056,BHAK-11776,0[n],0[n],633[0n],2,0[n],0[n],0[n],0[n],3,Yes,17-Jan-2019,Lacuna,Florida Museum of Natural History,,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Lacuninae,Lacuna,,Matt Whalen,matt.whalen@hakai.org,morphology,,Matt Whalen,17-Jan-2019,Canada,British Columbia,Central Coast,Calvert Island,Pruth Bay,51.6471,-128.12,,,,,,,,,seagrass bed,artifical settlement device,scrubby; untagged; outside,,
BHAK2991,BHAK2991,Mollusca-521615,Florida Museum of Natural History,BHAK,BHAK470-17,BHAK2991,BHAK2991,BOLD:AAJ2266,Mollusca-521615,0[n],0[n],315[0n],2,0[n],0[n],0[n],0[n],2,No,05-Aug-2017,Littorina plena,Florida Museum of Natural History,,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Littorininae,Littorina,Littorina plena,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Chris Harley,05-Aug-2017,Canada,British Columbia,Central Coast,Calvert Island,North Beach,51.663,-128.145,,,,,GPS,,,,"Scarp/Wall, mussel reef",Mussel Core,"West Wall, Mid intertidal, scrapings",ZHAK07,
BHAK2996,BHAK2996,Mollusca-521668,Florida Museum of Natural History,BHAK,BHAK478-17,BHAK2996,BHAK2996,BOLD:AAJ2266,Mollusca-521668,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,05-Aug-2017,Littorina plena,Florida Museum of Natural History,,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Littorininae,Littorina,Littorina plena,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Chris Harley,05-Aug-2017,Canada,British Columbia,Central Coast,Calvert Island,North Beach,51.663,-128.145,,,,,GPS,,,,"Scarp/Wall, mussel reef",Mussel Core,"West Wall, Mid intertidal, scrapings",ZHAK07,
BHAK2990,BHAK2990,Mollusca-521653,Florida Museum of Natural History,BHAK,BHAK474-17,BHAK2990,BHAK2990,BOLD:AAJ2266,Mollusca-521653,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,05-Aug-2017,Littorina plena,Florida Museum of Natural History,solid line on tentacle,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Littorininae,Littorina,Littorina plena,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Chris Harley,05-Aug-2017,Canada,British Columbia,Central Coast,Calvert Island,North Beach,51.663,-128.145,,,,,GPS,,,,"Scarp/Wall, mussel reef",Mussel Core,"West Wall, Mid intertidal, scrapings",ZHAK07,
BHAK2992,BHAK2992,Mollusca-521570,Florida Museum of Natural History,BHAK,BHAK488-17,BHAK2992,BHAK2992,BOLD:ACB7305,Mollusca-521570,0[n],0[n],655[0n],2,0[n],0[n],0[n],0[n],2,Yes,05-Aug-2017,Littorina scutulata,Florida Museum of Natural History,scutulata with mottled antenna near line,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Littorininae,Littorina,Littorina scutulata,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Chris Harley,05-Aug-2017,Canada,British Columbia,Central Coast,Calvert Island,North Beach,51.663,-128.145,,,,,GPS,,,,"Scarp/Wall, mussel reef",Mussel Core,"West Wall, Mid intertidal, scrapings",ZHAK07,
BHAK2997,BHAK2997,Mollusca-521670,Florida Museum of Natural History,BHAK,BHAK482-17,BHAK2997,BHAK2997,BOLD:ACB7305,Mollusca-521670,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,05-Aug-2017,Littorina scutulata,Florida Museum of Natural History,,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Littorininae,Littorina,Littorina scutulata,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Chris Harley,05-Aug-2017,Canada,British Columbia,Central Coast,Calvert Island,North Beach,51.663,-128.145,,,,,GPS,,,,"Scarp/Wall, mussel reef",Mussel Core,"West Wall, Mid intertidal, scrapings",ZHAK07,
BHAK2993,BHAK2993,Mollusca-521683,Florida Museum of Natural History,BHAK,BHAK473-17,BHAK2993,BHAK2993,BOLD:ACB7305,Mollusca-521683,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,05-Aug-2017,Littorina scutulata,Florida Museum of Natural History,,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Littorininae,Littorina,Littorina scutulata,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Chris Harley,05-Aug-2017,Canada,British Columbia,Central Coast,Calvert Island,North Beach,51.663,-128.145,,,,,GPS,,,,"Scarp/Wall, mussel reef",Mussel Core,"West Wall, Mid intertidal, scrapings",ZHAK07,
BHAK0489,BHAK0489,Mollusca-511370,Florida Museum of Natural History,BHAK,BHAK294-17,BHAK0489,BHAK0489,BOLD:ACB7305,Mollusca-511370,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,23-Jul-2017,Littorina scutulata,Florida Museum of Natural History,,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Littorininae,Littorina,Littorina scutulata,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,"Alyssa Gehman, Noriko Okamoto",23-Jul-2017,Canada,British Columbia,Central Coast,Calvert Island,Crazy Town,51.6669,-128.134,,,,,,,,,"Rock Outcrop, mussel reef",Hand collecting,mussel cove,ZHAK01,
BHAK0779,BHAK0779,Mollusca-511439,Florida Museum of Natural History,BHAK,BHAK288-17,BHAK0779,BHAK0779,BOLD:AAV0528,Mollusca-511439,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,26-Jul-2017,Littorina sitkana,Florida Museum of Natural History,,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Littorininae,Littorina,Littorina sitkana,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Sarah Dudas,26-Jul-2017,Canada,British Columbia,Central Coast,Calvert Island,Tippy Rock Bay (EJTA-4),51.663,-128.098,,,,,iPad (Collector),,,,sheltered beach (mud),Hand collecting,,SHAK21,
BHAK0778,BHAK0778,Mollusca-511438,Florida Museum of Natural History,BHAK,BHAK272-17,BHAK0778,BHAK0778,BOLD:AAV0528,Mollusca-511438,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,26-Jul-2017,Littorina sitkana,Florida Museum of Natural History,,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Littorininae,Littorina,Littorina sitkana,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Sarah Dudas,26-Jul-2017,Canada,British Columbia,Central Coast,Calvert Island,Tippy Rock Bay (EJTA-4),51.663,-128.098,,,,,iPad (Collector),,,,sheltered beach (mud),Hand collecting,,SHAK21,
BHAK0757,BHAK0757,Mollusca-511426,Florida Museum of Natural History,BHAK,BHAK266-17,BHAK0757,BHAK0757,BOLD:AAV0528,Mollusca-511426,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,26-Jul-2017,Littorina sitkana,Florida Museum of Natural History,,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Littorininae,Littorina,Littorina sitkana,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Sarah Dudas,26-Jul-2017,Canada,British Columbia,Central Coast,Calvert Island,Goose Grass Bay,51.66,-128.117,,,,,,,morning,,soft sediment,hand collected,"sheltered bay, seagrass bed",SHAK20,
BHAK2998,BHAK2998,Mollusca-521625,Florida Museum of Natural History,BHAK,BHAK484-17,BHAK2998,BHAK2998,BOLD:AAJ2266,Mollusca-521625,0[n],0[n],654[0n],2,0[n],0[n],0[n],0[n],2,No,05-Aug-2017,Littorina,Florida Museum of Natural History,,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Littorininae,Littorina,,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Chris Harley,05-Aug-2017,Canada,British Columbia,Central Coast,Calvert Island,North Beach,51.663,-128.145,,,,,GPS,,,,"Scarp/Wall, mussel reef",Mussel Core,"West Wall, Mid intertidal, scrapings",ZHAK07,
BHAK3001,BHAK3001,Mollusca-521581,Florida Museum of Natural History,BHAK,BHAK486-17,BHAK3001,BHAK3001,BOLD:AAJ2266,Mollusca-521581,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,05-Aug-2017,Littorina,Florida Museum of Natural History,,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Littorininae,Littorina,,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Chris Harley,05-Aug-2017,Canada,British Columbia,Central Coast,Calvert Island,North Beach,51.663,-128.145,,,,,GPS,,,,"Scarp/Wall, mussel reef",Mussel Core,"West Wall, Mid intertidal, scrapings",ZHAK07,
BHAK2999,BHAK2999,Mollusca-521569,Florida Museum of Natural History,BHAK,BHAK481-17,BHAK2999,BHAK2999,BOLD:AAJ2266,Mollusca-521569,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,05-Aug-2017,Littorina,Florida Museum of Natural History,,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Littorininae,Littorina,,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Chris Harley,05-Aug-2017,Canada,British Columbia,Central Coast,Calvert Island,North Beach,51.663,-128.145,,,,,GPS,,,,"Scarp/Wall, mussel reef",Mussel Core,"West Wall, Mid intertidal, scrapings",ZHAK07,
BHAK-11922,MAW0042,BHAK-11922,Hakai Institute,BHAK,BHAK2046-19,BHAK-11922,MAW0042,BOLD:ACL8829,BHAK-11922,0[n],0[n],543[0n],2,0[n],0[n],0[n],0[n],2,Yes,27-May-2018,Alvania compacta,Hakai Institute,,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,,Alvania,Alvania compacta,Matt Whalen,matt.whalen@hakai.org,morphology,,Matt Whalen,27-May-2018,Canada,British Columbia,Central Coast,Meay Channel,Meay Channel ARMS,51.6645,-128.095,,3.5,,,,,,,"rocky reef, Macrocystis pyrifera forest",artifical settlement device,brush; top; inside,,
BHAK-07138,BHAK-7138,Gastropoda_545197,Florida Museum of Natural History,BHAK,BHAK2698-20,BHAK-07138,BHAK-7138,,Gastropoda_545197,0[n],0[n],590[0n],2,0[n],0[n],0[n],0[n],1,Yes,27-Jun-2018,Alvania compacta,Florida Museum of Natural History,,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,,Alvania,Alvania compacta,Sarah Steinerstauch,,,,Hakai Institute,27-Jun-2018,Canada,British Columbia,Central Coast,Calvert Island,North Beach,51.667,-128.14,,6.5,,1.5,,,,,Rocky Bottom,"Hand collecting, SCUBA",,,EHAK68
BHAK-11702,MAW0403,BHAK-11702,Hakai Institute,BHAK,BHAK2084-19,BHAK-11702,MAW0403,BOLD:ACL8829,BHAK-11702,0[n],0[n],655[0n],2,0[n],0[n],0[n],0[n],3,Yes,20-Nov-2018,Onoba,Hakai Institute,,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,,Onoba,,Matt Whalen,matt.whalen@hakai.org,morphology,,Matt Whalen,20-Nov-2018,Canada,British Columbia,Central Coast,Meay Channel,Meay Channel ARMS,51.6645,-128.095,,3.5,,,,,,,"rocky reef, Macrocystis pyrifera forest",artifical settlement device,brush; top; inside,,
BHAK-11732,MAW0453,BHAK-11732,Hakai Institute,BHAK,BHAK2095-19,BHAK-11732,MAW0453,BOLD:ACL8829,BHAK-11732,0[n],0[n],655[0n],2,0[n],0[n],0[n],0[n],4,Yes,15-Jan-2019,Rissoidae,Hakai Institute,,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,,,,Matt Whalen,matt.whalen@hakai.org,morphology,,Matt Whalen,15-Jan-2019,Canada,British Columbia,Central Coast,Calvert Island,West Beach,51.6487,-128.151,,4,,,,,,,"rocky reef, Macrocystis pyrifera forest",artifical settlement device,brush; top; outside,,
BHAK-11738,MAW0457,BHAK-11738,Hakai Institute,BHAK,BHAK2097-19,BHAK-11738,MAW0457,,BHAK-11738,0[n],0[n],303[0n],2,0[n],0[n],0[n],0[n],4,No,15-Jan-2019,Rissoidae,Hakai Institute,,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,,,,Matt Whalen,matt.whalen@hakai.org,morphology,,Matt Whalen,15-Jan-2019,Canada,British Columbia,Central Coast,Calvert Island,West Beach,51.6487,-128.151,,4,,,,,,,"rocky reef, Macrocystis pyrifera forest",artifical settlement device,brush; top; outside,,
BHAK3234,BHAK3234,Mollusca-511737,Florida Museum of Natural History,BHAK,BHAK441-17,BHAK3234,BHAK3234,BOLD:ADJ4963,Mollusca-511737,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,07-Aug-2017,Marsenina HAK-2,Florida Museum of Natural History,,Mollusca,Gastropoda,Littorinimorpha,Velutinidae,Velutininae,Marsenina,Marsenina HAK-2,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Gustav Paulay,07-Aug-2017,Canada,British Columbia,Central Coast,Rattenbury Island,Rattenbury Pinnacle,51.691,-128.08,,13,,8,iPad (collector),,,,subtidal pinnacle,"Hand collecting, SCUBA",,IHAK60,
BHAK3471,BHAK3471,Mollusca-511750,Florida Museum of Natural History,BHAK,BHAK423-17,BHAK3471,BHAK3471,BOLD:ADJ4963,Mollusca-511750,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,08-Aug-2017,Marsenina HAK-2,Florida Museum of Natural History,on typical Distaplia occidentalis,Mollusca,Gastropoda,Littorinimorpha,Velutinidae,Velutininae,Marsenina,Marsenina HAK-2,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,"Gustav Paulay, Amanda Bemis, Matt Whalen",08-Aug-2017,Canada,British Columbia,Central Coast,Calvert Island,North Beach,51.6648,-128.135,,,,,GPS,,,,Boulder field,Hand collecting,"East boulders, exposed rocky intertidal",IHAK65,
