identification,sample_id,bin,phylum,class,order,family,genus,species,state_province,region,sector,exact_site,lat,lon
Thaleichthys pacificus,MI_020,BOLD:AAB1836,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,Thaleichthys pacificus,British Columbia,Northern Vancouver Island,Queen Charlotte Strait,NA,50.6958,-126.982
Thaleichthys pacificus,MI_019,BOLD:AAB1836,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,Thaleichthys pacificus,British Columbia,Northern Vancouver Island,Queen Charlotte Strait,NA,50.6958,-126.982
Thaleichthys pacificus,JS_002,BOLD:AAB1836,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,Thaleichthys pacificus,British Columbia,Northern Vancouver Island,Johnstone Strait,NA,50.5015,-126.554
Thaleichthys pacificus,MI_022,BOLD:AAB1836,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,Thaleichthys pacificus,British Columbia,Northern Vancouver Island,Queen Charlotte Strait,NA,50.6958,-126.982
Thaleichthys pacificus,JS_001,BOLD:AAB1836,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,Thaleichthys pacificus,British Columbia,Northern Vancouver Island,Johnstone Strait,NA,50.5015,-126.554
Amphistichus rhodoterus,MAL_1205,BOLD:AAJ2277,Chordata,Actinopterygii,Ovalentaria,Embiotocidae,Amphistichus,Amphistichus rhodoterus,British Columbia,Central Coast,Calvert Island,North Beach,51.6638,-128.137
Brachyistius frenatus,MAL_1100,BOLD:AAE8221,Chordata,Actinopterygii,Ovalentaria,Embiotocidae,Brachyistius,Brachyistius frenatus,British Columbia,Central Coast,NA,Rivers Inlet,51.4557,-128.691
Brachyistius frenatus,MAL_1096,BOLD:AAE8221,Chordata,Actinopterygii,Ovalentaria,Embiotocidae,Brachyistius,Brachyistius frenatus,British Columbia,Central Coast,NA,Rivers Inlet,51.4557,-128.691
Cymatogaster aggregata,MAL_1075,BOLD:AAB2984,Chordata,Actinopterygii,Ovalentaria,Embiotocidae,Cymatogaster,Cymatogaster aggregata,British Columbia,Central Coast,NA,Kwakume East,51.7132,-127.871
Cymatogaster aggregata,MAL_1076,BOLD:AAB2984,Chordata,Actinopterygii,Ovalentaria,Embiotocidae,Cymatogaster,Cymatogaster aggregata,British Columbia,Central Coast,NA,Kwakume East,51.7132,-127.871
Damalichthys vacca,MAL1150,BOLD:AAC4437,Chordata,Actinopterygii,Ovalentaria,Embiotocidae,Damalichthys,Damalichthys vacca,British Columbia,Central Coast,Calvert Island,Pruth Bay,51.6458,-128.119
Embiotoca lateralis,MAL_1067,BOLD:AAD9586,Chordata,Actinopterygii,Ovalentaria,Embiotocidae,Embiotoca,Embiotoca lateralis,British Columbia,Central Coast,NA,Kwakume East,51.7132,-127.871
Embiotoca lateralis,MAL_1077,BOLD:AAD9586,Chordata,Actinopterygii,Ovalentaria,Embiotocidae,Embiotoca,Embiotoca lateralis,British Columbia,Central Coast,NA,Kwakume West,51.7067,-127.885
Citharichthys,MAL_1021,BOLD:AAF2868,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Citharichthys,NA,British Columbia,Central Coast,Calvert Island,North Beach,51.6638,-128.137
Citharichthys,MAL_1022,BOLD:AAF2868,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Citharichthys,NA,British Columbia,Central Coast,Calvert Island,North Beach,51.6638,-128.137
Atheresthes stomias,JF_044,BOLD:ACA5460,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Atheresthes,Atheresthes stomias,British Columbia,South Vancouver Island,Strait of Juan de Fuca,NA,48.3232,-123.788
Atheresthes stomias,JF_043,BOLD:ACA5460,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Atheresthes,Atheresthes stomias,British Columbia,South Vancouver Island,Strait of Juan de Fuca,NA,48.3232,-123.788
Atheresthes stomias,JF_042,BOLD:ACA5460,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Atheresthes,Atheresthes stomias,British Columbia,South Vancouver Island,Strait of Juan de Fuca,NA,48.3232,-123.788
Atheresthes stomias,JF_041,BOLD:ACA5460,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Atheresthes,Atheresthes stomias,British Columbia,South Vancouver Island,Strait of Juan de Fuca,NA,48.3232,-123.788
Lepidopsetta bilineata,MAL_1066,BOLD:AAB9316,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Lepidopsetta,Lepidopsetta bilineata,British Columbia,Central Coast,NA,Kwakume East,51.7132,-127.871
Parophrys vetulus,JF_038,BOLD:AAB1779,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Parophrys,Parophrys vetulus,British Columbia,South Vancouver Island,Strait of Juan de Fuca,NA,48.3232,-123.788
Parophrys vetulus,MAL_1031,BOLD:AAB1779,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Parophrys,Parophrys vetulus,British Columbia,Central Coast,Hecate Island,Marten Beach,51.6653,-128.079
Parophrys vetulus,MAL_1030,BOLD:AAB1779,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Parophrys,Parophrys vetulus,British Columbia,Central Coast,Hecate Island,Marten Beach,51.6653,-128.079
Platichthys stellatus,MAL_1073,BOLD:AAB7056,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Platichthys,Platichthys stellatus,British Columbia,Central Coast,NA,Kwakume East,51.7132,-127.871
Platichthys stellatus,MAL_1071,NA,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Platichthys,Platichthys stellatus,British Columbia,Central Coast,NA,Kwakume East,51.7132,-127.871
Pleuronichthys coenosus,MAL_1069,BOLD:AAE2282,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pleuronichthys,Pleuronichthys coenosus,British Columbia,Central Coast,NA,Kwakume East,51.7132,-127.871
Pleuronichthys coenosus,MAL_1081,BOLD:AAE2282,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pleuronichthys,Pleuronichthys coenosus,British Columbia,Central Coast,Triquet Island,Triquet,51.811,-128.229
Psettichthys melanostictus,MAL_1104,BOLD:AAC4258,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Psettichthys,Psettichthys melanostictus,British Columbia,Central Coast,Goose Island,Goose Island South,51.904,-128.44
Psettichthys melanostictus,MAL_1102,BOLD:AAC4258,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Psettichthys,Psettichthys melanostictus,British Columbia,Central Coast,Goose Island,Goose Island South,51.904,-128.44
Oncorhynchus gorbuscha,JF_061,BOLD:AAA5647,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus gorbuscha,British Columbia,South Vancouver Island,Strait of Juan de Fuca,NA,48.4498,-124.33
Oncorhynchus gorbuscha,JF_060,BOLD:AAA5647,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus gorbuscha,British Columbia,South Vancouver Island,Strait of Juan de Fuca,NA,48.4498,-124.33
Oncorhynchus gorbuscha,JF_059,BOLD:AAA5647,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus gorbuscha,British Columbia,South Vancouver Island,Strait of Juan de Fuca,NA,48.4498,-124.33
Oncorhynchus gorbuscha,JF_058,BOLD:AAA5647,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus gorbuscha,British Columbia,South Vancouver Island,Strait of Juan de Fuca,NA,48.4498,-124.33
Oncorhynchus gorbuscha,JF_057,BOLD:AAA5647,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus gorbuscha,British Columbia,South Vancouver Island,Strait of Juan de Fuca,NA,48.4498,-124.33
Oncorhynchus keta,JF_066,BOLD:AAA3872,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus keta,British Columbia,South Vancouver Island,Strait of Juan de Fuca,NA,48.4498,-124.33
Oncorhynchus keta,JF_065,BOLD:AAA3872,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus keta,British Columbia,South Vancouver Island,Strait of Juan de Fuca,NA,48.4498,-124.33
Oncorhynchus keta,JF_064,BOLD:AAA3872,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus keta,British Columbia,South Vancouver Island,Strait of Juan de Fuca,NA,48.4498,-124.33
Oncorhynchus keta,JF_063,BOLD:AAA5647,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus keta,British Columbia,South Vancouver Island,Strait of Juan de Fuca,NA,48.4498,-124.33
Oncorhynchus keta,JF_062,BOLD:AAA5647,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus keta,British Columbia,South Vancouver Island,Strait of Juan de Fuca,NA,48.4498,-124.33
Oncorhynchus kisutch,JF_056,BOLD:AAA1628,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus kisutch,British Columbia,South Vancouver Island,Strait of Juan de Fuca,NA,48.4498,-124.33
Oncorhynchus kisutch,JS_031,BOLD:AAA1628,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus kisutch,British Columbia,Northern Vancouver Island,Johnstone Strait,NA,50.4863,-126.326
Oncorhynchus kisutch,JF_054,BOLD:AAA2371,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus kisutch,British Columbia,South Vancouver Island,Strait of Juan de Fuca,NA,48.4498,-124.33
Oncorhynchus kisutch,MI_009,BOLD:AAA2371,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus kisutch,British Columbia,Northern Vancouver Island,Queen Charlotte Strait,NA,50.6958,-126.982
Oncorhynchus kisutch,JF_055,BOLD:AAA2371,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus kisutch,British Columbia,South Vancouver Island,Strait of Juan de Fuca,NA,48.4498,-124.33
Oncorhynchus nerka,JF_051,BOLD:AAM1302,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus nerka,British Columbia,South Vancouver Island,Strait of Juan de Fuca,NA,48.4498,-124.33
Oncorhynchus nerka,JF_050,BOLD:AAM1302,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus nerka,British Columbia,South Vancouver Island,Strait of Juan de Fuca,NA,48.4498,-124.33
Oncorhynchus nerka,JF_049,BOLD:AAM1302,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus nerka,British Columbia,South Vancouver Island,Strait of Juan de Fuca,NA,48.4498,-124.33
Oncorhynchus nerka,JF_053,BOLD:AAM1302,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus nerka,British Columbia,South Vancouver Island,Strait of Juan de Fuca,NA,48.4498,-124.33
Oncorhynchus nerka,JF_052,BOLD:AAM1302,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus nerka,British Columbia,South Vancouver Island,Strait of Juan de Fuca,NA,48.4498,-124.33
Oncorhynchus tshawytscha,JF_045,BOLD:AAA1628,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha,British Columbia,South Vancouver Island,Strait of Juan de Fuca,NA,48.5277,-124.63
Oncorhynchus tshawytscha,JF_034,BOLD:AAA1628,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha,British Columbia,South Vancouver Island,Strait of Juan de Fuca,NA,48.2868,-123.731
Oncorhynchus tshawytscha,JF_033,BOLD:AAA1628,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha,British Columbia,South Vancouver Island,Strait of Juan de Fuca,NA,48.2868,-123.731
Oncorhynchus tshawytscha,JF_046,BOLD:AAA1628,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha,British Columbia,South Vancouver Island,Strait of Juan de Fuca,NA,48.5277,-124.63
Oncorhynchus tshawytscha,JF_039,BOLD:AAA1628,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha,British Columbia,South Vancouver Island,Strait of Juan de Fuca,NA,48.3232,-123.788
Salvelinus malma,MAL_1039,BOLD:ABZ0871,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,Salvelinus malma,British Columbia,Central Coast,Hecate Island,Marten Beach,51.6653,-128.079
Blepsias cirrhosus,MAL_1107,BOLD:AAE6752,Chordata,Actinopterygii,Scorpaeniformes,Agonidae,Blepsias,Blepsias cirrhosus,British Columbia,Central Coast,Goose Island,Goose Island Southwest,51.925,-128.469
Blepsias cirrhosus,MAL_1103,BOLD:AAE6752,Chordata,Actinopterygii,Scorpaeniformes,Agonidae,Blepsias,Blepsias cirrhosus,British Columbia,Central Coast,Goose Island,Goose Island Southwest,51.925,-128.469
Bothragonus swanii,MAL_1129,BOLD:AAZ3667,Chordata,Actinopterygii,Scorpaeniformes,Agonidae,Bothragonus,Bothragonus swanii,British Columbia,Central Coast,Choked Pass,Lower Island,51.6783,-128.127
Nautichthys oculofasciatus,MAL_1094,BOLD:AAD5249,Chordata,Actinopterygii,Scorpaeniformes,Agonidae,Nautichthys,Nautichthys oculofasciatus,British Columbia,Central Coast,Hunter Island,Nalau Pass,51.8176,-128.03
Nautichthys oculofasciatus,MAL_1211,BOLD:AAD5249,Chordata,Actinopterygii,Scorpaeniformes,Agonidae,Nautichthys,Nautichthys oculofasciatus,British Columbia,Central Coast,McMullin Group,NA,52.0535,-128.403
Pallasina barbata,MAL_1105,BOLD:AAE4831,Chordata,Actinopterygii,Scorpaeniformes,Agonidae,Pallasina,Pallasina barbata,British Columbia,Central Coast,Goose Island,Goose Island Southwest,51.925,-128.469
Anoplopoma fimbria,SB_072,BOLD:AAB6920,Chordata,Actinopterygii,Scorpaeniformes,Anoplopomatidae,Anoplopoma,Anoplopoma fimbria,British Columbia,West Vancouver Island,NA,NA,48.5623,-124.837
Anoplopoma fimbria,JS_032,BOLD:AAB6920,Chordata,Actinopterygii,Scorpaeniformes,Anoplopomatidae,Anoplopoma,Anoplopoma fimbria,British Columbia,Northern Vancouver Island,Johnstone Strait,NA,50.4863,-126.326
Anoplopoma fimbria,SB_071,BOLD:AAB6920,Chordata,Actinopterygii,Scorpaeniformes,Anoplopomatidae,Anoplopoma,Anoplopoma fimbria,British Columbia,West Vancouver Island,NA,NA,48.5623,-124.837
Anoplopoma fimbria,SB_070,BOLD:AAB6920,Chordata,Actinopterygii,Scorpaeniformes,Anoplopomatidae,Anoplopoma,Anoplopoma fimbria,British Columbia,West Vancouver Island,NA,NA,48.5623,-124.837
Aulorhynchus flavidus,MAL_1085,BOLD:AAE4830,Chordata,Actinopterygii,Scorpaeniformes,Aulorhynchidae,Aulorhynchus,Aulorhynchus flavidus,British Columbia,Central Coast,Hunter Island,Nalau Pass,51.8176,-128.03
Aulorhynchus flavidus,MAL_1084,BOLD:AAE4830,Chordata,Actinopterygii,Scorpaeniformes,Aulorhynchidae,Aulorhynchus,Aulorhynchus flavidus,British Columbia,Central Coast,Hunter Island,Sea Otter Inlet,51.8384,-128.06
Artedius fenestralis,MAL_1093,BOLD:AAC3538,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Artedius,Artedius fenestralis,British Columbia,Central Coast,Hunter Island,Sea Otter Inlet,51.8384,-128.06
Artedius lateralis,MAL_1042,BOLD:AAD5488,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Artedius,Artedius lateralis,British Columbia,Central Coast,NA,Kwakume East,51.7132,-127.871
Artedius lateralis,MAL_1092,BOLD:AAD5488,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Artedius,Artedius lateralis,British Columbia,Central Coast,Hunter Island,Nalau Pass,51.8176,-128.03
Artedius,MAL_1083,BOLD:AAJ3141,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Artedius,NA,British Columbia,Central Coast,Hunter Island,Nalau Pass,51.8176,-128.03
Ascelichthys rhodorus,MAL_1112,BOLD:ADE1476,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Ascelichthys,Ascelichthys rhodorus,British Columbia,Central Coast,McMullin Group,McMullin South,52.0535,-128.403
Ascelichthys rhodorus,MAL_1113,BOLD:ADE1476,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Ascelichthys,Ascelichthys rhodorus,British Columbia,Central Coast,McMullin Group,McMullin South,52.0535,-128.403
Asemichthys taylori,MAL_1210,BOLD:AAX0578,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Asemichthys,Asemichthys taylori,British Columbia,Central Coast,Breadner Group,NA,51.811,-128.229
Chitonotus pugetensis,MAL_1208,BOLD:AAC8508,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Chitonotus,Chitonotus pugetensis,British Columbia,Central Coast,Breadner Group,NA,51.811,-128.229
Chitonotus pugetensis,MAL_1209,BOLD:AAC8508,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Chitonotus,Chitonotus pugetensis,British Columbia,Central Coast,Breadner Group,NA,51.811,-128.229
Chitonotus pugetensis,MAL_1082,BOLD:AAC8508,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Chitonotus,Chitonotus pugetensis,British Columbia,Central Coast,Hunter Island,Nalau Pass,51.8176,-128.03
Enophrys bison,MAL_1024,BOLD:AAE3725,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Enophrys,Enophrys bison,British Columbia,Central Coast,Hecate Island,Marten Beach,51.6653,-128.079
Enophrys bison,MAL_1025,BOLD:AAE3725,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Enophrys,Enophrys bison,British Columbia,Central Coast,Calvert Island,North Beach,51.6638,-128.137
Hemilepidotus hemilepidotus,MAL_1072,BOLD:AAE5272,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Hemilepidotus,Hemilepidotus hemilepidotus,British Columbia,Central Coast,NA,Kwakume East,51.7132,-127.871
Hemilepidotus hemilepidotus,MAL_1088,BOLD:AAE5272,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Hemilepidotus,Hemilepidotus hemilepidotus,British Columbia,Central Coast,Triquet Island,Triquet,51.811,-128.229
Leptocottus armatus,MAL_1041,BOLD:AAC5249,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Leptocottus,Leptocottus armatus,British Columbia,Central Coast,Hecate Island,Marten Beach,51.6653,-128.079
Leptocottus armatus,MAL_1040,BOLD:AAC5249,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Leptocottus,Leptocottus armatus,British Columbia,Central Coast,Hecate Island,Marten Beach,51.6653,-128.079
Oligocottus maculosus,MAL_1028,BOLD:AAC1416,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Oligocottus,Oligocottus maculosus,British Columbia,Central Coast,Hecate Island,Marten Beach,51.6653,-128.079
Oligocottus maculosus,MAL_1029,BOLD:AAC1416,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Oligocottus,Oligocottus maculosus,British Columbia,Central Coast,Hecate Island,Marten Beach,51.6653,-128.079
Scorpaenichthys marmoratus,MAL_1086,BOLD:AAF1172,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Scorpaenichthys,Scorpaenichthys marmoratus,British Columbia,Central Coast,Triquet Island,Triquet,51.811,-128.229
Scorpaenichthys marmoratus,MAL_1064,BOLD:AAF1172,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Scorpaenichthys,Scorpaenichthys marmoratus,British Columbia,Central Coast,NA,Kwakume East,51.7132,-127.871
Cottidae,MAL_1128,BOLD:AAJ3141,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,NA,NA,British Columbia,Central Coast,Rattenbury Island,NA,51.7012,-128.074
Cottidae,MAL_1127,BOLD:AAJ3141,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,NA,NA,British Columbia,Central Coast,Calvert Island,Meay Channel,51.6646,-128.095
Cottidae,MAL_1074,BOLD:AAW9530,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,NA,NA,British Columbia,Central Coast,NA,Kwakume East,51.7132,-127.871
Hexagrammos decagrammus,MAL_1091,BOLD:AAB4621,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,Hexagrammos,Hexagrammos decagrammus,British Columbia,Central Coast,Spider Island,Spider Island,51.8371,-128.239
Hexagrammos decagrammus,MAL_1089,BOLD:AAB4621,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,Hexagrammos,Hexagrammos decagrammus,British Columbia,Central Coast,Spider Island,Spider Island,51.8371,-128.239
Hexagrammos decagrammus,BHAK-09777,BOLD:AAE5272,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,Hexagrammos,Hexagrammos decagrammus,British Columbia,NA,NA,Haro Strait,48.6142,-123.246
Hexagrammos stelleri,MAL_1216,BOLD:ACA5501,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,Hexagrammos,Hexagrammos stelleri,British Columbia,Central Coast,McMullin Group,NA,52.0607,-128.414
Hexagrammos,MAL1152,BOLD:AAF0538,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,Hexagrammos,NA,British Columbia,Central Coast,Calvert Island,Choked Pass,51.6764,-128.124
Ophiodon elongatus,MAL_1026,BOLD:AAB8133,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,Ophiodon,Ophiodon elongatus,British Columbia,Central Coast,Hecate Island,Marten Beach,51.6653,-128.079
Ophiodon elongatus,MAL_1027,BOLD:AAB8133,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,Ophiodon,Ophiodon elongatus,British Columbia,Central Coast,Calvert Island,North Beach,51.6638,-128.137
Oxylebius pictus,MAL_1108,BOLD:AAE5270,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,Oxylebius,Oxylebius pictus,British Columbia,Central Coast,Goose Island,Goose Island Southwest,51.925,-128.469
Oxylebius pictus,MAL_1087,BOLD:AAE5270,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,Oxylebius,Oxylebius pictus,British Columbia,Central Coast,Triquet Island,Triquet,51.811,-128.229
Liparis cyclopus,MAL_1217,BOLD:ADS3413,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Liparis,Liparis cyclopus,British Columbia,Central Coast,NA,NA,51.4863,-127.076
Liparis,MAL_1095,BOLD:AAJ2054,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Liparis,NA,British Columbia,Central Coast,NA,Rivers Inlet,51.4557,-128.691
Liparis,MAL_1114,BOLD:AAX5153,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Liparis,NA,British Columbia,Central Coast,McMullin Group,McMullin South,52.0535,-128.403
Apodichthys flavidus,MAL_1080,BOLD:AAE7105,Chordata,Actinopterygii,Scorpaeniformes,Pholidae,Apodichthys,Apodichthys flavidus,British Columbia,Central Coast,Triquet Island,Triquet,51.811,-128.229
Apodichthys flavidus,MAL_1078,BOLD:AAE7105,Chordata,Actinopterygii,Scorpaeniformes,Pholidae,Apodichthys,Apodichthys flavidus,British Columbia,Central Coast,Triquet Island,Triquet,51.811,-128.229
Pholis laeta,MAL_1055,BOLD:AAC8143,Chordata,Actinopterygii,Scorpaeniformes,Pholidae,Pholis,Pholis laeta,British Columbia,Central Coast,NA,Kwakume East,51.7132,-127.871
Pholis laeta,MAL_1058,BOLD:AAC8143,Chordata,Actinopterygii,Scorpaeniformes,Pholidae,Pholis,Pholis laeta,British Columbia,Central Coast,NA,Kwakume East,51.7132,-127.871
Rhamphocottus richardsonii,MAL_1130,BOLD:AAI0289,Chordata,Actinopterygii,Scorpaeniformes,Rhamphocottidae,Rhamphocottus,Rhamphocottus richardsonii,British Columbia,Central Coast,Kwakshua Channel,NA,51.6561,-128.96
Sebastes caurinus,MAL_1204,BOLD:ACF0003,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastes,Sebastes caurinus,British Columbia,Central Coast,Calvert Island,Sand Spit,51.6805,-128.115
Sebastes caurinus,MAL_1203,BOLD:ACF0003,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastes,Sebastes caurinus,British Columbia,Central Coast,Calvert Island,Sand Spit,51.6805,-128.115
Sebastes caurinus,MAL_1110,BOLD:ACF0003,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastes,Sebastes caurinus,British Columbia,Central Coast,McMullin Group,McMullin South,52.0535,-128.403
Sebastes caurinus,MAL_1115,BOLD:ACF0003,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastes,Sebastes caurinus,British Columbia,Central Coast,McMullin Group,McMullin South,52.0535,-128.403
Sebastes entomelas,JS_007,BOLD:ACE4190,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastes,Sebastes entomelas,British Columbia,Northern Vancouver Island,Johnstone Strait,NA,50.5015,-126.554
Sebastes flavidus,JS_006,BOLD:ABZ9194,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastes,Sebastes flavidus,British Columbia,Northern Vancouver Island,Johnstone Strait,NA,50.5015,-126.554
Sebastes flavidus,JS_005,BOLD:ABZ9194,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastes,Sebastes flavidus,British Columbia,Northern Vancouver Island,Johnstone Strait,NA,50.5015,-126.554
Sebastes flavidus,JS_025,BOLD:ABZ9194,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastes,Sebastes flavidus,British Columbia,Northern Vancouver Island,Johnstone Strait,NA,50.5165,-126.629
Sebastes flavidus,JS_004,BOLD:ABZ9194,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastes,Sebastes flavidus,British Columbia,Northern Vancouver Island,Johnstone Strait,NA,50.5015,-126.554
Sebastes flavidus,JS_003,BOLD:ABZ9194,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastes,Sebastes flavidus,British Columbia,Northern Vancouver Island,Johnstone Strait,NA,50.5015,-126.554
Sebastes paucispinis,MAL_1212,BOLD:AAC2613,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastes,Sebastes paucispinis,British Columbia,Central Coast,Goose Group,Gosling Island,51.904,-128.44
Sebastes,MAL1151,BOLD:AAC2613,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastes,NA,British Columbia,Central Coast,Calvert Island,Pruth Bay,51.6458,-128.119
Sebastes,MAL1158,BOLD:ABZ9194,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastes,NA,British Columbia,Central Coast,Calvert Island,Choked Pass,51.6764,-128.124
Sebastes,MAL1153,BOLD:ABZ9194,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastes,NA,British Columbia,Central Coast,Calvert Island,Choked Pass,51.6764,-128.124
Sebastes,MAL1160,BOLD:ABZ9194,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastes,NA,British Columbia,Central Coast,Calvert Island,Choked Pass,51.6764,-128.124
Sebastes,MAL1161,BOLD:ABZ9194,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastes,NA,British Columbia,Central Coast,Calvert Island,Choked Pass,51.6764,-128.124
