accession,taxa_verbatim,found_taxa,rank,kingdom,phylum,class,order,family,genus,freshwater_only,terrestrial_only
LC807062,Enteroctopus dofleini,Enteroctopus dofleini,species,Animalia,Mollusca,Cephalopoda,Octopoda,Enteroctopodidae,Enteroctopus,0,0
LC807063,Enteroctopus dofleini,Enteroctopus dofleini,species,Animalia,Mollusca,Cephalopoda,Octopoda,Enteroctopodidae,Enteroctopus,0,0
AY545190,Enteroctopus dofleini,Enteroctopus dofleini,species,Animalia,Mollusca,Cephalopoda,Octopoda,Enteroctopodidae,Enteroctopus,0,0
LC807066,Enteroctopus dofleini,Enteroctopus dofleini,species,Animalia,Mollusca,Cephalopoda,Octopoda,Enteroctopodidae,Enteroctopus,0,0
LC807064,Enteroctopus dofleini,Enteroctopus dofleini,species,Animalia,Mollusca,Cephalopoda,Octopoda,Enteroctopodidae,Enteroctopus,0,0
AB191281,Octopus conispadiceus,Octopus conispadiceus,species,Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,0,0
AB430537,Octopus hongkongensis,Octopus hongkongensis,species,Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,0,0
MT216543,Enteroctopus zealandicus,Enteroctopus zealandicus,species,Animalia,Mollusca,Cephalopoda,Octopoda,Enteroctopodidae,Enteroctopus,0,0
KT213447,Enteroctopus sp. USGS ASC PWS10-33,Enteroctopus,genus,Animalia,Mollusca,Cephalopoda,Octopoda,Enteroctopodidae,Enteroctopus,0,0
MT216547,Enteroctopus zealandicus,Enteroctopus zealandicus,species,Animalia,Mollusca,Cephalopoda,Octopoda,Enteroctopodidae,Enteroctopus,0,0
KT213446,Enteroctopus sp. USGS ASC PWS10-20,Enteroctopus,genus,Animalia,Mollusca,Cephalopoda,Octopoda,Enteroctopodidae,Enteroctopus,0,0
HM572167,Enteroctopus megalocyathus,Enteroctopus megalocyathus,species,Animalia,Mollusca,Cephalopoda,Octopoda,Enteroctopodidae,Enteroctopus,0,0
MT216545,Enteroctopus zealandicus,Enteroctopus zealandicus,species,Animalia,Mollusca,Cephalopoda,Octopoda,Enteroctopodidae,Enteroctopus,0,0
MT216544,Enteroctopus zealandicus,Enteroctopus zealandicus,species,Animalia,Mollusca,Cephalopoda,Octopoda,Enteroctopodidae,Enteroctopus,0,0
KF774312,Enteroctopus megalocyathus,Enteroctopus megalocyathus,species,Animalia,Mollusca,Cephalopoda,Octopoda,Enteroctopodidae,Enteroctopus,0,0
MT216546,Enteroctopus zealandicus,Enteroctopus zealandicus,species,Animalia,Mollusca,Cephalopoda,Octopoda,Enteroctopodidae,Enteroctopus,0,0
JF306025,Enteroctopus dofleini,Enteroctopus dofleini,species,Animalia,Mollusca,Cephalopoda,Octopoda,Enteroctopodidae,Enteroctopus,0,0
AB430533,Octopus conispadiceus,Octopus conispadiceus,species,Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,0,0
MW549878,Enteroctopus megalocyathus,Enteroctopus megalocyathus,species,Animalia,Mollusca,Cephalopoda,Octopoda,Enteroctopodidae,Enteroctopus,0,0
LC649540,Octopus conispadiceus,Octopus conispadiceus,species,Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,0,0
LC649541,Octopus conispadiceus,Octopus conispadiceus,species,Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,0,0
LC191570,Chrysaora pacifica,Chrysaora pacifica,species,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,0,0
PP409327,Apolemia sp.,Apolemia,genus,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Apolemiidae,Apolemia,0,0
KU496283,Chiridota sp. JOD_0244,Chiridota,genus,Animalia,Echinodermata,Holothuroidea,Apodida,Chiridotidae,Chiridota,0,0
MH338397,Holothuroidea sp. KSA_1207,Holothuroidea,class,Animalia,Echinodermata,Holothuroidea,NA,NA,NA,0,0
MH339438,Holothuroidea sp. KSA_P69,Holothuroidea,class,Animalia,Echinodermata,Holothuroidea,NA,NA,NA,0,0
KU496281,Chiridota sp. JOD_0594,Chiridota,genus,Animalia,Echinodermata,Holothuroidea,Apodida,Chiridotidae,Chiridota,0,0
MH338399,Holothuroidea sp. KSA_1209,Holothuroidea,class,Animalia,Echinodermata,Holothuroidea,NA,NA,NA,0,0
KU496282,Chiridota sp. JOD_0599,Chiridota,genus,Animalia,Echinodermata,Holothuroidea,Apodida,Chiridotidae,Chiridota,0,0
KU496280,Chiridota sp. JOD_0409,Chiridota,genus,Animalia,Echinodermata,Holothuroidea,Apodida,Chiridotidae,Chiridota,0,0
JF803671,Rhinebothrium sp. 10 FM-2011,Rhinebothrium,genus,Animalia,Platyhelminthes,Cestoda,Rhinebothriidea,Rhinebothriidae,Rhinebothrium,0,0
MG136788,Leuckartiara sp. PS-2018,Leuckartiara,genus,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Pandeidae,Leuckartiara,0,0
OQ975025,Melicertum sp. t PS-2023,Melicertum,genus,Animalia,Cnidaria,Hydrozoa,Leptothecata,Melicertidae,Melicertum,0,0
OQ975009,Melicertum sp. t PS-2023,Melicertum,genus,Animalia,Cnidaria,Hydrozoa,Leptothecata,Melicertidae,Melicertum,0,0
OQ975008,Melicertum sp. t PS-2023,Melicertum,genus,Animalia,Cnidaria,Hydrozoa,Leptothecata,Melicertidae,Melicertum,0,0
KY564211,Halisarca desqueyrouxae,Halisarca desqueyrouxae,species,Animalia,Porifera,Demospongiae,Chondrillida,Halisarcidae,Halisarca,0,0
MW144970,Chondrillida sp. 3 JV-2020,Chondrillida,order,Animalia,Porifera,Demospongiae,Chondrillida,NA,NA,0,0
OM436239,Halisarca sp. P089-111026-1,Halisarca,genus,Animalia,Porifera,Demospongiae,Chondrillida,Halisarcidae,Halisarca,0,0
MG421851,Halisarca dujardinii,Halisarca dujardinii,species,Animalia,Porifera,Demospongiae,Chondrillida,Halisarcidae,Halisarca,0,0
NC_010212,Halisarca dujardinii,Halisarca dujardinii,species,Animalia,Porifera,Demospongiae,Chondrillida,Halisarcidae,Halisarca,0,0
OM436253,Halisarca dujardinii,Halisarca dujardinii,species,Animalia,Porifera,Demospongiae,Chondrillida,Halisarcidae,Halisarca,0,0
HQ606143,Halisarca dujardinii,Halisarca dujardinii,species,Animalia,Porifera,Demospongiae,Chondrillida,Halisarcidae,Halisarca,0,0
OM436267,Halisarca dujardinii,Halisarca dujardinii,species,Animalia,Porifera,Demospongiae,Chondrillida,Halisarcidae,Halisarca,0,0
OR269461,Halisarca sp. h RP-2024,Halisarca,genus,Animalia,Porifera,Demospongiae,Chondrillida,Halisarcidae,Halisarca,0,0
MW139668,Halisarca dujardinii,Halisarca dujardinii,species,Animalia,Porifera,Demospongiae,Chondrillida,Halisarcidae,Halisarca,0,0
OM436243,Halisarca dujardinii,Halisarca dujardinii,species,Animalia,Porifera,Demospongiae,Chondrillida,Halisarcidae,Halisarca,0,0
JN971065,Halisarca sp. AA-2010,Halisarca,genus,Animalia,Porifera,Demospongiae,Chondrillida,Halisarcidae,Halisarca,0,0
HQ602685,Halisarca sp. AA-2010,Halisarca,genus,Animalia,Porifera,Demospongiae,Chondrillida,Halisarcidae,Halisarca,0,0
EU835658,Dasybranchus sp. DH1,Dasybranchus,genus,Animalia,Annelida,Polychaeta,NA,Capitellidae,Dasybranchus,0,0
LC137886,invertebrate environmental sample,Unknown organism,offtarget,Animalia,NA,NA,NA,NA,NA,NA,NA
OR608867,Nothrus sp.,Arachnid,offtarget,Animalia,Arthropoda,Arachnida,Acari,Nothridae,Nothrus,NA,NA
OR608789,Nothrus sp.,Arachnid,offtarget,Animalia,Arthropoda,Arachnida,Acari,Nothridae,Nothrus,NA,NA
MW983174,Neomyocoris arnaudi,Insect,offtarget,Animalia,Arthropoda,Insecta,Hemiptera,Rhyparochromidae,Neomyocoris,NA,NA
KR031646,Arhyssus crassus,Insect,offtarget,Animalia,Arthropoda,Insecta,Hemiptera,Rhopalidae,Arhyssus,NA,NA
MW888549,Hypselonotus fulvus,Insect,offtarget,Animalia,Arthropoda,Insecta,Hemiptera,Coreidae,Hypselonotus,NA,NA
MN620753,Oileus sargi,Insect,offtarget,Animalia,Arthropoda,Insecta,Coleoptera,Passalidae,Oileus,NA,NA
JQ037901,Hypselonotus fulvus,Insect,offtarget,Animalia,Arthropoda,Insecta,Hemiptera,Coreidae,Hypselonotus,NA,NA
MN342381,Danio aff. choprae RC0669,Fish,offtarget,Animalia,Craniata,Actinopterygii,Cypriniformes,Danionidae,Danio,NA,NA
MN342384,Danio aff. choprae RC0523,Fish,offtarget,Animalia,Craniata,Actinopterygii,Cypriniformes,Danionidae,Danio,NA,NA
KX852480,Danio flagrans,Fish,offtarget,Animalia,Craniata,Actinopterygii,Cypriniformes,Danionidae,Danio,NA,NA
MG510020,Proctotrupidae sp. BIOUG21852-D04,Insect,offtarget,Animalia,Arthropoda,Insecta,Hymenoptera,Proctotrupidae,NA,NA,NA
MG513958,Proctotrupidae sp. BIOUG21209-E07,Insect,offtarget,Animalia,Arthropoda,Insecta,Hymenoptera,Proctotrupidae,NA,NA,NA
KP136553,Crustacea environmental sample,Unknown organism,offtarget,Animalia,NA,NA,NA,NA,NA,NA,NA
KR044411,Arhyssus distinctus,Insect,offtarget,Animalia,Arthropoda,Insecta,Hemiptera,Rhopalidae,Arhyssus,NA,NA
KR042598,Arhyssus scutatus,Insect,offtarget,Animalia,Arthropoda,Insecta,Hemiptera,Rhopalidae,Arhyssus,NA,NA
KR031836,Arhyssus crassus,Insect,offtarget,Animalia,Arthropoda,Insecta,Hemiptera,Rhopalidae,Arhyssus,NA,NA
AF334327,Paralamyctes subicolus,Centipede,offtarget,Animalia,Arthropoda,Chilopoda,Lithobiomorpha,Henicopidae,Paralamyctes,NA,NA
NC_063140,Harmostica fulvicornis,Insect,offtarget,Animalia,Arthropoda,Insecta,Hemiptera,Rhyparochromidae,Harmostica,NA,NA
MG382588,Proctotrupidae sp. BIOUG00869-A09,Insect,offtarget,Animalia,Arthropoda,Insecta,Hymenoptera,Proctotrupidae,NA,NA,NA
KC418537,Mycocepurus smithii,Insect,offtarget,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Mycocepurus,NA,NA
KM555640,Ctenochira sp. BOLD:ACF8569,Insect,offtarget,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Ctenochira,NA,NA
KF809606,Neuroctenus sp. EH001,Insect,offtarget,Animalia,Arthropoda,Insecta,Hemiptera,Aradidae,Neuroctenus,NA,NA
KY018602,Chimarrhometra orientalis,Insect,offtarget,Animalia,Arthropoda,Insecta,Hemiptera,Gerroidea,Chimarrhometra,NA,NA
KR481254,Carabidae sp. BOLD:AAZ1247,Insect,offtarget,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,NA,NA,NA
KR485445,Enoclerus nigripes ssp. 'dubius',Insect,offtarget,Animalia,Arthropoda,Insecta,Coleoptera,Cleridae,Enoclerus,NA,NA
MN521070,Syntomus sp. SAEVG Morph0311,Insect,offtarget,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Syntomus,NA,NA
MG054051,Enoclerus rosmarus,Insect,offtarget,Animalia,Arthropoda,Insecta,Coleoptera,Cleridae,Enoclerus,NA,NA
KC524591,Aphelocerus sp. 1 NLG-2013,Insect,offtarget,Animalia,Arthropoda,Insecta,Coleoptera,Cleridae,Aphelocerus,NA,NA
KR484314,Enoclerus nigripes ssp. 'dubius',Insect,offtarget,Animalia,Arthropoda,Insecta,Coleoptera,Cleridae,Enoclerus,NA,NA
MG057934,Enoclerus rosmarus,Insect,offtarget,Animalia,Arthropoda,Insecta,Coleoptera,Cleridae,Enoclerus,NA,NA
MG059251,Enoclerus rosmarus,Insect,offtarget,Animalia,Arthropoda,Insecta,Coleoptera,Cleridae,Enoclerus,NA,NA
MG057622,Enoclerus rosmarus,Insect,offtarget,Animalia,Arthropoda,Insecta,Coleoptera,Cleridae,Enoclerus,NA,NA
MG057546,Enoclerus rosmarus,Insect,offtarget,Animalia,Arthropoda,Insecta,Coleoptera,Cleridae,Enoclerus,NA,NA
KF801980,Hydaticus sp. NLG-2014,Insect,offtarget,Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydaticus,NA,NA
KU937720,Pheropsophus (Aptinomorphus) sp. WM-2017,Insect,offtarget,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Pheropsophus,NA,NA
MG054731,Enoclerus rosmarus,Insect,offtarget,Animalia,Arthropoda,Insecta,Coleoptera,Cleridae,Enoclerus,NA,NA
JX260692,Elaphrus olivaceus,Insect,offtarget,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Elaphrus,NA,NA
MN635446,Pthirus pubis,Insect,offtarget,Animalia,Arthropoda,Insecta,Psocodea,Pthiridae,Pthirus,NA,NA
MN635443,Pthirus pubis,Insect,offtarget,Animalia,Arthropoda,Insecta,Psocodea,Pthiridae,Pthirus,NA,NA
MN635444,Pthirus pubis,Insect,offtarget,Animalia,Arthropoda,Insecta,Psocodea,Pthiridae,Pthirus,NA,NA
AY696005,Pthirus pubis,Insect,offtarget,Animalia,Arthropoda,Insecta,Psocodea,Pthiridae,Pthirus,NA,NA
AY696004,Pthirus pubis,Insect,offtarget,Animalia,Arthropoda,Insecta,Psocodea,Pthiridae,Pthirus,NA,NA
AY696000,Pthirus pubis,Insect,offtarget,Animalia,Arthropoda,Insecta,Psocodea,Pthiridae,Pthirus,NA,NA
HM241898,Pthirus pubis,Insect,offtarget,Animalia,Arthropoda,Insecta,Psocodea,Pthiridae,Pthirus,NA,NA
EF152554,Pthirus pubis,Insect,offtarget,Animalia,Arthropoda,Insecta,Psocodea,Pthiridae,Pthirus,NA,NA
MN635437,Pthirus pubis,Insect,offtarget,Animalia,Arthropoda,Insecta,Psocodea,Pthiridae,Pthirus,NA,NA
HM150637,Massilieurodes fici,Insect,offtarget,Animalia,Arthropoda,Insecta,Hemiptera,Aleyrodidae,Massilieurodes,NA,NA
MN635438,Pthirus pubis,Insect,offtarget,Animalia,Arthropoda,Insecta,Psocodea,Pthiridae,Pthirus,NA,NA
OL739465,Pthirus pubis,Insect,offtarget,Animalia,Arthropoda,Insecta,Psocodea,Pthiridae,Pthirus,NA,NA
MN635442,Pthirus pubis,Insect,offtarget,Animalia,Arthropoda,Insecta,Psocodea,Pthiridae,Pthirus,NA,NA
MN635436,Pthirus pubis,Insect,offtarget,Animalia,Arthropoda,Insecta,Psocodea,Pthiridae,Pthirus,NA,NA
MN635435,Pthirus pubis,Insect,offtarget,Animalia,Arthropoda,Insecta,Psocodea,Pthiridae,Pthirus,NA,NA
MN635440,Pthirus pubis,Insect,offtarget,Animalia,Arthropoda,Insecta,Psocodea,Pthiridae,Pthirus,NA,NA
OQ186041,Amegilla sp.,Insect,offtarget,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Amegilla,NA,NA
AY696002,Pthirus pubis,Insect,offtarget,Animalia,Arthropoda,Insecta,Psocodea,Pthiridae,Pthirus,NA,NA
MN635439,Pthirus pubis,Insect,offtarget,Animalia,Arthropoda,Insecta,Psocodea,Pthiridae,Pthirus,NA,NA
MN635441,Pthirus pubis,Insect,offtarget,Animalia,Arthropoda,Insecta,Psocodea,Pthiridae,Pthirus,NA,NA
AY696003,Pthirus pubis,Insect,offtarget,Animalia,Arthropoda,Insecta,Psocodea,Pthiridae,Pthirus,NA,NA
MN635445,Pthirus pubis,Insect,offtarget,Animalia,Arthropoda,Insecta,Psocodea,Pthiridae,Pthirus,NA,NA
KP136550,Chaetognatha environmental sample,Unknown organism,offtarget,Animalia,NA,NA,NA,NA,NA,NA,NA
MF149443,Periplaneta americana,Insect,offtarget,Animalia,Arthropoda,Insecta,Dictyoptera,Blattidae,Periplaneta,NA,NA
MH184113,Periplaneta americana,Insect,offtarget,Animalia,Arthropoda,Insecta,Dictyoptera,Blattidae,Periplaneta,NA,NA
PP087107,Periplaneta americana,Insect,offtarget,Animalia,Arthropoda,Insecta,Dictyoptera,Blattidae,Periplaneta,NA,NA
MH184063,Periplaneta americana,Insect,offtarget,Animalia,Arthropoda,Insecta,Dictyoptera,Blattidae,Periplaneta,NA,NA
MH184168,Periplaneta americana,Insect,offtarget,Animalia,Arthropoda,Insecta,Dictyoptera,Blattidae,Periplaneta,NA,NA
MH184114,Periplaneta americana,Insect,offtarget,Animalia,Arthropoda,Insecta,Dictyoptera,Blattidae,Periplaneta,NA,NA
MH184203,Periplaneta americana,Insect,offtarget,Animalia,Arthropoda,Insecta,Dictyoptera,Blattidae,Periplaneta,NA,NA
MF149472,Periplaneta americana,Insect,offtarget,Animalia,Arthropoda,Insecta,Dictyoptera,Blattidae,Periplaneta,NA,NA
MZ472905,Periplaneta americana,Insect,offtarget,Animalia,Arthropoda,Insecta,Dictyoptera,Blattidae,Periplaneta,NA,NA
MF149496,Periplaneta americana,Insect,offtarget,Animalia,Arthropoda,Insecta,Dictyoptera,Blattidae,Periplaneta,NA,NA
MH184220,Periplaneta americana,Insect,offtarget,Animalia,Arthropoda,Insecta,Dictyoptera,Blattidae,Periplaneta,NA,NA
PP854572,Periplaneta americana,Insect,offtarget,Animalia,Arthropoda,Insecta,Dictyoptera,Blattidae,Periplaneta,NA,NA
MH184082,Periplaneta americana,Insect,offtarget,Animalia,Arthropoda,Insecta,Dictyoptera,Blattidae,Periplaneta,NA,NA
MF149474,Periplaneta americana,Insect,offtarget,Animalia,Arthropoda,Insecta,Dictyoptera,Blattidae,Periplaneta,NA,NA
MH184120,Periplaneta americana,Insect,offtarget,Animalia,Arthropoda,Insecta,Dictyoptera,Blattidae,Periplaneta,NA,NA
MH686446,Periplaneta americana,Insect,offtarget,Animalia,Arthropoda,Insecta,Dictyoptera,Blattidae,Periplaneta,NA,NA
MH184199,Periplaneta americana,Insect,offtarget,Animalia,Arthropoda,Insecta,Dictyoptera,Blattidae,Periplaneta,NA,NA
MF149483,Periplaneta americana,Insect,offtarget,Animalia,Arthropoda,Insecta,Dictyoptera,Blattidae,Periplaneta,NA,NA
MF149473,Periplaneta americana,Insect,offtarget,Animalia,Arthropoda,Insecta,Dictyoptera,Blattidae,Periplaneta,NA,NA
MH184132,Periplaneta americana,Insect,offtarget,Animalia,Arthropoda,Insecta,Dictyoptera,Blattidae,Periplaneta,NA,NA
MH184060,Periplaneta americana,Insect,offtarget,Animalia,Arthropoda,Insecta,Dictyoptera,Blattidae,Periplaneta,NA,NA
MT498807,Periplaneta americana,Insect,offtarget,Animalia,Arthropoda,Insecta,Dictyoptera,Blattidae,Periplaneta,NA,NA
MH184101,Periplaneta americana,Insect,offtarget,Animalia,Arthropoda,Insecta,Dictyoptera,Blattidae,Periplaneta,NA,NA
MH184059,Periplaneta americana,Insect,offtarget,Animalia,Arthropoda,Insecta,Dictyoptera,Blattidae,Periplaneta,NA,NA
MF149477,Periplaneta americana,Insect,offtarget,Animalia,Arthropoda,Insecta,Dictyoptera,Blattidae,Periplaneta,NA,NA
MH184123,Periplaneta americana,Insect,offtarget,Animalia,Arthropoda,Insecta,Dictyoptera,Blattidae,Periplaneta,NA,NA
MF149493,Periplaneta americana,Insect,offtarget,Animalia,Arthropoda,Insecta,Dictyoptera,Blattidae,Periplaneta,NA,NA
MH184213,Periplaneta americana,Insect,offtarget,Animalia,Arthropoda,Insecta,Dictyoptera,Blattidae,Periplaneta,NA,NA
OK042220,Trombidiformes sp.,Arachnid,offtarget,Animalia,Arthropoda,Arachnida,Acari,NA,NA,NA,NA
OR976077,Tetragonula pagdeni,Insect,offtarget,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Tetragonula,NA,NA
OR976103,Tetragonula pagdeni,Insect,offtarget,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Tetragonula,NA,NA
JN991359,Pristimantis aff. taeniatus 3 AJC-2011,Amphibian,offtarget,Animalia,Craniata,Amphibia,Anura,Strabomantidae,Strabomantidae,NA,NA
JN266372,Lepidoptera sp. BOLD:AAA1330,Insect,offtarget,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,NA
OP143918,Myzocallis castanicola,Insect,offtarget,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Myzocallis,NA,NA
PP486354,Myzocallis castanicola,Insect,offtarget,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Myzocallis,NA,NA
KF669930,Loxosceles sp. Fuerteventura-Lanzarote,Arachnid,offtarget,Animalia,Arthropoda,Arachnida,Araneae,NA,Loxosceles,NA,NA
KF669929,Loxosceles sp. Fuerteventura-Lanzarote,Arachnid,offtarget,Animalia,Arthropoda,Arachnida,Araneae,NA,Loxosceles,NA,NA
KF669931,Loxosceles sp. Fuerteventura-Lanzarote,Arachnid,offtarget,Animalia,Arthropoda,Arachnida,Araneae,NA,Loxosceles,NA,NA
KM582542,Sicarius diadorim,Arachnid,offtarget,Animalia,Arthropoda,Arachnida,Araneae,NA,Sicarius,NA,NA
MN216080,Sicarius jequitinhonha,Arachnid,offtarget,Animalia,Arthropoda,Arachnida,Araneae,NA,Sicarius,NA,NA
EF458135,Dysdera sanborondon,Arachnid,offtarget,Animalia,Arthropoda,Arachnida,Araneae,NA,Dysdera,NA,NA
MZ606869,Hilaira pervicax,Arachnid,offtarget,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Erigoninae,NA,NA
MZ607915,Hilaira pervicax,Arachnid,offtarget,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Erigoninae,NA,NA
MZ608600,Hilaira pervicax,Arachnid,offtarget,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Erigoninae,NA,NA
MZ609335,Hilaira pervicax,Arachnid,offtarget,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Erigoninae,NA,NA
MZ609933,Hilaira pervicax,Arachnid,offtarget,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Erigoninae,NA,NA
JQ798734,Chaetonotus microchaetus,Freshwater,offtarget,Animalia,Gastrotricha,Gastrotricha,Paucitubulatina,Chaetonotidae,Chaetonotus,NA,NA
LC137863,invertebrate environmental sample,Unknown organism,offtarget,Animalia,NA,NA,NA,NA,NA,NA,NA
LC137867,invertebrate environmental sample,Unknown organism,offtarget,Animalia,NA,NA,NA,NA,NA,NA,NA
MK260610,Trigonopterus ovatulus,Insect,offtarget,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Trigonopterus,NA,NA
MK260614,Trigonopterus ovatulus,Insect,offtarget,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Trigonopterus,NA,NA
MK260613,Trigonopterus ovatulus,Insect,offtarget,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Trigonopterus,NA,NA
LC222761,invertebrate environmental sample,Unknown organism,offtarget,Animalia,NA,NA,NA,NA,NA,NA,NA
GU070923,invertebrate environmental sample,Unknown organism,offtarget,Animalia,NA,NA,NA,NA,NA,NA,NA
OR608879,Nothrus sp.,Arachnid,offtarget,Animalia,Arthropoda,Arachnida,Acari,Nothridae,Nothrus,NA,NA
OR608866,Nothrus sp.,Arachnid,offtarget,Animalia,Arthropoda,Arachnida,Acari,Nothridae,Nothrus,NA,NA
MN357478,Digamasellidae sp. BOLD:ADI0968,Arachnid,offtarget,Animalia,Arthropoda,Arachnida,Acari,NA,Digamasellidae,NA,NA
KJ659965,Tyrannochthonius sp. 131184.1,Arachnid,offtarget,Animalia,Arthropoda,Arachnida,Pseudoscorpiones,NA,Tyrannochthonius,NA,NA
MK838033,Mugil brevirostris,Fish,offtarget,Animalia,Craniata,Actinopterygii,Acanthomorphata,Mugilidae,Mugil,NA,NA
NC_066974,Basilepta melanopus,Insect,offtarget,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Basilepta,NA,NA
OP115728,Basilepta melanopus,Insect,offtarget,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Basilepta,NA,NA
NC_042180,Sogatella vibix,Insect,offtarget,Animalia,Arthropoda,Insecta,Hemiptera,Delphacidae,Sogatella,NA,NA
KY838974,Delphacidae sp. BIOUG17814-E05,Insect,offtarget,Animalia,Arthropoda,Insecta,Hemiptera,Delphacidae,Fulgoroidea,NA,NA
MH670907,Sogatella furcifera,Insect,offtarget,Animalia,Arthropoda,Insecta,Hemiptera,Delphacidae,Sogatella,NA,NA
MK033513,Sogatella furcifera,Insect,offtarget,Animalia,Arthropoda,Insecta,Hemiptera,Delphacidae,Sogatella,NA,NA
MH891496,Sogatella vibix,Insect,offtarget,Animalia,Arthropoda,Insecta,Hemiptera,Delphacidae,Sogatella,NA,NA
MK905868,Synchaeta kitina,Freshwater,offtarget,Animalia,Rotifera,Rotifera,Monogononta,NA,Synchaeta,NA,NA
MK905875,Synchaeta kitina,Freshwater,offtarget,Animalia,Rotifera,Rotifera,Monogononta,NA,Synchaeta,NA,NA
GU070901,invertebrate environmental sample,Unknown organism,offtarget,Animalia,NA,NA,NA,NA,NA,NA,NA
OR557351,Trioza carvalhoi,Insect,offtarget,Animalia,Arthropoda,Insecta,Hemiptera,Triozidae,Trioza,NA,NA
OR557352,Trioza carvalhoi,Insect,offtarget,Animalia,Arthropoda,Insecta,Hemiptera,Triozidae,Trioza,NA,NA
OR557355,Trioza carvalhoi,Insect,offtarget,Animalia,Arthropoda,Insecta,Hemiptera,Triozidae,Trioza,NA,NA
OR557349,Trioza carvalhoi,Insect,offtarget,Animalia,Arthropoda,Insecta,Hemiptera,Triozidae,Trioza,NA,NA
OR557347,Trioza carvalhoi,Insect,offtarget,Animalia,Arthropoda,Insecta,Hemiptera,Triozidae,Trioza,NA,NA
OR557348,Trioza carvalhoi,Insect,offtarget,Animalia,Arthropoda,Insecta,Hemiptera,Triozidae,Trioza,NA,NA
OR557354,Trioza carvalhoi,Insect,offtarget,Animalia,Arthropoda,Insecta,Hemiptera,Triozidae,Trioza,NA,NA
NC_072993,Pedionis papillata,Insect,offtarget,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Pedionis,NA,NA
MK064916,Oligodon albocinctus,Snake,offtarget,Animalia,Craniata,Lepidosauria,Squamata,Colubridae,Oligodon,NA,NA
OQ416464,Oligodon albocinctus,Snake,offtarget,Animalia,Craniata,Lepidosauria,Squamata,Colubridae,Oligodon,NA,NA
XM_038056895,Hermetia illucens,Insect,offtarget,Animalia,Arthropoda,Insecta,Diptera,Stratiomyidae,Hermetia,NA,NA
XM_038056913,Hermetia illucens,Insect,offtarget,Animalia,Arthropoda,Insecta,Diptera,Stratiomyidae,Hermetia,NA,NA
XM_038056924,Hermetia illucens,Insect,offtarget,Animalia,Arthropoda,Insecta,Diptera,Stratiomyidae,Hermetia,NA,NA
XM_038056887,Hermetia illucens,Insect,offtarget,Animalia,Arthropoda,Insecta,Diptera,Stratiomyidae,Hermetia,NA,NA
XM_038056902,Hermetia illucens,Insect,offtarget,Animalia,Arthropoda,Insecta,Diptera,Stratiomyidae,Hermetia,NA,NA
MK347651,Pseudechinosoma nodosum,Insect,offtarget,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Pseudechinosoma,NA,NA
KM866501,Cecidomyiidae sp. BOLD:AAH3740,Insect,offtarget,Animalia,Arthropoda,Insecta,Diptera,Cecidomyiidae,NA,NA,NA
NC_086637,Japanagallia neohamata,Insect,offtarget,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Japanagallia,NA,NA
KU642030,Japanagallia neohamata,Insect,offtarget,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Japanagallia,NA,NA
XM_053715580,Bombina bombina,Amphibian,offtarget,Animalia,Craniata,Amphibia,Anura,NA,Bombina,NA,NA
