Representative Sample ID,Phylum,Class,Order,Family,Genus,Species,string,Sample Size
BHAK1465,Bryozoa,Gymnolaemata,Cheilostomatida,Membraniporidae,Membranipora,,Bryozoa_Gymnolaemata_Cheilostomatida_Membraniporidae_Membranipora_,3
BHAK-2362,Bryozoa,Gymnolaemata,Cheilostomatida,Microporidae,Microporina,Microporina articulata,Bryozoa_Gymnolaemata_Cheilostomatida_Microporidae_Microporina_Microporina articulata,1
BHAK2391,Bryozoa,Gymnolaemata,Cheilostomatida,Microporidae,Microporina,,Bryozoa_Gymnolaemata_Cheilostomatida_Microporidae_Microporina_,2
BHAK2680,Bryozoa,Gymnolaemata,Cheilostomatida,Pacificincolidae,Primavelans,Primavelans insculpta,Bryozoa_Gymnolaemata_Cheilostomatida_Pacificincolidae_Primavelans_Primavelans insculpta,4
BHAK1968,Bryozoa,Gymnolaemata,Cheilostomatida,Phidoloporidae,Phidolopora,Phidolopora pacifica,Bryozoa_Gymnolaemata_Cheilostomatida_Phidoloporidae_Phidolopora_Phidolopora pacifica,4
BHAK-1004,Bryozoa,Gymnolaemata,Cheilostomatida,Schizoporellidae,Schizoporella,,Bryozoa_Gymnolaemata_Cheilostomatida_Schizoporellidae_Schizoporella_,2
BHAK-1448,Bryozoa,Gymnolaemata,Cheilostomatida,Umbonulidae,Rhamphostomella,Rhamphostomella curvirostrata,Bryozoa_Gymnolaemata_Cheilostomatida_Umbonulidae_Rhamphostomella_Rhamphostomella curvirostrata,1
BHAK-1403,Bryozoa,Gymnolaemata,Ctenostomatida,Alcyonidiidae,Alcyonidium,Alcyonidium pedunculatum,Bryozoa_Gymnolaemata_Ctenostomatida_Alcyonidiidae_Alcyonidium_Alcyonidium pedunculatum,4
BHAK-0098,Bryozoa,Gymnolaemata,Ctenostomatida,Alcyonidiidae,Alcyonidium,Alcyonidium polyoum,Bryozoa_Gymnolaemata_Ctenostomatida_Alcyonidiidae_Alcyonidium_Alcyonidium polyoum,2
BHAK1285,Bryozoa,Gymnolaemata,Ctenostomatida,Alcyonidiidae,Alcyonidium,,Bryozoa_Gymnolaemata_Ctenostomatida_Alcyonidiidae_Alcyonidium_,4
BHAK240,Bryozoa,Gymnolaemata,Ctenostomatida,Flustrellidridae,Flustrellidra,Flustrellidra corniculata,Bryozoa_Gymnolaemata_Ctenostomatida_Flustrellidridae_Flustrellidra_Flustrellidra corniculata,2
BHAK3216,Bryozoa,Gymnolaemata,Ctenostomatida,Vesiculariidae,Amathia,,Bryozoa_Gymnolaemata_Ctenostomatida_Vesiculariidae_Amathia_,1
BHAK-3170,Bryozoa,Gymnolaemata,Ctenostomatida,Vesiculariidae,Bowerbankia,,Bryozoa_Gymnolaemata_Ctenostomatida_Vesiculariidae_Bowerbankia_,2
BHAK2042,Bryozoa,Stenolaemata,Cyclostomata,Annectocymidae,Diaperoforma,Diaperoforma californica,Bryozoa_Stenolaemata_Cyclostomata_Annectocymidae_Diaperoforma_Diaperoforma californica,1
BHAK-3232,Bryozoa,Stenolaemata,Cyclostomatida,Crisiidae,Crisia,Crisia maxima,Bryozoa_Stenolaemata_Cyclostomatida_Crisiidae_Crisia_Crisia maxima,1
BHAK2660,Bryozoa,Stenolaemata,Cyclostomatida,Crisiidae,Crisia,,Bryozoa_Stenolaemata_Cyclostomatida_Crisiidae_Crisia_,9
BHAK-08795,Bryozoa,Stenolaemata,Cyclostomatida,Crisiidae,Filicrisia,Filicrisia franciscana,Bryozoa_Stenolaemata_Cyclostomatida_Crisiidae_Filicrisia_Filicrisia franciscana,1
BHAK-1447,Bryozoa,Stenolaemata,Cyclostomatida,Crisiidae,Filicrisia,,Bryozoa_Stenolaemata_Cyclostomatida_Crisiidae_Filicrisia_,1
BHAK2186,Bryozoa,Stenolaemata,Cyclostomatida,Crisiidae,,,Bryozoa_Stenolaemata_Cyclostomatida_Crisiidae__,1
BHAK2181,Bryozoa,Stenolaemata,Cyclostomatida,Diaperoeciidae,Diaperoecia,,Bryozoa_Stenolaemata_Cyclostomatida_Diaperoeciidae_Diaperoecia_,2
BHAK1424,Bryozoa,Stenolaemata,Cyclostomatida,Heteroporidae,Heteropora,Heteropora pacifica,Bryozoa_Stenolaemata_Cyclostomatida_Heteroporidae_Heteropora_Heteropora pacifica,2
BHAK187,Bryozoa,Stenolaemata,Cyclostomatida,Heteroporidae,Heteropora,,Bryozoa_Stenolaemata_Cyclostomatida_Heteroporidae_Heteropora_,3
BHAK2023,Bryozoa,Stenolaemata,Cyclostomatida,Lichenoporidae,,,Bryozoa_Stenolaemata_Cyclostomatida_Lichenoporidae__,4
BHAK1287,Bryozoa,Stenolaemata,Cyclostomatida,,,,Bryozoa_Stenolaemata_Cyclostomatida___,6
BHAK2590,Bryozoa,,,,,,Bryozoa_____,164
BHAK-0079,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Clavelina,Clavelina huntsmani,Chordata_Ascidiacea_Aplousobranchia_Clavelinidae_Clavelina_Clavelina huntsmani,3
BHAK-3252,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Pycnoclavella,Pycnoclavella stanleyi,Chordata_Ascidiacea_Aplousobranchia_Clavelinidae_Pycnoclavella_Pycnoclavella stanleyi,3
BHAK-0077,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Didemnum,Didemnum carnulentum,Chordata_Ascidiacea_Aplousobranchia_Didemnidae_Didemnum_Didemnum carnulentum,1
BHAK-1692,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Didemnum,,Chordata_Ascidiacea_Aplousobranchia_Didemnidae_Didemnum_,12
BHAK-3244,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Diplosoma,Diplosoma listerianum,Chordata_Ascidiacea_Aplousobranchia_Didemnidae_Diplosoma_Diplosoma listerianum,9
BHAK-2870,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Trididemnum,Trididemnum alexi,Chordata_Ascidiacea_Aplousobranchia_Didemnidae_Trididemnum_Trididemnum alexi,4
BHAK-1688,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,,,Chordata_Ascidiacea_Aplousobranchia_Didemnidae__,3
BHAK-3243,Chordata,Ascidiacea,Aplousobranchia,Euherdmaniidae,Euherdmania,Euherdmania claviformis,Chordata_Ascidiacea_Aplousobranchia_Euherdmaniidae_Euherdmania_Euherdmania claviformis,2
BHAK-0645,Chordata,Ascidiacea,Aplousobranchia,Holozoidae,Distaplia,Distaplia occidentalis,Chordata_Ascidiacea_Aplousobranchia_Holozoidae_Distaplia_Distaplia occidentalis,19
BHAK-0603,Chordata,Ascidiacea,Aplousobranchia,Holozoidae,Distaplia,Distaplia smithi,Chordata_Ascidiacea_Aplousobranchia_Holozoidae_Distaplia_Distaplia smithi,4
BHAK-09131,Chordata,Ascidiacea,Aplousobranchia,Holozoidae,Distaplia,,Chordata_Ascidiacea_Aplousobranchia_Holozoidae_Distaplia_,1
BHAK-1726,Chordata,Ascidiacea,Aplousobranchia,Polycitoridae,Cystodytes,Cystodytes lobatus,Chordata_Ascidiacea_Aplousobranchia_Polycitoridae_Cystodytes_Cystodytes lobatus,2
BHAK-3247,Chordata,Ascidiacea,Aplousobranchia,Polycitoridae,Eudistoma,Eudistoma purpuropunctatum,Chordata_Ascidiacea_Aplousobranchia_Polycitoridae_Eudistoma_Eudistoma purpuropunctatum,1
BHAK-1722,Chordata,Ascidiacea,Aplousobranchia,Polycitoridae,Eudistoma,Eudistoma ritteri,Chordata_Ascidiacea_Aplousobranchia_Polycitoridae_Eudistoma_Eudistoma ritteri,6
BHAK-0657,Chordata,Ascidiacea,Aplousobranchia,Polyclinidae,Aplidium,Aplidium californicum,Chordata_Ascidiacea_Aplousobranchia_Polyclinidae_Aplidium_Aplidium californicum,4
BHAK-1681,Chordata,Ascidiacea,Aplousobranchia,Polyclinidae,Aplidium,Aplidium cf. californicum,Chordata_Ascidiacea_Aplousobranchia_Polyclinidae_Aplidium_Aplidium cf. californicum,3
BHAK-1712,Chordata,Ascidiacea,Aplousobranchia,Polyclinidae,Aplidium,Aplidium kottae,Chordata_Ascidiacea_Aplousobranchia_Polyclinidae_Aplidium_Aplidium kottae,5
BHAK-1729,Chordata,Ascidiacea,Aplousobranchia,Polyclinidae,Aplidium,,Chordata_Ascidiacea_Aplousobranchia_Polyclinidae_Aplidium_,5
BHAK-3253,Chordata,Ascidiacea,Aplousobranchia,Ritterellidae,Ritterella,Ritterella pulchra,Chordata_Ascidiacea_Aplousobranchia_Ritterellidae_Ritterella_Ritterella pulchra,3
BHAK-0601,Chordata,Ascidiacea,Aplousobranchia,Ritterellidae,Ritterella,Ritterella rubra,Chordata_Ascidiacea_Aplousobranchia_Ritterellidae_Ritterella_Ritterella rubra,2
BHAK-1281,Chordata,Ascidiacea,Phlebobranchia,Ascidiidae,Ascidia,Ascidia columbiana,Chordata_Ascidiacea_Phlebobranchia_Ascidiidae_Ascidia_Ascidia columbiana,2
BHAK-1731,Chordata,Ascidiacea,Phlebobranchia,Ascidiidae,Ascidia,Ascidia paratropa,Chordata_Ascidiacea_Phlebobranchia_Ascidiidae_Ascidia_Ascidia paratropa,1
BHAK-0635,Chordata,Ascidiacea,Phlebobranchia,Cionidae,Ciona,Ciona savignyi,Chordata_Ascidiacea_Phlebobranchia_Cionidae_Ciona_Ciona savignyi,6
BHAK-06714,Chordata,Ascidiacea,Phlebobranchia,Corellidae,Chelyosoma,Chelyosoma columbianum,Chordata_Ascidiacea_Phlebobranchia_Corellidae_Chelyosoma_Chelyosoma columbianum,1
BHAK-2832,Chordata,Ascidiacea,Phlebobranchia,Corellidae,Chelyosoma,Chelyosoma productum,Chordata_Ascidiacea_Phlebobranchia_Corellidae_Chelyosoma_Chelyosoma productum,7
BHAK-0650,Chordata,Ascidiacea,Phlebobranchia,Corellidae,Corella,Corella inflata,Chordata_Ascidiacea_Phlebobranchia_Corellidae_Corella_Corella inflata,3
BHAK-0636,Chordata,Ascidiacea,Phlebobranchia,Corellidae,Corella,Corella willmeriana,Chordata_Ascidiacea_Phlebobranchia_Corellidae_Corella_Corella willmeriana,4
BHAK-09411,Chordata,Ascidiacea,Phlebobranchia,Corellidae,Corella,,Chordata_Ascidiacea_Phlebobranchia_Corellidae_Corella_,3
BHAK-1705,Chordata,Ascidiacea,Phlebobranchia,Perophoridae,Perophora,Perophora annectens,Chordata_Ascidiacea_Phlebobranchia_Perophoridae_Perophora_Perophora annectens,3
BHAK-0416,Chordata,Ascidiacea,Phlebobranchia,Perophoridae,Perophora,,Chordata_Ascidiacea_Phlebobranchia_Perophoridae_Perophora_,1
BHAK-3248,Chordata,Ascidiacea,Stolidobranchia,Molgulidae,Molgula,Molgula pacifica,Chordata_Ascidiacea_Stolidobranchia_Molgulidae_Molgula_Molgula pacifica,1
BHAK-0607,Chordata,Ascidiacea,Stolidobranchia,Pyuridae,Boltenia,Boltenia villosa,Chordata_Ascidiacea_Stolidobranchia_Pyuridae_Boltenia_Boltenia villosa,8
BHAK-1720,Chordata,Ascidiacea,Stolidobranchia,Pyuridae,Halocynthia,Halocynthia aurantium,Chordata_Ascidiacea_Stolidobranchia_Pyuridae_Halocynthia_Halocynthia aurantium,3
BHAK-0614,Chordata,Ascidiacea,Stolidobranchia,Pyuridae,Halocynthia,Halocynthia igaboja,Chordata_Ascidiacea_Stolidobranchia_Pyuridae_Halocynthia_Halocynthia igaboja,3
BHAK-08863,Chordata,Ascidiacea,Stolidobranchia,Pyuridae,Halocynthia,,Chordata_Ascidiacea_Stolidobranchia_Pyuridae_Halocynthia_,1
BHAK-0610,Chordata,Ascidiacea,Stolidobranchia,Pyuridae,Pyura,Pyura haustor,Chordata_Ascidiacea_Stolidobranchia_Pyuridae_Pyura_Pyura haustor,3
BHAK-0605,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Cnemidocarpa,Cnemidocarpa finmarkiensis,Chordata_Ascidiacea_Stolidobranchia_Styelidae_Cnemidocarpa_Cnemidocarpa finmarkiensis,5
BHAK-0373,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Metandrocarpa,Metandrocarpa dura,Chordata_Ascidiacea_Stolidobranchia_Styelidae_Metandrocarpa_Metandrocarpa dura,2
BHAK-3246,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Metandrocarpa,Metandrocarpa taylori,Chordata_Ascidiacea_Stolidobranchia_Styelidae_Metandrocarpa_Metandrocarpa taylori,3
BHAK-1736,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Styela,Styela gibbsii,Chordata_Ascidiacea_Stolidobranchia_Styelidae_Styela_Styela gibbsii,3
BHAK-0188,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Styela,Styela montereyensis,Chordata_Ascidiacea_Stolidobranchia_Styelidae_Styela_Styela montereyensis,6
BHAK-1716,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Styela,Styela truncata,Chordata_Ascidiacea_Stolidobranchia_Styelidae_Styela_Styela truncata,5
BHAK-08803,Chordata,Ascidiacea,,,,,Chordata_Ascidiacea____,81
BHAK-06692,Chordata,Thaliacea,Salpida,Salpidae,Cyclosalpa,Cyclosalpa bakeri,Chordata_Thaliacea_Salpida_Salpidae_Cyclosalpa_Cyclosalpa bakeri,1
BHAK-09976,Chordata,,,,,,Chordata_____,1
BHAK-06914,Ciliophora,,,,,,Ciliophora_____,1
BHAK-0724,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,Anthopleura artemisia,Cnidaria_Anthozoa_Actiniaria_Actiniidae_Anthopleura_Anthopleura artemisia,1
BHAK-0973,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,Anthopleura elegantissima,Cnidaria_Anthozoa_Actiniaria_Actiniidae_Anthopleura_Anthopleura elegantissima,2
BHAK-3611,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,Anthopleura xanthogrammica,Cnidaria_Anthozoa_Actiniaria_Actiniidae_Anthopleura_Anthopleura xanthogrammica,1
BHAK-08988,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Cribrinopsis,Cribrinopsis fernaldi,Cnidaria_Anthozoa_Actiniaria_Actiniidae_Cribrinopsis_Cribrinopsis fernaldi,1
BHAK-0410,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Epiactis,Epiactis lisbethae,Cnidaria_Anthozoa_Actiniaria_Actiniidae_Epiactis_Epiactis lisbethae,4
BHAK-06903,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Epiactis,,Cnidaria_Anthozoa_Actiniaria_Actiniidae_Epiactis_,4
BHAK-1928,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Urticina,Urticina coriacea,Cnidaria_Anthozoa_Actiniaria_Actiniidae_Urticina_Urticina coriacea,1
BHAK-3463,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Urticina,Urticina lofotensis,Cnidaria_Anthozoa_Actiniaria_Actiniidae_Urticina_Urticina lofotensis,1
BHAK-2943,Cnidaria,Anthozoa,Actiniaria,Actinostolidae,Stomphia,Stomphia didemon,Cnidaria_Anthozoa_Actiniaria_Actinostolidae_Stomphia_Stomphia didemon,2
BHAK-2009,Cnidaria,Anthozoa,Actiniaria,Halcampidae,Halcampa,Halcampa decemtentaculata,Cnidaria_Anthozoa_Actiniaria_Halcampidae_Halcampa_Halcampa decemtentaculata,3
BHAK-1542,Cnidaria,Anthozoa,Actiniaria,Haloclavidae,Peachia,Peachia quinquecapitata,Cnidaria_Anthozoa_Actiniaria_Haloclavidae_Peachia_Peachia quinquecapitata,1
BHAK-1310,Cnidaria,Anthozoa,Actiniaria,Haloclavidae,Peachia,,Cnidaria_Anthozoa_Actiniaria_Haloclavidae_Peachia_,1
BHAK-3599,Cnidaria,Anthozoa,Actiniaria,Metridiidae,Metridium,,Cnidaria_Anthozoa_Actiniaria_Metridiidae_Metridium_,1
BHAK-06673,Cnidaria,Anthozoa,Actiniaria,,,,Cnidaria_Anthozoa_Actiniaria___,12
BHAK-08979,Cnidaria,Anthozoa,Alcyonacea,Alcyoniidae,Alcyonium,,Cnidaria_Anthozoa_Alcyonacea_Alcyoniidae_Alcyonium_,1
BHAK-0238,Cnidaria,Anthozoa,Alcyonacea,Alcyoniidae,Discophyton,Discophyton rudyi,Cnidaria_Anthozoa_Alcyonacea_Alcyoniidae_Discophyton_Discophyton rudyi,1
BHAK-0091,Cnidaria,Anthozoa,Alcyonacea,Nephtheidae,Gersemia,Gersemia rubiformis,Cnidaria_Anthozoa_Alcyonacea_Nephtheidae_Gersemia_Gersemia rubiformis,5
BHAK-08817,Cnidaria,Anthozoa,Alcyonacea,,,,Cnidaria_Anthozoa_Alcyonacea___,2
BHAK-1078,Cnidaria,Anthozoa,Ceriantharia,Cerianthidae,Pachycerianthus,Pachycerianthus fimbriatus,Cnidaria_Anthozoa_Ceriantharia_Cerianthidae_Pachycerianthus_Pachycerianthus fimbriatus,2
BHAK-1312,Cnidaria,Anthozoa,Pennatulacea,Pennatulidae,Ptilosarcus,Ptilosarcus gurneyi,Cnidaria_Anthozoa_Pennatulacea_Pennatulidae_Ptilosarcus_Ptilosarcus gurneyi,3
BHAK-08826,Cnidaria,Anthozoa,Pennatulacea,,,,Cnidaria_Anthozoa_Pennatulacea___,1
BHAK-3040,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Paracyathus,Paracyathus stearnsii,Cnidaria_Anthozoa_Scleractinia_Caryophylliidae_Paracyathus_Paracyathus stearnsii,3
BHAK-1485,Cnidaria,Anthozoa,Scleractinia,Dendrophylliidae,Balanophyllia,Balanophyllia elegans,Cnidaria_Anthozoa_Scleractinia_Dendrophylliidae_Balanophyllia_Balanophyllia elegans,3
BHAK-10355,Cnidaria,Anthozoa,Scleractinia,Dendrophylliidae,Tubastraea,,Cnidaria_Anthozoa_Scleractinia_Dendrophylliidae_Tubastraea_,1
BHAK-08811,Cnidaria,Anthozoa,Scleractinia,Merulinidae,,,Cnidaria_Anthozoa_Scleractinia_Merulinidae__,4
BHAK-2392,Cnidaria,Anthozoa,Zoantharia,Epizoanthidae,Epizoanthus,Epizoanthus scotinus,Cnidaria_Anthozoa_Zoantharia_Epizoanthidae_Epizoanthus_Epizoanthus scotinus,1
BHAK-2861,Cnidaria,Anthozoa,Zoantharia,Epizoanthidae,Epizoanthus,,Cnidaria_Anthozoa_Zoantharia_Epizoanthidae_Epizoanthus_,1
BHAK-08864,Cnidaria,Anthozoa,,,,,Cnidaria_Anthozoa____,16
BHAK-2468,Cnidaria,Hydrozoa,Anthoathecata,Bougainvilliidae,Bougainvillia,Bougainvillia glorietta,Cnidaria_Hydrozoa_Anthoathecata_Bougainvilliidae_Bougainvillia_Bougainvillia glorietta,1
BHAK-2508,Cnidaria,Hydrozoa,Anthoathecata,Bougainvilliidae,Bougainvillia,,Cnidaria_Hydrozoa_Anthoathecata_Bougainvilliidae_Bougainvillia_,4
BHAK-6006,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,Coryne,Coryne eximia,Cnidaria_Hydrozoa_Anthoathecata_Corynidae_Coryne_Coryne eximia,1
BHAK-1125,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,Coryne,,Cnidaria_Hydrozoa_Anthoathecata_Corynidae_Coryne_,3
BHAK-1013,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,Polyorchis,Polyorchis penicillatus,Cnidaria_Hydrozoa_Anthoathecata_Corynidae_Polyorchis_Polyorchis penicillatus,3
BHAK-6010,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,Sarsia,Sarsia tubulosa,Cnidaria_Hydrozoa_Anthoathecata_Corynidae_Sarsia_Sarsia tubulosa,2
BHAK-2511,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,,,Cnidaria_Hydrozoa_Anthoathecata_Corynidae__,2
BHAK-1137,Cnidaria,Hydrozoa,Anthoathecata,Eudendriidae,Eudendrium,,Cnidaria_Hydrozoa_Anthoathecata_Eudendriidae_Eudendrium_,4
BHAK-2474,Cnidaria,Hydrozoa,Anthoathecata,Hydractiniidae,Hydractinia,,Cnidaria_Hydrozoa_Anthoathecata_Hydractiniidae_Hydractinia_,3
BHAK-5991,Cnidaria,Hydrozoa,Anthoathecata,Pandeidae,Leuckartiara,,Cnidaria_Hydrozoa_Anthoathecata_Pandeidae_Leuckartiara_,1
BHAK-3725,Cnidaria,Hydrozoa,Anthoathecata,Pandeidae,Neoturris,,Cnidaria_Hydrozoa_Anthoathecata_Pandeidae_Neoturris_,1
BHAK-6011,Cnidaria,Hydrozoa,Anthoathecata,Pandeidae,Stomotoca,Stomotoca atra,Cnidaria_Hydrozoa_Anthoathecata_Pandeidae_Stomotoca_Stomotoca atra,1
BHAK-1099,Cnidaria,Hydrozoa,Anthoathecata,Proboscidactylidae,Proboscidactyla,,Cnidaria_Hydrozoa_Anthoathecata_Proboscidactylidae_Proboscidactyla_,3
BHAK-3050,Cnidaria,Hydrozoa,Anthoathecata,Similiclavidae,Similiclava,Similiclava nivea,Cnidaria_Hydrozoa_Anthoathecata_Similiclavidae_Similiclava_Similiclava nivea,1
BHAK-0234,Cnidaria,Hydrozoa,Anthoathecata,Stylasteridae,Stylantheca,,Cnidaria_Hydrozoa_Anthoathecata_Stylasteridae_Stylantheca_,1
BHAK-2478,Cnidaria,Hydrozoa,Anthoathecata,Tubulariidae,Ectopleura,Ectopleura crocea,Cnidaria_Hydrozoa_Anthoathecata_Tubulariidae_Ectopleura_Ectopleura crocea,1
BHAK-2390,Cnidaria,Hydrozoa,Anthoathecata,Tubulariidae,Ectopleura,Ectopleura larynx,Cnidaria_Hydrozoa_Anthoathecata_Tubulariidae_Ectopleura_Ectopleura larynx,2
BHAK-5976,Cnidaria,Hydrozoa,Anthoathecata,Tubulariidae,Ectopleura,,Cnidaria_Hydrozoa_Anthoathecata_Tubulariidae_Ectopleura_,1
BHAK-6017,Cnidaria,Hydrozoa,Anthoathecata,Tubulariidae,Tubularia,,Cnidaria_Hydrozoa_Anthoathecata_Tubulariidae_Tubularia_,4
BHAK-2505,Cnidaria,Hydrozoa,Anthoathecata,Tubulariidae,,,Cnidaria_Hydrozoa_Anthoathecata_Tubulariidae__,1
BHAK-0236,Cnidaria,Hydrozoa,Anthoathecata,,,,Cnidaria_Hydrozoa_Anthoathecata___,1
BHAK-3722,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea,Aequorea victoria,Cnidaria_Hydrozoa_Leptothecata_Aequoreidae_Aequorea_Aequorea victoria,1
BHAK-6020,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea,,Cnidaria_Hydrozoa_Leptothecata_Aequoreidae_Aequorea_,2
BHAK-1128,Cnidaria,Hydrozoa,Leptothecata,Aglaopheniidae,Aglaophenia,Aglaophenia latirostris,Cnidaria_Hydrozoa_Leptothecata_Aglaopheniidae_Aglaophenia_Aglaophenia latirostris,1
BHAK-0305,Cnidaria,Hydrozoa,Leptothecata,Aglaopheniidae,Aglaophenia,,Cnidaria_Hydrozoa_Leptothecata_Aglaopheniidae_Aglaophenia_,1
BHAK-1134,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Campanularia,Campanularia volubilis,Cnidaria_Hydrozoa_Leptothecata_Campanulariidae_Campanularia_Campanularia volubilis,1
BHAK-05981,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Campanularia,,Cnidaria_Hydrozoa_Leptothecata_Campanulariidae_Campanularia_,2
BHAK-1118,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,Clytia gracilis,Cnidaria_Hydrozoa_Leptothecata_Campanulariidae_Clytia_Clytia gracilis,6
BHAK-3721,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,Clytia gregaria,Cnidaria_Hydrozoa_Leptothecata_Campanulariidae_Clytia_Clytia gregaria,1
BHAK-1089,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,Clytia hemisphaerica,Cnidaria_Hydrozoa_Leptothecata_Campanulariidae_Clytia_Clytia hemisphaerica,13
BHAK-5988,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,Clytia kincaidi,Cnidaria_Hydrozoa_Leptothecata_Campanulariidae_Clytia_Clytia kincaidi,1
BHAK-1097,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,Clytia linearis,Cnidaria_Hydrozoa_Leptothecata_Campanulariidae_Clytia_Clytia linearis,1
BHAK-1092,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,,Cnidaria_Hydrozoa_Leptothecata_Campanulariidae_Clytia_,9
BHAK-2483,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Obelia,Obelia dichotoma,Cnidaria_Hydrozoa_Leptothecata_Campanulariidae_Obelia_Obelia dichotoma,2
BHAK-5990,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Obelia,Obelia geniculata,Cnidaria_Hydrozoa_Leptothecata_Campanulariidae_Obelia_Obelia geniculata,1
BHAK-1085,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Obelia,Obelia longissima,Cnidaria_Hydrozoa_Leptothecata_Campanulariidae_Obelia_Obelia longissima,11
BHAK-1106,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Obelia,,Cnidaria_Hydrozoa_Leptothecata_Campanulariidae_Obelia_,4
BHAK-1133,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Orthopyxis,Orthopyxis compressa,Cnidaria_Hydrozoa_Leptothecata_Campanulariidae_Orthopyxis_Orthopyxis compressa,3
BHAK-1115,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Orthopyxis,Orthopyxis everta,Cnidaria_Hydrozoa_Leptothecata_Campanulariidae_Orthopyxis_Orthopyxis everta,1
BHAK-1135,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Orthopyxis,,Cnidaria_Hydrozoa_Leptothecata_Campanulariidae_Orthopyxis_,2
BHAK-3660,Cnidaria,Hydrozoa,Leptothecata,Eirenidae,Eutonina,Eutonina indicans,Cnidaria_Hydrozoa_Leptothecata_Eirenidae_Eutonina_Eutonina indicans,1
BHAK-5992,Cnidaria,Hydrozoa,Leptothecata,Eirenidae,Eutonina,,Cnidaria_Hydrozoa_Leptothecata_Eirenidae_Eutonina_,2
BHAK-2477,Cnidaria,Hydrozoa,Leptothecata,Haleciidae,Halecium,Halecium corrugatum,Cnidaria_Hydrozoa_Leptothecata_Haleciidae_Halecium_Halecium corrugatum,1
BHAK-1105,Cnidaria,Hydrozoa,Leptothecata,Haleciidae,Halecium,Halecium labrosum,Cnidaria_Hydrozoa_Leptothecata_Haleciidae_Halecium_Halecium labrosum,3
BHAK-1081,Cnidaria,Hydrozoa,Leptothecata,Haleciidae,Halecium,Halecium undulatum,Cnidaria_Hydrozoa_Leptothecata_Haleciidae_Halecium_Halecium undulatum,1
BHAK-2482,Cnidaria,Hydrozoa,Leptothecata,Haleciidae,Halecium,,Cnidaria_Hydrozoa_Leptothecata_Haleciidae_Halecium_,5
BHAK-1130,Cnidaria,Hydrozoa,Leptothecata,Haleciidae,,,Cnidaria_Hydrozoa_Leptothecata_Haleciidae__,1
BHAK-1110,Cnidaria,Hydrozoa,Leptothecata,Kirchenpaueriidae,Kirchenpaueria,,Cnidaria_Hydrozoa_Leptothecata_Kirchenpaueriidae_Kirchenpaueria_,1
BHAK-5997,Cnidaria,Hydrozoa,Leptothecata,Lafoeidae,Grammaria,Grammaria abietina,Cnidaria_Hydrozoa_Leptothecata_Lafoeidae_Grammaria_Grammaria abietina,1
BHAK-2492,Cnidaria,Hydrozoa,Leptothecata,Lafoeidae,Grammaria,Grammaria immersa,Cnidaria_Hydrozoa_Leptothecata_Lafoeidae_Grammaria_Grammaria immersa,1
